perseus_id	perseus_author	author_impact_date	wikidata_work_label	perseus_title	genre	form_of_creative_work	instance_of	is_mythological	mythological_reason
tlg0031.tlg008	New Testament	100		2 Corinthians				0	The New Testament describes events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg015	New Testament	100		1 Timothy				0	The New Testament describes events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg012	New Testament	100		Colossians				0	The New Testament describes events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg024	New Testament	100		2 John				0	The New Testament describes events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg023	New Testament	100		1 John				0	The New Testament describes events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg022	New Testament	100		2 Peter				0	The New Testament describes events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg025	New Testament	100		3 John				0	The New Testament describes events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg013	New Testament	100		I Thessalonians				0	The New Testament describes events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg014	New Testament	100		II Thessalonians				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg003	New Testament	100		Luke				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg004	New Testament	100		John				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg005	New Testament	100		Acts				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg002	New Testament	100		Mark				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg011	New Testament	100		Philippians				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg016	New Testament	100		2 Timothy				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg020	New Testament	100		James				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg027	New Testament	100		Apocalypse				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg018	New Testament	100		Philemon				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg026	New Testament	100		Jude				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg019	New Testament	100		Hebrews				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg021	New Testament	100		1 Peter				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg017	New Testament	100		Titus				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0031.tlg010	New Testament	100		Ephesians				0	New Testament texts describe events and teachings contemporary to the early Christian community in the 1st century CE.
tlg0033.tlg003	Pindar	-481	Nemean Odes	Nemean Odes	lyric poetry	poetry collection	literary work	1	Pindar's Odes frequently invoke mythological figures and events to celebrate athletic victories, placing them in a legendary past.
tlg0033.tlg004	Pindar	-481	Isthmian Odes	Isthmian Odes	lyric poetry, ode	poetry collection	literary work	1	Pindar's Odes frequently invoke mythological figures and events to celebrate athletic victories, placing them in a legendary past.
tlg0033.tlg002	Pindar	-481	Pythian Odes	Pythian Odes	ode, lyric poetry	poetry collection	literary work	1	Pindar's Odes frequently invoke mythological figures and events to celebrate athletic victories, placing them in a legendary past.
tlg0033.tlg001	Pindar	-481	Olympic Odes	Olympian Odes	lyric poetry, ode	poetry collection	literary work	1	Pindar's Odes frequently invoke mythological figures and events to celebrate athletic victories, placing them in a legendary past.
tlg0034.tlg001	Lycurgus	-354	Against Leocrates	Against Leocrates			literary work, oration	0	Lycurgus's 'Against Leocrates' is a political oration addressing contemporary legal and political issues in Athens.
tlg0057.tlg010	Galen	164	On the Natural Faculties	On the Natural Faculties.			version, edition or translation	0	Galen's 'On the Natural Faculties' is a medical treatise discussing contemporary physiological theories.
tlg0059.tlg009	Plato	-393	Parmenides	Parmenides	Platonic dialogue		written work	0	Plato's 'Parmenides' is a philosophical dialogue exploring abstract concepts and arguments, contemporary to philosophical discourse.
tlg0059.tlg031	Plato	-393	Timaeus	Timaeus	Socratic dialogue		written work, Platonic dialogue	0	Plato's 'Timaeus' is a philosophical dialogue discussing cosmology and the natural world, reflecting contemporary philosophical thought.
tlg0059.tlg007	Plato	-393	Sophist	Sophist	Socratic dialogue		Platonic dialogue, written work	0	Plato's 'Sophist' is a philosophical dialogue examining the nature of sophistry and being, contemporary to philosophical discourse.
tlg0059.tlg001	Plato	-393	Euthyphro	Euthyphro	Socratic dialogue	prose	literary work, Platonic dialogue	0	Plato's 'Euthyphro' is a philosophical dialogue discussing piety and justice, contemporary to philosophical discourse.
tlg0059.tlg006	Plato	-393	Theaetetus	Theaetetus	dialogue		written work	0	Plato's Theaetetus is a philosophical dialogue discussing contemporary ideas about knowledge.
tlg0059.tlg030	Plato	-393	The Republic	Republic	dialogue	prose	literary work	0	Plato's The Republic is a philosophical dialogue discussing contemporary ideas about justice and the ideal state.
tlg0059.tlg008	Plato	-393	Statesman	Statesman	dialogue		written work, Platonic dialogue	0	Plato's Statesman is a philosophical dialogue discussing contemporary ideas about governance.
tlg0059.tlg015	Plato	-393	Hipparchus	Hipparchus	dialogue		written work, Platonic dialogue	0	Plato's Hipparchus is a philosophical dialogue discussing contemporary ideas about wealth and virtue.
tlg0059.tlg012	Plato	-393	Phaedrus	Phaedrus	Socratic dialogue		written work	0	Plato's Phaedrus is a philosophical dialogue discussing contemporary ideas about rhetoric, love, and the soul.
tlg0059.tlg024	Plato	-393	Meno	Meno	dialogue		written work, Platonic dialogue	0	Plato's Meno is a philosophical dialogue discussing contemporary ideas about virtue and knowledge.
tlg0059.tlg023	Plato	-393	Gorgias	Gorgias	dialogue		written work	0	Plato's Gorgias is a philosophical dialogue discussing contemporary ideas about rhetoric, justice, and power.
tlg0059.tlg022	Plato	-393	Protagoras	Protagoras	Socratic dialogue		written work, Platonic dialogue	0	Plato's Protagoras is a philosophical dialogue discussing contemporary ideas about the nature of virtue and sophistry.
tlg0059.tlg025	Plato	-393	Hippias Major	Hippias Major	dialogue		written work, Platonic dialogue	0	Plato's Hippias Major is a philosophical dialogue discussing contemporary ideas about beauty.
tlg0059.tlg032	Plato	-393	Critias	Critias	dialogue		written work, Platonic dialogue	0	Plato's Critias describes the legendary city of Atlantis, but the dialogue itself is a philosophical discussion of an ideal state, making it contemporary in its intellectual context.
tlg0059.tlg003	Plato	-393	Crito	Crito	Socratic dialogue		literary work	0	Plato's Crito is a philosophical dialogue discussing contemporary ideas about justice and civic duty, set during Socrates' imprisonment.
tlg0059.tlg004	Plato	-393	Phaedo	Phaedo	dialogue, Socratic dialogue		Platonic dialogue, written work	0	Plato's Phaedo is a philosophical dialogue discussing contemporary ideas about the immortality of the soul, set during Socrates' final hours.
tlg0059.tlg005	Plato	-393	Cratylus	Cratylus	dialogue		Platonic dialogue, written work	0	Plato's Cratylus is a philosophical dialogue discussing contemporary ideas about language and the origin of names.
tlg0059.tlg002	Plato	-393	Apology	Apology	apologia, Socratic dialogue		Platonic dialogue, written work, apologia	0	Plato's Apology recounts Socrates' defense speech, addressing contemporary legal and philosophical issues.
tlg0059.tlg034	Plato	-393	Laws	Laws	dialogue		written work, Platonic dialogue	0	Plato's Laws is a philosophical dialogue discussing contemporary ideas about law and governance.
tlg0059.tlg033	Plato	-393	Minos	Minos	dialogue		written work	0	Plato's Minos is a philosophical dialogue discussing contemporary ideas about law and justice.
tlg0059.tlg011	Plato	-393	Symposium	Symposium	Socratic dialogue		written work, Platonic dialogue	0	Plato's Symposium is a philosophical dialogue discussing contemporary ideas about love and desire.
tlg0059.tlg016	Plato	-393	Rival Lovers	Lovers	dialogue		literary work	0	Plato's Rival Lovers is a philosophical dialogue discussing contemporary ideas about philosophy and sophistry.
tlg0059.tlg020	Plato	-393	Lysis	Lysis	dialogue		written work	0	Plato's Lysis is a philosophical dialogue discussing contemporary ideas about friendship.
tlg0059.tlg027	Plato	-393	Ion	Ion	dialogue		written work, Platonic dialogue	0	Plato's Ion is a philosophical dialogue discussing contemporary ideas about poetic inspiration and rhapsody.
tlg0059.tlg018	Plato	-393	Charmides	Charmides	Socratic dialogue		Platonic dialogue, written work	0	Plato's Charmides is a philosophical dialogue discussing contemporary ideas about temperance.
tlg0059.tlg026	Plato	-393	Hippias Minor	Hippias Minor	Socratic dialogue		Platonic dialogue, literary work	0	Plato's Hippias Minor is a philosophical dialogue discussing contemporary ideas about truthfulness and falsehood.
tlg0059.tlg019	Plato	-393	Laches	Laches	dialogue		written work, Platonic dialogue	0	Plato's Laches is a philosophical dialogue discussing contemporary ideas about courage.
tlg0059.tlg021	Plato	-393	Euthydemus	Euthydemus	dialogue		written work, Platonic dialogue	0	Plato's Euthydemus is a philosophical dialogue discussing contemporary ideas about sophistry and philosophy.
tlg0059.tlg017	Plato	-393	Theages	Theages	dialogue		written work	0	Plato's Theages is a philosophical dialogue discussing contemporary ideas about wisdom and divine inspiration.
tlg0059.tlg028	Plato	-393	Menexenus	Menexenus	dialogue		Platonic dialogue, written work	0	Plato's Menexenus is a Socratic dialogue discussing contemporary Athenian politics and rhetoric.
tlg0059.tlg010	Plato	-393	Philebus	Philebus	Socratic dialogue		Platonic dialogue, written work	0	Plato's Philebus is a philosophical dialogue exploring contemporary ethical concepts like pleasure and knowledge.
tlg0059.tlg029	Plato	-393	Clitophon	Cleitophon	Socratic dialogue		written work	0	Plato's Clitophon is a Socratic dialogue engaging with philosophical ideas contemporary to Plato's time.
tlg0059.tlg036	Plato	-393	Thirteenth Letter	Letters			written work	0	Plato's Thirteenth Letter is a philosophical letter, likely addressing contemporary political or personal matters.
tlg0059.tlg013	Plato	-393	First Alcibiades	Alcibiades 1	Socratic dialogue		Platonic dialogue, written work	0	Plato's First Alcibiades is a Socratic dialogue focusing on political education and self-knowledge, relevant to contemporary Athenian society.
tlg0059.tlg014	Plato	-393	First Alcibiades	Alcibiades 2	Socratic dialogue		Platonic dialogue, written work	0	Plato's First Alcibiades is a Socratic dialogue focusing on political education and self-knowledge, relevant to contemporary Athenian society.
tlg0059.tlg035	Plato	-393	Minos	Epinomis	dialogue		written work	0	Plato's Minos is a dialogue discussing the nature of law and justice, which are contemporary philosophical concerns.
tlg0061.tlg004	Pseudo-Lucian	150	Halcyon	The Halcyon	dialogue		literary work	1	Pseudo-Lucian's Halcyon is a dialogue that features mythological figures and themes, specifically the myth of Ceyx and Alcyone.
tlg0061.tlg001	Pseudo-Lucian	150	Lucius or The Ass	Loukios, Or, the Ass	Ancient Greek novel		literary work	0	Pseudo-Lucian's Lucius or The Ass is an ancient Greek novel, a form that typically depicts contemporary or near-contemporary life and adventures, even if fictionalized.
tlg0061.tlg003	Lucian of Samosota	150	De domo	Demosthenes an Encomium			literary work	0	Lucian's De domo is a rhetorical piece likely dealing with contemporary issues or events related to a house or property.
tlg0061.tlg006	Pseudo-Lucian	150	The Loves (Pseudo-Lucian)	The Cynic			version, edition or translation	0	Pseudo-Lucian's The Loves is a dialogue discussing contemporary views on love and relationships.
tlg0062.tlg054	Lucian of Samosata	155	The Dipsads	The Dipsads			literary work	0	Lucian's The Dipsads is a satirical work, likely commenting on contemporary social or philosophical issues.
tlg0062.tlg053	Lucian of Samosata	155	How to write history	How to write history			literary work	0	Lucian's How to write history is a critical treatise on the practice of history writing, a contemporary intellectual concern.
tlg0062.tlg065	Lucian of Samosata	155	The Ship or The Wishes	The ship or the wishes			literary work	0	Lucian's The Ship or The Wishes is a satirical dialogue that likely comments on contemporary human desires and societal values.
tlg0062.tlg031	Lucian of Samosata	155	Lover of Lies	The Lover of Lies, or the Doubter Tychiades			literary work	0	Lucian's Lover of Lies is a satirical work exposing contemporary credulity and belief in the supernatural, rather than retelling ancient myths.
tlg0062.tlg038	Lucian of Samosata	155	Alexander the False Prophet	Alexander the False Prophet	biography, polemical lampoon		literary work		
tlg0062.tlg007	Lucian	155	Nigrinus	Nigrinus			literary work	0	Lucian's Nigrinus is a dialogue that satirizes contemporary Roman society and praises Greek philosophy.
tlg0062.tlg063	Lucian	155	Hermotimus	Hermotimus, or the Rival Philosophies			literary work	0	Lucian's Hermotimus is a philosophical dialogue critiquing contemporary philosophical schools and the pursuit of wisdom.
tlg0062.tlg064	Lucian of Samosata	155	Prometheus	"To one who said ""You're a Prometheus in words."""	dialogue		literary work	1	Lucian's Prometheus is a dialogue that directly engages with the mythological figure of Prometheus.
tlg0062.tlg052	Lucian of Samosata	155	Disowned	Disowned			literary work	0	Lucian's Disowned is a rhetorical exercise or satire, likely dealing with contemporary legal or social scenarios.
tlg0062.tlg001	Lucian of Samosata	155	Phalaris	Phalaris	dialogue		group of literary works	1	Lucian's Phalaris refers to the ancient tyrant Phalaris, placing the work in a historical context far removed from Lucian's own time, often with mythological or legendary elements.
tlg0062.tlg039	Lucian of Samosata	155	Essays in Portraiture	Essays in Portraiture			literary work	0	Lucian's Essays in Portraiture are likely rhetorical or critical pieces, possibly commenting on contemporary art or individuals.
tlg0062.tlg012	Lucian of Samosata	155	A True Story	A True Story	fantasy, satire, science fiction	novel	literary work	0	Lucian's A True Story is a satirical fantasy novel, but its primary aim is to satirize contemporary travelogues and historical accounts, not to retell ancient myths.
tlg0062.tlg024	Lucian of Samosata	155	Philosophies for Sale	Philosophies for Sale			literary work	0	Lucian's Philosophies for Sale is a satirical work that critiques contemporary philosophical schools and their practitioners.
tlg0062.tlg025	Lucian of Samosata	155	Fisher	The Dead Come to Life, or the Fisherman			literary work	0	Lucian's Fisher is a satirical dialogue, likely commenting on contemporary philosophical or social issues.
tlg0062.tlg013	Lucian	155	Slander	Slander, a Warning			literary work	0	This work is a rhetorical exercise or essay, likely addressing contemporary social or ethical issues.
tlg0062.tlg040	Lucian of Samosata	155	Essays in Portraiture	Essays in Portraiture Defended			literary work	0	This work is likely a collection of essays on contemporary figures or ideas, not ancient myths.
tlg0062.tlg047	Lucian of Samosata	155	The Eunuch	The Eunuch	satire		literary work	0	As a satire, 'The Eunuch' would typically target contemporary social customs or types.
tlg0062.tlg049	Lucian of Samosata	155	The Mistaken Critic	The Mistaken Critic, or a Discourse on the Word			literary work	0	This work likely critiques contemporary literary or intellectual figures, not mythological narratives.
tlg0062.tlg003	Lucian of Samosata	155	Dionysus	Dionysus: an Introduction			literary work	1	The title 'Dionysus' strongly suggests a focus on the mythological god Dionysus.
tlg0062.tlg050	Lucian of Samosata	155	Parliament of the Gods	The Parliament of the Gods	dialogue		literary work	1	A 'Parliament of the Gods' clearly deals with mythological figures and their interactions.
tlg0062.tlg057	Lucian of Samosata	155	Zeuxis or Antiochus	Zeuxis or Antiochus			literary work	0	This work likely discusses historical or contemporary figures named Zeuxis or Antiochus, not mythological events.
tlg0062.tlg068	Lucian	155	Dialogues of the Gods	Dialogues of the Gods	satire		literary work	1	Dialogues of the Gods explicitly features mythological deities as its subject.
tlg0062.tlg061	Lucian of Samosata	155	A Conversation with Hesiod	A conversation with Hesiod			literary work	0	This work is a fictional conversation with a historical poet, not a retelling of myth.
tlg0062.tlg066	Lucian of Samosata	155	Dialogues of the Dead	Dialogues of the Dead	dialogue		literary work	1	Dialogues of the Dead features conversations with figures from the mythological underworld and past heroes.
tlg0062.tlg059	Lucian of Samosata	155	Harmonides	Harmonides			version, edition or translation	0	Harmonides is likely a discussion or narrative about a historical or contemporary figure, not a mythological one.
tlg0062.tlg033	Lucian of Samosata	155	On Salaried Posts in Great Houses	On Salaried Posts in Great Houses			literary work	0	This work directly addresses a contemporary social issue concerning employment and patronage.
tlg0062.tlg067	Lucian	155	Dialogues of the Sea-Gods	Dialogues of the Sea-gods:			literary work	1	Dialogues of the Sea-Gods explicitly features mythological sea deities as its subject.
tlg0062.tlg058	Lucian of Samosata	155	A Slip of the Tongue in Greeting	A Slip of the Tongue in Greeting			literary work	0	This work appears to be a rhetorical or philosophical essay on a linguistic or social observation, not myth.
tlg0062.tlg069	Lucian of Samosata	155	Dialogues of the Courtesans	Dialogues of the Courtesans	dialogue		literary work	0	Dialogues of the Courtesans depicts contemporary social interactions and characters.
tlg0062.tlg042	Lucian of Samosata	155	Passing of Peregrinus	The Passing of Peregrinus			literary work	0	This work is a biographical account or satire of a contemporary philosopher, Peregrinus Proteus.
tlg0062.tlg029	Lucian of Samosata	155	The Dream	The Dream or Lucian’s Career			treatise, literary work	0	Lucian's 'The Dream' is often an allegorical or satirical piece reflecting on contemporary life or his own career.
tlg0062.tlg020	Lucian of Samosata	155	Prometheus	Prometheus	dialogue		literary work	1	The title 'Prometheus' indicates a focus on the mythological figure Prometheus.
tlg0062.tlg027	Lucian of Samosata	155	On Sacrifices	On Sacrifices			literary work	0	This work likely discusses contemporary religious practices or philosophical views on sacrifices.
tlg0062.tlg043	Lucian	155	The runaways	The Runaways			literary work	0	The Runaways is a satirical work that often critiques contemporary philosophical schools or social trends.
tlg0062.tlg026	Lucian	155	The Double Indictment or Trials by Jury	The Double Indictment		novel	literary work	0	This work is a satirical or rhetorical piece on legal or philosophical debates, not mythological narratives.
tlg0062.tlg019	Lucian of Samosata	155	The Dream	The Dream, or the Cock			treatise, literary work	0	Lucian's 'The Dream' is often an allegorical or satirical piece reflecting on contemporary life or his own career.
tlg0062.tlg021	Lucian of Samosata	155	Icaromenippus	Icaromenippus, or the Sky-man	dialogue		literary work	1	Icaromenippus features a journey to the moon and interactions with gods, placing it in the realm of mythological or fantastical satire.
tlg0062.tlg023	Lucian of Samosata	155	Charon or the Inspectors	Charon, or the Inspectors		short story	literary work	1	Charon is a mythological figure, and the work likely involves his observations of the living world from a mythological perspective.
tlg0062.tlg022	Lucian of Samosata	155	Timon or The Misanthrope	Timon, or the Misanthrope	dialogue		literary work	1	Timon or The Misanthrope features the legendary misanthrope Timon, often interacting with gods or allegorical figures.
tlg0062.tlg035	Lucian of Samosata	155	Menippus or The Descent Into Hades	Menippus, or the Descent Into Hades			literary work	1	The work's title, 'Menippus or The Descent Into Hades,' clearly indicates a mythological setting and subject matter.
tlg0062.tlg034	Lucian of Samosata	155	Anacharsis or Athletics	Anacharsis, or Athletics	dialogue		literary work	0	The work 'Anacharsis or Athletics' discusses contemporary practices and philosophical ideas about athletics, not mythological events.
tlg0062.tlg005	Lucian of Samosata	155	Amber or The Swans	Amber, or the Swan			literary work	0	The title 'Amber or The Swans' does not suggest a mythological subject, and Lucian's works often satirize contemporary life.
tlg0062.tlg002	Lucian of Samosata	155	Hippias or the Bath	Hippias, or the Bath			literary work	0	The work 'Hippias or the Bath' likely discusses contemporary social customs or philosophical ideas related to bathing, not mythological events.
tlg0062.tlg044	Lucian of Samosata	155	Toxaris or Friendship	Toxaris, or Friendship	dialogue		literary work	0	The work 'Toxaris or Friendship' is a dialogue discussing the nature of friendship, a contemporary philosophical and social topic.
tlg0062.tlg032	Lucian of Samosata	155	Judgment of the Goddesses	The Judgement of the Goddesses			literary work	1	The 'Judgment of the Goddesses' directly refers to the mythological event of the Judgment of Paris, involving goddesses.
tlg0062.tlg028	Lucian of Samosata	155	The Ignorant Book-Collector	The Ignorant Book Collector			literary work	0	The work 'The Ignorant Book-Collector' satirizes a contemporary social type, not mythological figures or events.
tlg0062.tlg056	Lucian of Samosata	155	Herodotus or Aetion	Herodotus or Aëtion			literary work	0	The work 'Herodotus or Aetion' likely discusses historical figures or artistic practices, not mythological narratives.
tlg0062.tlg062	Lucian of Samosata	155	The Scythian or the Consul	The Scythian or Consul			literary work	0	The work 'The Scythian or the Consul' likely discusses contemporary or recent historical figures and cultural interactions.
tlg0062.tlg055	Lucian of Samosata	155	A Conversation with Hesiod	A Conversation with Cronus			literary work	1	The work 'A Conversation with Hesiod' involves a dialogue with a figure from the mythological past, discussing ancient traditions.
tlg0062.tlg004	Lucian of Samosata	155	Hercules	Heracles: an Introduction			literary work	1	The work 'Hercules' directly refers to the mythological hero Heracles and his exploits.
tlg0062.tlg051	Lucian of Samosata	155	Tyrannicide	The Tyrannicide			treatise, literary work	0	The work 'Tyrannicide' is a rhetorical exercise or philosophical discussion about the act of killing a tyrant, a contemporary political topic.
tlg0062.tlg006	Lucian of Samosata	155	Alexander the False Prophet	The Fly	biography, polemical lampoon		literary work	0	The work 'Alexander the False Prophet' is a polemical biography of a contemporary charlatan, not a mythological figure.
tlg0062.tlg045	Lucian of Samosata	155	On dance	The Dance			literary work	0	The work 'On dance' discusses the art and practice of dance, a contemporary cultural topic.
tlg0062.tlg008	Lucian of Samosata	155	Demonax	Demonax			literary work	0	The work 'Demonax' is a biography of a contemporary philosopher, not a mythological figure.
tlg0062.tlg048	Lucian of Samosata	155	About Astrology (Pseudo-Lucian)	Astrology			literary work	0	The work 'About Astrology' discusses the practice of astrology, a contemporary belief system, even if pseudo-Lucian.
tlg0062.tlg009	Lucian of Samosata	155	Alexander the False Prophet	The Hall	biography, polemical lampoon		literary work	0	The work 'Alexander the False Prophet' is a polemical biography of a contemporary charlatan, not a mythological figure.
tlg0062.tlg036	Lucian of Samosata	155	Nero	On Funerals			literary work	0	The work 'Nero' discusses the historical Roman emperor Nero, a figure from recent history, not mythology.
tlg0062.tlg030	Lucian of Samosata	155	The Parasite: Parasitic an Art	The Parasite Tychiades	dialogue		literary work	0	The work 'The Parasite: Parasitic an Art' is a satirical dialogue about a contemporary social phenomenon.
tlg0062.tlg041	Lucian of Samosata	155	On the Syrian Goddess	The Goddesse of Surrye			literary work	0	The work 'On the Syrian Goddess' describes contemporary religious practices and beliefs related to a specific goddess, not a mythological narrative.
tlg0062.tlg011	Lucian of Samosata	155	Nero	Octogenerians			literary work	0	The work 'Nero' discusses the historical Roman emperor Nero, a figure from recent history, not mythology.
tlg0062.tlg017	Lucian of Samosata	155	Zeus Confuted	Zeus Catechized			literary work	1	The work 'Zeus Confuted' directly involves the mythological god Zeus and a debate about his power.
tlg0062.tlg010	Lucian of Samosata	155	Slander	My Native Land			literary work	0	The work 'Slander' is a rhetorical or philosophical discussion about the nature and effects of slander, a contemporary social issue.
tlg0062.tlg016	Lucian of Samosata	155	The Dream	The Downward Journey, or the Tyrant			treatise, literary work	0	The work 'The Dream' is a philosophical or rhetorical piece about dreams, a contemporary topic of human experience.
tlg0062.tlg018	Lucian of Samosata	155	Zeuxis or Antiochus	Zeus Rants			literary work	0	The work 'Zeuxis or Antiochus' likely discusses historical figures or artistic practices, not mythological narratives.
tlg0062.tlg046	Lucian of Samosata	155	Alexander the False Prophet	Lexiphanes	biography, polemical lampoon		literary work	0	This work is a polemical lampoon of a contemporary figure, Alexander of Abonoteichus, making it contemporary.
tlg0062.tlg015	Lucian	155	A Slip of the Tongue in Greeting	A Feast of Lapithae			literary work	0	Lucian's 'A Slip of the Tongue in Greeting' is a short, satirical piece likely dealing with contemporary social observations.
tlg0062.tlg070	Lucian	155	The Parasite: Parasitic an Art	The Purist Purized	dialogue		literary work	0	Lucian's 'The Parasite' is a satirical dialogue discussing a social type, reflecting contemporary societal norms and behaviors.
tlg0062.tlg014	Lucian	155	Dialogues of the Courtesans	Trial in the Court of Vowels	dialogue		literary work	0	Lucian's 'Dialogues of the Courtesans' depicts scenes from contemporary life and social interactions.
tlg0062.tlg037	Lucian of Samosata	155	Lover of Lies	A Professor of Public Speaking			literary work	0	Lucian's 'Lover of Lies' satirizes contemporary credulity and belief in the supernatural, rather than retelling ancient myths.
tlg0085.tlg007	Aeschylus	-489	Eumenides	Eumenides	Greek tragedy	play	dramatic work	1	Aeschylus' 'Eumenides' is a Greek tragedy, a genre that typically draws its subject matter from mythological cycles.
tlg0085.tlg001	Aeschylus	-489	The Suppliant Maidens	Suppliant Maidens			version, edition or translation	1	Aeschylus' 'The Suppliant Maidens' is a Greek tragedy, a genre that typically draws its subject matter from mythological cycles.
tlg0085.tlg006	Aeschylus	-489	The Libation Bearers	Libation Bearers	Greek tragedy	play	dramatic work	1	Aeschylus' 'The Libation Bearers' is a Greek tragedy, a genre that typically draws its subject matter from mythological cycles.
tlg0085.tlg003	Aeschylus	-489	Prometheus Bound	Prometheus Bound	Greek tragedy	play	dramatic work	1	Aeschylus' 'Prometheus Bound' is a Greek tragedy, a genre that typically draws its subject matter from mythological cycles.
tlg0085.tlg004	Aeschylus	-489	Seven against Thebes	Seven Against Thebes	Greek tragedy	play	dramatic work	1	Aeschylus' 'Seven against Thebes' is a Greek tragedy, a genre that typically draws its subject matter from mythological cycles.
tlg0085.tlg005	Aeschylus	-489	Agamemnon	Agamemnon	Greek tragedy	play	dramatic work	1	Aeschylus' 'Agamemnon' is a Greek tragedy, a genre that typically draws its subject matter from mythological cycles.
tlg0085.tlg002	Aeschylus	-489	The Persians	Persians	Greek tragedy	play	dramatic work	0	Aeschylus' 'The Persians' is a Greek tragedy that dramatizes a contemporary historical event, the Battle of Salamis, rather than ancient myth.
tlg0086.tlg009	Aristotle	-348	Eudemian Ethics	Eudemian Ethics	treatise		written work	0	Aristotle's 'Eudemian Ethics' is a philosophical treatise discussing ethical concepts relevant to his contemporary society.
tlg0086.tlg038	Aristotle	-348	Rhetoric	"The ""Art"" of Rhetoric"	treatise		written work	0	Aristotle's 'Rhetoric' is a philosophical treatise on the art of persuasion, applicable to contemporary discourse.
tlg0086.tlg025	Aristotle	-348	Metaphysics	Metaphysics	treatise		written work	0	Aristotle's 'Metaphysics' is a philosophical treatise exploring fundamental questions of existence, not mythological narratives.
tlg0086.tlg035	Aristotle	-348	Politics	Politics	treatise		literary work	0	Aristotle's 'Politics' is a philosophical treatise analyzing political systems and governance, relevant to his contemporary world.
tlg0086.tlg034	Aristotle	-348	Poetics	Poetics	treatise		written work	0	Aristotle's 'Poetics' is a philosophical treatise on literary theory and criticism, not a mythological narrative itself.
tlg0086.tlg010	Aristotle	-348	Nicomachean Ethics	Nicomachean Ethics	treatise		literary work, text	0	Aristotle's 'Nicomachean Ethics' is a philosophical treatise discussing ethical concepts relevant to his contemporary society.
tlg0086.tlg029	Aristotle	-348	Economics	Economics			literary work	0	Aristotle's 'Economics' is a philosophical treatise on household management and economic principles, relevant to his contemporary world.
tlg0199.tlg002	Bacchylides	-480	Dithyrambs	Dithyrambs	dithyramb	poetry collection	literary work	1	Bacchylides' 'Dithyrambs' are choral hymns often celebrating mythological narratives and deities.
tlg0199.tlg001	Bacchylides	-480	Epinician Odes	Epinicians	epinikion	poetry collection	literary work	1	Bacchylides' 'Epinician Odes' often praise athletic victors by connecting them to mythological heroes and divine lineage.
tlg0525.tlg001	Pausanias	150	Description of Greece	Description of Greece	travel book		literary work	0	Pausanias' 'Description of Greece' is a travelogue describing contemporary Greece, even if it references ancient sites and myths, its primary focus is on the author's present observations.
tlg0535.tlg001	Demades	-345	Speech on Twelve Years	On the Twelve Years			written work, oration	0	Demades' 'Speech on Twelve Years' is a political oration addressing contemporary political events and policies.
tlg0540.tlg009	Lysias	-409	For the Soldier	For The Soldier			oration, literary work	0	Lysias' 'For the Soldier' is a forensic oration dealing with a contemporary legal case.
tlg0540.tlg031	Lysias	-409	Against Philon	Against Philon			oration, literary work	0	Lysias' 'Against Philon' is a forensic oration dealing with a contemporary legal case.
tlg0540.tlg007	Lysias	-409	Defense in the Matter of the Olive Stump	Before the Areopagus: Defense in the Matter of the Olive Stump			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal dispute in Athens.
tlg0540.tlg001	Lysias	-409	On the Murder of Eratosthenes	On the Murder of Eratosthenes			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
tlg0540.tlg006	Lysias	-409	Against Andocides	Against Andocides			literary work, oration	0	This is a forensic oration by Lysias, dealing with a contemporary legal case in Athens.
