rule_uid	file_id	criteria	rule	group	resource	directionality	verbatim	contemporary	factuality	reasoning	confidence	author	work_title	impact_year	group_specificity	is_historical	secondary_reasoning	resource_materiality	materiality_reasoning
tlg0026.tlg001.perseus-eng2#21	tlg0026.tlg001.perseus-eng2	Occupation	Capital punishment for bribery	Athenians	Protection from capital punishment	LESS	[§87] it would have been absolutely necessary for the one man to testify that he gave a bribe, the other, that he took a bribe, though the law threatens each of them with death precisely as in this case	1	1	The text references a law where both the giver and receiver of bribes in a political or judicial context are subject to the death penalty.	9.0	Aeschines	Against Timarchus	-354	5	0	Athenians are a canonical societal group; the rule describes a contemporary legal punishment for bribery.	5	Protection from capital punishment is a fundamental bodily entitlement.
tlg0026.tlg001.perseus-eng2#22	tlg0026.tlg001.perseus-eng2	Age	Guardian management of estate	Old people	Right to manage own estate	LESS	[§102] So long as Arizelus lived, he managed the whole estate, because of the ill-health of Arignotus and the trouble with his eyes, and because Eupolemus was dead. By agreement with Arignotus he regularly gave him a sum of money for his support.	0	1	The text describes a situation where an elderly/infirm brother surrendered management of his inheritance to a sibling in exchange for support, indicating a loss of direct control over resources due to age/health.	8.0	Aeschines	Against Timarchus	-354	5	0	Old people are a canonical societal group; the rule describes a contemporary arrangement for estate management due to age/health.	5	Right to manage one's own estate is a tangible property entitlement.
tlg0026.tlg001.perseus-eng2#23	tlg0026.tlg001.perseus-eng2	Wealth / Properties	Liturgy obligation for the wealthy	Wealthy citizens	Exemption from compulsory public financing	LESS	[§101] For the father, afraid of the special services to which he would be liable, sold the property that he owned (with the exception of the items I have mentioned)	0	1	The text mentions 'special services' (liturgies) that property owners are liable for, leading a character to sell land to avoid the financial burden.	9.0	Aeschines	Against Timarchus	-354	4	0	The group 'wealthy citizens' is broad and societal; the rule describes a contemporary obligation for public financing.	4	Exemption from compulsory public financing is a concrete legal right with direct material effect.
tlg0026.tlg001.perseus-eng2#24	tlg0026.tlg001.perseus-eng2	Freedom	Slave daily fee payment	Slaves	Right to retain one's own earnings	LESS	[§97] there were nine or ten slaves who were skilled shoemakers, each of whom paid him a fee of two obols a day, and the superintendent of the shop three obols.	0	1	Slaves working in trades were required to pay a daily portion of their earnings (apophora) to their master, rather than retaining the full value of their labor.	10.0	Aeschines	Against Timarchus	-354	5	0	Slaves are a canonical societal group; the rule describes a contemporary practice of slaves paying fees to masters.	5	Right to retain one's own earnings is a tangible property entitlement.
tlg0026.tlg001.perseus-eng2#25	tlg0026.tlg001.perseus-eng2	Gender	Heiress resource consumption by husband	Women	Right to retain dowry/inheritance	LESS	[§95] Hegesandrus, who kept Timarchus, had married an heiress. So long as her inheritance held out... they lived in all luxury and lewdness. But when these resources had been wasted and gambled away and eaten up...	1	1	The passage shows that a husband (Hegesandrus) had the power to spend and waste the inheritance of his wife (an epikleros/heiress), leaving her without those resources.	8.0	Aeschines	Against Timarchus	-354	5	0	Women are a canonical societal group; the rule describes a contemporary practice regarding a husband's control over a wife's inheritance.	5	Right to retain dowry/inheritance is a tangible property entitlement.
tlg0026.tlg001.perseus-eng2#26	tlg0026.tlg001.perseus-eng2	Health	Pauper pension for the disabled	disabled paupers	Right to public alms	MORE	[§103] He gave nothing to Arignotus for his support, but was content to see him, fallen from such wealth, now receiving the alms that the city gives to disabled paupers. [§104] when the old man’ s name had been omitted at a revision of the list of pauper-pensioners, and he had laid a petition before the senate to have his dole restored, ... let him lose his monthly pension.	1	1	The text describes a formal city system ('the list of pauper-pensioners') where individuals identified as disabled and impoverished receive a 'monthly pension' or 'dole' from the state.	10.0	Aeschines	Against Timarchus	-354	4	0	The group 'disabled paupers' is broad and societal; the rule describes a contemporary system of public alms.	5	Right to public alms provides access to the means of subsistence.
tlg0026.tlg001.perseus-eng2#27	tlg0026.tlg001.perseus-eng2	Freedom	Death penalty for confessed thieves	Slaves	Protection from capital punishment	LESS	[§113] Whereas the laws command that thieves who admit their guilt shall be punished with death; it is those who deny their guilt that are to be put on trial.	1	1	The author cites a specific legal command regarding the punishment of admitted theft, though the context involves a citizen, the rule itself is a general legal statute of the time.	9.0	Aeschines	Against Timarchus	-354	5	0	Slaves are a canonical societal group; the rule describes a contemporary legal punishment for confessed thieves.	5	Protection from capital punishment is a fundamental bodily entitlement.
tlg0026.tlg001.perseus-eng2#28	tlg0026.tlg001.perseus-eng2	Occupation	Public official accountability (Auditing)	office holders	Exemption from financial auditing	LESS	[§107] He held the office of auditor, and did the state serious injury by taking bribes from office holders who had been dishonest, though his specialty was the blackmailing of innocent men who were to appear before the auditing board.	1	1	The existence of an 'auditing board' and the office of 'auditor' demonstrates a rule that all public office holders must submit to financial scrutiny and oversight.	10.0	Aeschines	Against Timarchus	-354	3	0	The group is a specific role; the author describes a contemporary legal process.	4	Exemption from financial auditing is a concrete legal right with direct material effect on wealth.
tlg0026.tlg001.perseus-eng2#29	tlg0026.tlg001.perseus-eng2	Citizenship	Senator testimonial eligibility	Citizens	Right to receive public honors	MORE	[§111] If the senate sustains the charge against this man and expels him, ... give the senate the usual testimonial; but if they fail to punish him, refuse to give it. [§112] for their failure to hand him over to the courts, or even to expel him from the senate chamber, they failed to receive the usual testimonial.	1	1	The passage describes a convention where the Senate (composed of citizens) receives a 'testimonial' or 'crown' from the people as a resource for proper conduct, which can be withheld for failure to enforce laws.	9.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author describes a contemporary political practice.	2	Public honors are primarily symbolic, with weak or indirect material payoff.
tlg0026.tlg001.perseus-eng2#30	tlg0026.tlg001.perseus-eng2	Religion	State taxation of prostitution	priests	Exemption from professional licensing tax	LESS	[§119] every single year the senate farms out the tax on prostitutes, and that the men who buy this tax do not guess, but know precisely, who they are that follow this profession.	1	1	The text identifies a specific tax levied by the state ('tax on prostitutes') which is farmed out annually, indicating that those in this occupation must pay for the right to practice.	10.0	Aeschines	Against Timarchus	-354	3	0	The group is a specific profession; the author describes a contemporary tax system.	4	Exemption from a professional licensing tax has a direct material effect on income.
tlg0026.tlg001.perseus-eng2#31	tlg0026.tlg001.perseus-eng2	Citizenship	Citizen assembly speaking rights	adult male citizens	Right to address the assembly	MORE	[§119] When, therefore, I have dared to bring impeachment against Timarchus for having prostituted himself, in order that I may deprive him of the right to address the people in assembly...	1	1	The text explains that the purpose of the trial is to legally strip a citizen of the 'right to address the people,' implying this is a standard resource held by the group unless legally disqualified.	10.0	Aeschines	Against Timarchus	-354	4	0	The group is broad but compound; the author describes a contemporary civic right.	3	Right to address the assembly is access to a social role with tangible political outcomes.
tlg0026.tlg001.perseus-eng2#32	tlg0026.tlg001.perseus-eng2	Freedom	Slave gymnastic exclusion	Slaves	Access to the gymnasium and physical training	LESS	[§138] A slave, says the law, shall not take exercise or anoint himself in the wrestling-schools. It did not go on to add, But the free man shall anoint himself and take exercise; for when, seeing the good that comes from gymnastics, the lawgivers forbade slaves to take part, they thought that in prohibiting them they were by the same words inviting the free.	1	1	Aeschines cites a specific law that explicitly prohibits slaves from using wrestling schools or engaging in gymnastic exercise, reserving these for free men.	10.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author cites a contemporary law.	3	Access to gymnasium is access to a social practice with tangible physical and social outcomes.
tlg0026.tlg001.perseus-eng2#33	tlg0026.tlg001.perseus-eng2	Freedom	Slave pederasty prohibition	Slaves	Right to pursue romantic relationships	LESS	[§139] again, the same lawgiver said, A slave shall not be the lover of a free boy nor follow after him, or else he shall receive fifty blows of the public lash. But the free man was not forbidden to love a boy, and associate with him, and follow after him, nor did the lawgiver think that harm came to the boy thereby, but rather that such a thing was a testimony to his chastity.	1	1	The law explicitly forbids slaves from being the 'lover' of a free boy, attaching a specific corporal punishment to the act, whereas free men are permitted to pursue such relationships.	10.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author cites a contemporary law.	4	Right to pursue romantic relationships is a concrete legal right, with direct material effect on freedom.
tlg0026.tlg001.perseus-eng2#34	tlg0026.tlg001.perseus-eng2	Occupation	Prostitution civic disqualification	Men who prostituted themselves	Retention of civic rights	LESS	[§134] if by their surpassing beauty and youthful charm they infatuate one person or another, and become the subject of strife because of the passion they inspire, these sons, as it seems, you propose to deprive of civic rights—because Aeschines tells you to do it. | [§137] And whereas it is an honor to be the object of a pure love, I declare that he who has played the prostitute by inducement of wages is disgraced.	1	1	The text discusses the legal consequence of male prostitution (hiring oneself for money) as being the deprivation of civic rights (atimia).	9.0	Aeschines	Against Timarchus	-354	2	0	The group is defined by a specific behavior; the author describes contemporary legal consequences.	4	Retention of civic rights is a concrete legal right with direct material effect on social standing.
tlg0026.tlg001.perseus-eng2#35	tlg0026.tlg001.perseus-eng2	Occupation	Prostitute exclusion from public speaking	Prostitutes	Privilege of addressing the people	LESS	[§154] Hegesandrus’ habits? The habits that exclude a man by law from the privilege of addressing the people. What is it that I say against Timarchus, and what is the charge that I have brought? That Timarchus addresses the people, a man who has made himself a prostitute and has consumed his patrimony.	1	1	The text explicitly states that there is a law excluding those who have prostituted themselves from the right to address the assembly, representing a legal disability based on this specific occupational/behavioral category.	10.0	Aeschines	Against Timarchus	-354	3	0	The group is a specific profession; the author describes a contemporary legal disqualification.	3	Privilege of addressing the people is access to a social role with tangible political outcomes.
tlg0026.tlg001.perseus-eng2#36	tlg0026.tlg001.perseus-eng2	Age	Orphan protection by the archon	Orphans	State legal protection	MORE	[§158] For Diophantes accused the foreigner of having cheated him out of four drachmas in connection with this practice, and he cited the laws that command the archon to protect orphans.	1	1	Aeschines references specific laws that mandate the archon (a high-ranking magistrate) to provide legal protection to the group defined as orphans.	10.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author references contemporary laws.	4	State legal protection is a concrete legal right with direct material effect on safety and property.
tlg0026.tlg001.perseus-eng2#37	tlg0026.tlg001.perseus-eng2	Occupation	Prostitute exclusion from public activity	Prostitutes	Participation in public affairs	LESS	[§160] ...for he did not inquire whether it was by contract that a person had defiled himself, but in comprehensive terms, no matter how the deed is done, he commands that the man who did it shall take no part in public affairs.	1	1	The author cites the lawgiver's mandate that anyone who has engaged in prostitution is legally barred from participating in public life and the privileges of citizenship.	10.0	Aeschines	Against Timarchus	-354	3	0	The group is a specific profession; the author describes a contemporary legal exclusion.	3	Participation in public affairs is access to a social role with tangible political outcomes.
tlg0026.tlg001.perseus-eng2#38	tlg0026.tlg001.perseus-eng2	Citizenship	Prohibition of hiring citizens for prostitution	Citizens	Protection from legal prostitution contracts	MORE	[§163] Thereupon will not the man be stoned who has hired an Athenian contrary to the laws, and will he not leave the court-room not only sentenced to pay his fine, but also convicted of wanton outrage?	1	1	Aeschines mentions that hiring an Athenian (a citizen) for prostitution is contrary to the laws, implying a protective rule for the citizen body against being the subject of such contracts.	9.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author describes a contemporary legal protection.	4	Protection from legal prostitution contracts is a concrete legal right with direct material effect on bodily autonomy.
tlg0026.tlg001.perseus-eng2#39	tlg0026.tlg001.perseus-eng2	Occupation	Prostitute exclusion from sacred spaces	Prostitutes	Right to wear a garland	LESS	[§164] For who will not say, And then do you thrust yourself into the market-place, do you put on a garland, do you attempt to do anything else that the rest of us do? His contract, you see, is of no use to him.	1	1	The passage implies that prostitutes are legally or socially barred from typical citizen honors and activities, such as appearing in the market-place or wearing ceremonial garlands.	8.0	Aeschines	Against Timarchus	-354	3	0	The group is a specific profession; the author describes a contemporary social and legal exclusion.	2	Right to wear a garland is primarily symbolic, with weak material payoff.
tlg0026.tlg001.perseus-eng2#40	tlg0026.tlg001.perseus-eng2	Education	Teacher accountability for pupil actions	Sophists	Protection from state execution	LESS	[§173] Did you put to death Socrates the sophist, fellow citizens, because he was shown to have been the teacher of Critias, one of the Thirty who put down the democracy...?	0	1	The author cites the historical legal precedent where a teacher (Socrates) was held liable/punished for the political actions of his student (Critias), indicating a lack of protection for educators based on their pupils' conduct.	9.0	Aeschines	Against Timarchus	-354	3	0	The group is a specific profession; the author cites a historical legal precedent from their society.	5	Protection from state execution is a bodily entitlement, strongly material.
tlg0026.tlg001.perseus-eng2#41	tlg0026.tlg001.perseus-eng2	Gender	Adulterous female exclusion from sacrifice	Women	Right to attend public sacrifices	LESS	[§183] For the woman who is taken in the act of adultery he does not allow to adorn herself, nor even to attend the public sacrifices, lest by mingling with innocent women she corrupt them.	1	1	The text cites Solon's law (which was active and referenced in Athenian court) explicitly barring women caught in adultery from communal religious participation.	10.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author cites a contemporary law attributed to Solon.	3	Right to attend public sacrifices is access to a social practice with tangible community outcomes.
tlg0026.tlg001.perseus-eng2#42	tlg0026.tlg001.perseus-eng2	Gender	Adulterous woman physical punishment	Women	Protection from battery	LESS	[§183] But if she does attend, or does adorn herself, he commands that any man who meets her shall tear off her garments, strip her of her ornaments, and beat her (only he may not kill or maim her); for the lawgiver seeks to disgrace such a woman and make her life not worth the living.	1	1	The law explicitly authorizes citizens to physically beat and strip a woman categorized by the behavior of adultery if she violates the ban on attending public events.	10.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author cites a contemporary law attributed to Solon.	5	Protection from battery is a bodily entitlement, strongly material.
tlg0026.tlg001.perseus-eng2#43	tlg0026.tlg001.perseus-eng2	Occupation	Procurer capital punishment	Peasants	Right to life	LESS	[§184] and he commands that procurers, men and women, be indicted, and if they are convicted, be punished with death, because to people who lust after sin but hesitate and are ashamed to meet one another, the procurers offer their own shamelessness for pay.	1	1	The occupational group of procurers (those facilitating prostitution) is legally subject to the death penalty.	9.0	Aeschines	Against Timarchus	-354	3	0	The group is a specific profession; the author describes a contemporary legal punishment.	5	Right to life is a fundamental bodily entitlement, strongly material.
tlg0026.tlg001.perseus-eng2#44	tlg0026.tlg001.perseus-eng2	Health	Impure body priesthood exclusion	Men	Eligibility for the priesthood	LESS	[§188] And it seems that a man who is not to be permitted to be a candidate for election by lot for the priesthood of any god, as being impure of body as that is defined by the laws, this same man is to write in our decrees prayers to the August Goddesses in behalf of the state.	1	1	The text references a legal definition of 'impurity of body' (referring here to those who have prostituted themselves) as a disqualifier for priestly office.	9.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author references contemporary legal definitions.	3	Eligibility for priesthood is access to a social role with tangible outcomes.
tlg0026.tlg001.perseus-eng2#45	tlg0026.tlg001.perseus-eng2	Age	Elderly council membership	Old people	Eligibility for High Office	MORE	[§180] a man came forward from the Council of Elders—a body of men whom they reverence and fear, whose age gives its name to that office which they consider the highest, and whom they appoint from among those who have been men of sobriety from boyhood to old age.	0	1	While describing Sparta, Aeschines identifies a specific political group defined by the criterion of age (Elders) who have exclusive access to the highest office.	9.0	Aeschines	Against Timarchus	-354	5	0	The group is a canonical societal group; the author describes a contemporary political institution in Sparta.	3	Eligibility for High Office is access to a social role with tangible political outcomes.
tlg0026.tlg001.perseus-eng2#46	tlg0026.tlg001.perseus-eng2	Citizenship	Metic and foreigner restricted association	Metics / Foreigners	Freedom from predatory association	LESS	[§195] And as for the hunters of such young men as are easily trapped, command them turn their attention to the foreigners and the resident aliens, that they may still indulge their predilection, but without injuring you.	1	0	The author suggests that predatory behaviors (social or sexual) which are restricted or discouraged against citizens should be redirected toward non-citizens, indicating they lack the social/legal protections afforded to citizens.	8.0	Aeschines	Against Timarchus	-354	4	0	The group is broad but compound; the author describes contemporary social and legal distinctions.	4	Freedom from predatory association is a concrete legal right with direct material effect on safety.
tlg0027.tlg004.perseus-eng2#0	tlg0027.tlg004.perseus-eng2	Citizenship	Citizen protection from arbitrary punishment	Citizens	Right to a fair trial	MORE	[§4] Now the legislator responsible for this deserves censure; for the law which he framed violates the oath of the People and Council. Under the terms of that oath you swear to exile no one, to imprison no one, to put no one to death, without trial.	1	1	The text explicitly mentions a standing oath taken by the People and Council which serves as a rule protecting citizens from being exiled, imprisoned, or executed without a trial.	10.0	Andocides		-500	5	0	The group is a canonical societal group; the author describes a contemporary legal principle.	4	Right to a fair trial is a concrete legal right with direct material effect on freedom and life.
tlg0027.tlg004.perseus-eng2#1	tlg0027.tlg004.perseus-eng2	Citizenship	Ostracism summary exile	Citizens	Right to a legal defense	LESS	[§4] whereas on this present occasion, when the person ostracized is to be cut off from his country for so long, no accusation has been made, no defence allowed, and the voting is secret.	1	1	The author describes the specific legal mechanism of ostracism where a citizen can be banished for ten years without a formal accusation or the opportunity to provide a defense.	9.0	Andocides		-500	5	0	The group is a canonical societal group; the author describes a contemporary legal process.	4	Right to a legal defense is a concrete legal right with direct material effect on freedom.
tlg0027.tlg004.perseus-eng2#2	tlg0027.tlg004.perseus-eng2	Citizenship	Universal suffrage in ostracism	Citizens	Right to vote on ostracism	MORE	[§5] because the judges are not appointed by lot as in courts of law: in the present decision every member of the community has a voice.	1	1	The text identifies that in cases of ostracism, the resource of political voice/voting is extended to the entire community (the citizen body) rather than a small group of jurors selected by lot.	9.0	Andocides		-500	5	0	The group is a canonical societal group; the author describes a contemporary political right.	3	Right to vote on ostracism is access to a social practice with tangible political outcomes.
tlg0027.tlg004.perseus-eng2#3	tlg0027.tlg004.perseus-eng2	Citizenship	Double jeopardy prohibition	Citizens	Protection from repeated prosecution	MORE	[§9] ...especially as the laws forbid the same charge to be brought twice against the same defendant, and you have sworn to observe those laws.	1	1	The author cites a specific legal prohibition against 'double jeopardy' as a standing rule of the Athenian justice system applying to defendants.	10.0	Andocides		-500	5	0	The group is a canonical societal group; the author describes a contemporary legal principle.	4	Protection from repeated prosecution is a concrete legal right with direct material effect on freedom.
tlg0027.tlg004.perseus-eng2#4	tlg0027.tlg004.perseus-eng2	Gender	Wife's right to divorce	Women	Right to initiate divorce	MORE	[§9] ...he behaved in so profligate a fashion, bringing mistresses, slave and free, into the bridal house, that he drove his wife, who was a decent woman, to present herself before the Archon, as she was legally entitled to do, and divorce him.	1	1	The text explicitly states that a wife is legally entitled to present herself before a magistrate (the Archon) to seek a divorce based on the husband's misconduct.	10.0	Andocides		-500	5	0	The group is a canonical societal group; the author describes a contemporary legal right.	4	Right to initiate divorce is a concrete legal right with direct material effect on personal status and property.
tlg0027.tlg004.perseus-eng2#5	tlg0027.tlg004.perseus-eng2	Freedom	Prohibition of arbitrary imprisonment	Free men	Protection from extrajudicial detention	MORE	[§9] In our treaties with other states we make it a condition that no free man shall be imprisoned or placed in durance, and a heavy fine is prescribed as the penalty for so doing.	1	1	The passage describes a formal legal and diplomatic rule protecting free status individuals from imprisonment, backed by financial penalties.	9.0	Andocides		-500	5	0	The group is a canonical societal group; the author describes a contemporary legal protection.	4	Protection from extrajudicial detention is a concrete legal right with direct material effect on freedom.
tlg0027.tlg004.perseus-eng2#6	tlg0027.tlg004.perseus-eng2	Citizenship	Choral participation birth requirement	Metics / Foreigners	Right to participate in competing choruses	LESS	[§9] The law allows the ejection of any member whatsoever of a competing chorus who is not of Athenian birth, and it is forbidden to resist any attempt at such ejection.	1	1	The law defines choral competition as a resource reserved for those of Athenian birth, explicitly allowing the removal of non-citizens.	10.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary legal restriction.	3	Access to a public performance role with social recognition and potential minor economic benefits.
tlg0027.tlg004.perseus-eng2#7	tlg0027.tlg004.perseus-eng2	Wealth / Properties	Liturgical spending for influence	Wealthy citizens	Influence over judicial outcomes	MORE	[§9] And it seems to me only natural that the judges should thus seek favour with Alcibiades, when they could see that Taureas, who had spent so vast a sum, was being subjected to insults, while his rival, who showed such contempt for the law, was all-powerful.	1	0	The text describes a social norm/convention where wealthy individuals who spend large sums on public services (liturgies) expect and often receive professional favor or legal leeway from judges.	8.0	Andocides		-500	4	0	Broad societal group; the author describes a contemporary social convention.	4	Direct material effect on legal outcomes, influencing property and freedom.
tlg0027.tlg004.perseus-eng2#8	tlg0027.tlg004.perseus-eng2	Nobility	Public entertainment for victors	Nobility	Access to the Prytaneum	MORE	[§9] ...after behaving as I have described, he was rewarded with free entertainment in the Prytaneum; and not content with that, he is for ever taking credit for his victory.	1	1	The text notes that victors in major games (typically elite/noble citizens) are granted the resource of free public maintenance/entertainment in the city's central hall.	9.0	Andocides		-500	3	0	Specific social role; the author describes a contemporary reward for victors.	3	Access to public maintenance and entertainment, a tangible social benefit.
tlg0027.tlg004.perseus-eng2#9	tlg0027.tlg004.perseus-eng2	Citizenship	Ostracism for the overly powerful	Wealthy citizens	Protection from state-mandated exile	LESS	[§9] Observing that whenever members of the community are more powerful than the magistrates and the laws, it is impossible for an individual to obtain redress from them, he arranged that punishment for their misdeeds should be exacted by the state [through ostracism].	1	1	The institution of ostracism is described as a rule specifically targeting citizens who accumulate too much power, resulting in a loss of their right to remain in the city.	9.0	Andocides		-500	4	0	Broad societal group; the author describes a contemporary political mechanism.	5	Protection from forced exile, directly impacting freedom of movement and property.
tlg0027.tlg004.perseus-eng2#10	tlg0027.tlg004.perseus-eng2	Citizenship	Double jeopardy protection for defendants	Citizens	Protection from double jeopardy	MORE	[§11] [9] ...especially as the laws forbid the same charge to be brought twice against the same defendant, and you have sworn to observe those laws.	1	1	The author cites a specific legal prohibition against trying a defendant twice for the same offense, which is a protection afforded to those within the Athenian legal system.	10.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary legal protection.	4	Concrete legal right protecting against repeated legal proceedings, affecting freedom/property.
tlg0027.tlg004.perseus-eng2#11	tlg0027.tlg004.perseus-eng2	Gender	Wife's legal right to divorce	Women	Right to divorce	MORE	[§16] [14] ...he behaved in so profligate a fashion... that he drove his wife, who was a decent woman, to present herself before the Archon, as she was legally entitled to do, and divorce him.	1	1	The text explicitly states that a wife is legally entitled to present herself before the Archon to initiate divorce proceedings.	10.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary legal right.	4	Concrete legal right to dissolve a marriage, with direct material and social effects.
tlg0027.tlg004.perseus-eng2#12	tlg0027.tlg004.perseus-eng2	Freedom	Protection from arbitrary imprisonment	Free men	Protection from imprisonment	MORE	[§20] [18] In our treaties with other states we make it a condition that no free man shall be imprisoned or placed in durance, and a heavy fine is prescribed as the penalty for so doing.	1	1	The text describes a legal norm found in treaties and domestic logic where free status grants a specific protection against being put in chains or durance, unlike slaves.	10.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary legal protection.	5	Protection from imprisonment is a fundamental bodily entitlement and freedom.
tlg0027.tlg004.perseus-eng2#13	tlg0027.tlg004.perseus-eng2	Citizenship	Citizen exclusivity in competing choruses	Metics / Foreigners	Right to participate in competing choruses	LESS	[§22] [20] The law allows the ejection of any member whatsoever of a competing chorus who is not of Athenian birth, and it is forbidden to resist any attempt at such ejection.	1	1	The passage identifies a law that restricts participation in certain civic-religious competitions (the chorus of boys) to those of Athenian birth, excluding non-citizens.	10.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary legal restriction.	3	Access to a public performance role with social recognition and potential minor economic benefits.
tlg0027.tlg004.perseus-eng2#14	tlg0027.tlg004.perseus-eng2	Age	Youth exclusion from gymnasia	young people	Access to the gymnasium	LESS	[§24] [22] That is why the young spend their days in the courts instead of in the gymnasia; that is why our old men fight our battles, while our young men make speeches	1	0	The author laments that the current societal climate under Alcibiades' influence has led the youth to abandon their traditional resource (the gymnasium) for the law courts.	8.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary social change.	3	Access to a public institution for physical and social development.
tlg0027.tlg004.perseus-eng2#15	tlg0027.tlg004.perseus-eng2	Age	Military service exemption for youth	young people	Exemption from active combat	MORE	[§24] [22] ...that is why our old men fight our battles, while our young men make speeches— they take Alcibiades as their model	1	0	The passage suggests a breakdown in the traditional rule where young men are the primary combatants, noting that currently, old men are fighting while young men stay in the city.	7.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary shift in social roles.	4	Exemption from military service has direct material effect on personal safety and livelihood.
tlg0027.tlg004.perseus-eng2#16	tlg0027.tlg004.perseus-eng2	Freedom	Enslavement of war prisoners	Metics / Foreigners	Protection from enslavement	LESS	[§24] [22] ...after recommending that the people of Melos be sold into slavery, he purchased a woman from among the prisoners and has since had a son by her	1	1	The text refers to the historical fact of the Melians being sold into slavery following their defeat, indicating that foreigners conquered in war lose their protection from enslavement.	9.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary event and its consequences.	5	Protection from enslavement is a fundamental bodily entitlement and freedom.
tlg0027.tlg004.perseus-eng2#17	tlg0027.tlg004.perseus-eng2	Citizenship	State-funded entertainment for victors	Citizens	Access to free entertainment in the Prytaneum	MORE	[§33] Alcibiades... after behaving as I have described, he was rewarded with free entertainment in the Prytaneum; and not content with that, he is for ever taking credit for his victory, as though he had not so much brought Athens into disgrace as won her a garland of honour.	1	1	The text confirms that high-achieving citizens (Olympic victors or those credited with public success) are granted the material resource of state-funded meals/entertainment in the Prytaneum.	9.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary reward for citizens.	3	Access to public maintenance and entertainment, a tangible social benefit.
tlg0027.tlg004.perseus-eng2#18	tlg0027.tlg004.perseus-eng2	Citizenship	Citizen protection via ostracism	Citizens	Protection from over-powerful individuals	MORE	[§37] Observing that whenever members of the community are more powerful than the magistrates and the laws, it is impossible for an individual to obtain redress from them, he arranged that punishment for their misdeeds should be exacted by the state.	1	1	The institution of ostracism is described as a rule allowing the state to remove individuals who exceed the power of the laws, providing the general citizenry with a resource of protection and redress.	9.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary political mechanism.	4	Protection from over-powerful individuals has concrete legal and material effects.
tlg0027.tlg004.perseus-eng2#19	tlg0027.tlg004.perseus-eng2	Wealth / Properties	Wealthy citizen liturgy obligations	Wealthy citizens	Right to fund public services from personal wealth	MORE	[§44] Of my public services I do not intend to speak. I will say only this: the expenditure required of me I meet, not from monies belonging to the state, but from my own pocket. And yet I have in fact gained victories in the contest of physique, in the torch-race, and at the tragic competitions.	1	1	The text describes the social and legal expectation that wealthy citizens (like the speaker) provide for the state's festivals and competitions (liturgies) using their private funds.	10.0	Andocides		-500	4	0	Broad societal group; the author describes a contemporary social obligation.	4	The right to fund public services from personal wealth is a concrete legal right with direct material effect.
tlg0027.tlg004.perseus-eng2#20	tlg0027.tlg004.perseus-eng2	Citizenship	Protection from double jeopardy	Citizens	Protection from re-trial after acquittal	MORE	[§38] Yet I hardly deserve to be ostracized, gentlemen, if I do not deserve to be put to death; and if I was acquitted when brought to trial, I cannot deserve to be sent into exile when no trial has taken place; nor after vindicating myself so many times in court can I be thought to merit banishment on the same grounds of accusation again.	1	1	The speaker invokes a legal norm/rule where a citizen who has been acquitted in court should not face the same accusations via exile (ostracism), representing a right to finality in legal proceedings.	8.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary legal protection.	4	Protection from re-trial after acquittal is a concrete legal right with direct material effect.
tlg0027.tlg004.perseus-eng2#21	tlg0027.tlg004.perseus-eng2	Age	Youth access to gymnasia	Young people	Access to the gymnasium	LESS	[§41] That of the young, upon whom he has brought the disfavour of the people by his insolence, by his emptying of the gymnasia, and by behaviour which his years do not warrant?	1	1	The passage identifies the young as a specific group that has lost access to their traditional resource (the gymnasium) due to the influence/actions of Alcibiades.	8.0	Andocides		-500	5	0	Canonical societal group; the author describes a contemporary social change.	3	Access to a public institution for physical and social development.
