rule_uid,file_id,work_name,author,impact_year,polity,criteria,sampled_for,is_contemporary,verbatim_type,factuality,criterion_label,in_group,out_group,resource,resource_std,speaker,verbatim,matched_keywords,rule_category,reasoning,group_generality,generality_reasoning,resource_materiality,materiality_reasoning,resource_generality,resource_generality_reasoning,resource_persistence,persistence_reasoning,group_immutability,immutability_reasoning,tautological,tautology_reasoning,confidence,extraction_method,extraction_cost_usd,prompt_tokens,completion_tokens,vote,comment
tlg0059.tlg008.perseus-eng2::28,tlg0059.tlg008.perseus-eng2,Statesman,Plato,-393,,Religion|Health,gemini_v20_sample60,0,fact,5,Exile and execution for the unjust,The unjust and godless,,Right to life and residence,,LESS,"And those men who have no capacity for courage and self-restraint and the other qualities which tend towards virtue, but by the force of an evil nature are carried away into godlessness, violence, and injustice, it removes by inflicting upon them the punishments of death and exile and deprivation of the most important civic rights.",,,"Plato describes the standard social and legal response to individuals categorized by an 'evil nature' (here a proxy for persistent anti-social behavior/disposition). The state officially removes their right to live within the community through capital punishment, exile, or atimia (deprivation of rights).",,,5,Death and exile are the ultimate material punishments affecting the body and property.,5,Affects the foundational right to life and legal personhood.,5,Death and exile are lifelong/permanent changes in status.,1,"The group is defined by behavior/actions (violence, godlessness).",0,Being 'unjust' is not synonymous with being executed by definition.,10,gemini_v20_core_v1,,,,down,
tlg0086.tlg003.perseus-eng1::1,tlg0086.tlg003.perseus-eng1,Athenian Constitution,Aristotle,-348,,Nobility|Wealth / Properties,gemini_v20_sample60,1,fact,5,Elite access to magistracies,The wealthy and noble,,Eligibility for the archonship,,MORE,"The magistrates were elected according to qualifications of birth and wealth. At first they governed for life, but subsequently for terms of ten years. This was the natural consequence of the facts that the Archons were elected under qualifications of birth and wealth, and that the Areopagus was composed of those who had served as Archons",,,The text explicitly states that holding high magisterial office was restricted to those meeting specific criteria of lineage (birth) and economic standing (wealth).,,,4,Right to hold high office involves significant political power.,4,Office-holding is a broad category of social status.,4,Status allows entry into the lifelong Areopagus council.,4,Birth (nobility) and wealth class were structural and hereditary.,0,Nobility does not mean 'office holder' by definition.,10,gemini_v20_core_v1,,,,up,
tlg0032.tlg015.perseus-eng1::15,tlg0032.tlg015.perseus-eng1,Constitution of the Athenians,Xenophon,-394,,Citizenship,gemini_v20_sample60,0,fact,5,Loss of civil rights for misconduct,Citizens,,Retention of civil rights,,LESS,"It is from iniquitous exercise of office, from iniquity exhibited either in speech or action, and the like circumstances, that citizens are punished with deprivation of civil rights in Athens.",,,"The passage describes the legal mechanism of 'atimia' (disenfranchisement), where citizens lose their rights as a specific punishment for official or personal misconduct.",,,4,Civil rights in Athens included significant material/legal protections.,5,Disenfranchisement (atimia) represents the loss of a foundational societal axis.,5,Atimia was often permanent and structural across the individual's life.,4,Citizenship is a hard-to-change legal birth-status.,0,Citizenship does not define one as losing rights through speech/action.,10,gemini_v20_core_v1,,,,up,
tlg0007.tlg119.perseus-eng3::1,tlg0007.tlg119.perseus-eng3,"On Monarchy, Democracy, and Oligrachy",Plutarch,75,,Citizenship,gemini_v20_sample60,0,fact,4,Citizen participation in public affairs,Citizens,,Right to participate in statecraft,,MORE,"Now the word politeia (citizenship) is defined also as having a share of the rights in a State... But the life of a statesman, a man who is occupied in public affairs, is also called politeia (statecraft); as, for example, we commend the politeia (statecraft) of Pericles and of Bias, but condemn that of Hyperbolus and Cleon.",,,The text links the status of citizenship (politeia) directly to the 'share of rights' and the active engagement in 'public affairs' (statecraft). It frames this as a standard resource available to those within the political community to influence the state.,,,3,Statecraft produces tangible outcomes in terms of policy and power.,5,Participation in public affairs is a broad life outcome.,4,Statecraft is a long-term career capacity for a citizen.,4,Citizenship is a structural birth-status.,1,Partially tautological: politeia is both citizenship and statecraft by definition.,9,gemini_v20_core_v1,,,,up,
tlg0086.tlg003.perseus-eng1::31,tlg0086.tlg003.perseus-eng1,Athenian Constitution,Aristotle,-348,,Age,gemini_v20_sample60,1,fact,5,Council age qualification,Minors,,Eligibility for the Council,,LESS,"There should be a Council, holding office for a year, consisting of men over thirty years of age, serving without pay.",,,"The text describes a specific constitutional requirement for the revolutionary Council of Four Hundred/Five Thousand. It establishes an age floor of thirty, excluding younger men from this specific political resource.",,,3,Eligibility for a council is access to a social role with material consequences.,4,Eligibility for a primary governing body is a broad political right.,3,Eligibility is bounded by the life stage of being under thirty.,5,Age is a biologically fixed status at any given moment.,0,Being a minor (under 30 here) does not tautologically define council exclusion.,10,gemini_v20_core_v1,,,,up,
tlg0059.tlg008.perseus-eng2::7,tlg0059.tlg008.perseus-eng2,Statesman,Plato,-393,,Nobility|Lineage,gemini_v20_sample60,1,fact,4,Divine tokens for throne succession,Royal claimants,,Right to the throne,,MORE,"Atreus promised to show this prodigy to prove that the gods were on his side. . . The lamb was a token (σημεῖον) of the favor of the gods, and the changed course of the sun and stars was a testimony (μαρτυρήσας) to the right of Atreus.",,,"The text references the historical/mythological rule that divine omens or 'tokens' served as legal/religious evidence to settle disputes over kingly succession, validating a specific claimant's right to rule.",,,4,The right to the throne determines control over state resources and land.,4,Succession is a broad category governing the transfer of total power.,5,Settles the right to rule for life.,5,Royal claimants are defined by birth/lineage in this context (Atreus).,0,Divine tokens are not part of the definition of a 'claimant'.,9,gemini_v20_core_v1,,,,down,
tlg0007.tlg118.perseus-eng3::1,tlg0007.tlg118.perseus-eng3,Precepts of Statecraft,Plutarch,75,,Citizenship,gemini_v20_sample60,0,fact,5,City-state local self-government,Citizens of Greek city-states,,Right to local self-government,,MORE,"The ancient Greek city-states retained, however, their local self-government, subject to the supervision of the proconsul; they could enter into agreements with each other, and could send envoys to Rome if occasion arose.",,,"Under Roman rule, Greek citizens retained specific legal rights to manage local affairs, enter treaties with other cities, and petition the central Roman authority through envoys.",,,4,"Local self-government includes managing funds, treaties, and local law.",4,Covers a wide range of local administrative and legal powers.,5,A city's status and its citizens' collective rights are structural and lifelong.,4,Citizenship in a Greek city-state is a rigid legal birth-status.,0,Being a citizen of a city does not inherently guarantee self-government under empire.,10,gemini_v20_core_v1,,,,up,
tlg0062.tlg034.perseus-eng2::1,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Occupation,gemini_v20_sample60,1,fact,4,Official supervision of athletic contests,Magistrates,,Political power,,MORE,"But even the official there does not separate them and break up the fight—I assume from his purple cloak that he is one of the officials; on the contrary, he urges them on and praises the one who struck the blow.",,,"The passage identifies a specific class of officials (recognized by their purple cloaks) who have the authority to supervise, regulate, and encourage athletic combat, representing the state's oversight of these activities.",,,4,The authority of an official to regulate public conduct is a concrete legal power.,3,Specific to the oversight of athletic contests.,4,Power holds during the magistrate's term of office.,3,"Magistrate is a role-bound office holder, an episodic but stable status.",0,Managing sports is not the primary definition of a magistrate.,10,gemini_v20_core_v1,,,,down,"this is a tautology, by definiton they have Political power"
tlg0062.tlg034.perseus-eng2::9,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Citizenship,gemini_v20_sample60,1,fact,4,Citizen cavalry service obligation,Citizens,,Eligibility for the cavalry,,MORE,"But you would see it, Anacharsis, if you should stop with us longer, and also arms for every man in great quantity, which we use when it is necessary, and crests and trappings and horses, and cavalrymen amounting to nearly a fourth of our citizens.",,,"Solon describes the military organization of the Athenian state, noting that a significant portion of the citizenry (the fourth part) serves as cavalrymen, indicating this as a structured resource/role for the citizen group.",,,3,Cavalry eligibility implies access to specific social roles and military equipment.,3,Specific to military organization and class-based service.,4,Service eligibility lasts as long as one's age and wealth status permit.,4,Citizenship is a structural birth-status in the Athenian context.,0,"Cavalry service is a specific civic role, not the definition of citizenship.",9,gemini_v20_core_v1,,,,down,how we know it is Solon ? 
tlg0059.tlg008.perseus-eng2::18,tlg0059.tlg008.perseus-eng2,Statesman,Plato,-393,,Citizenship|Occupation,gemini_v20_sample60,0,fact,5,Public audit of annual rulers,Rulers,,Protection from legal prosecution,,LESS,"When the year of office has passed for each set of rulers, there will have to be sessions of courts in which the judges are chosen by lot either from a selected list of the rich or from the whole people, and the rulers will have to be brought before these courts and examined as to their conduct in office, and anyone who pleases can bring against the captains an accusation for failure to command the ships during the year in accordance with the written laws or the ancestral customs, and similarly against the physicians for their treatment of the sick; and if any of them is found guilty, the court shall decide what his punishment or his fine shall be.",,,This passage describes the 'euthyna' (accountability audit) practice in Athens and other Greek cities. Rulers (here metaphorically compared to captains/physicians but explicitly referred to as those 'set up annually') are legally required to undergo a trial at the end of their term where any citizen can prosecute them for deviating from written law.,,,4,Public audit (euthyna) has material consequences (fines/punishment).,3,Specific to the procedure of annual office accountability.,2,Describes a single procedural moment at the end of the year.,2,Rulers here are annual office-holders.,0,Ruling does not analytically require a public trial after.,10,gemini_v20_core_v1,,,,up,
tlg0062.tlg034.perseus-eng2::10,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Citizenship,gemini_v20_sample60,1,fact,5,Public weapon prohibition,Citizens,,Right to bear arms in public,,LESS,"But to bear arms always and carry a dirk at one’s belt is, we think, superfluous in time of peace; in fact, there is a penalty prescribed for anyone who carries weapons unnecessarily within the city limits or brings armour out into a public place.",,,"The text explicitly mentions a legal penalty for individuals who carry weapons or armor in public spaces during peacetime, demonstrating a regulated restriction on this resource within the city.",,,4,Right to bear arms affects physical capabilities and carries legal penalties.,4,A broad legal prohibition affecting all citizens in public spaces.,4,The prohibition is a permanent feature of peacetime civil law.,4,Citizenship is a hard-to-change legal status.,0,Being a citizen does not inherently mean one cannot carry a weapon.,10,gemini_v20_core_v1,,,,up,
tlg0086.tlg035.perseus-eng2::23,tlg0086.tlg035.perseus-eng2,Politics,Aristotle,-348,,Freedom,gemini_v20_sample60,0,fact,5,Slave exclusion from gymnastics,Slaves,,Access to gymnastic exercises,,LESS,These have conceded to their slaves all the same rights as they have themselves except that they are forbidden gymnastic exercises and the possession of arms.,,,"Aristotle references the specific legal restrictions placed upon the slave class in Crete, where despite reaching a level of parity in other rights, they are explicitly barred from physical training in the gymnasium.",,,3,"Gymnastics is a social role/practice; though physical, its output is social/status.",2,Tied to a specific institution (the gymnasium).,4,Exclusion from these institutions is a long-term status while enslaved.,4,Slave status is a structural legal status.,0,A slave is not by definition someone who cannot exercise.,9,gemini_v20_core_v1,,,,up,there hsould also be mentionned that they can't bear arms
tlg0059.tlg008.perseus-eng2::31,tlg0059.tlg008.perseus-eng2,Statesman,Plato,-393,,Wealth / Properties,gemini_v20_sample60,0,fact,5,Marriage ties based on wealth,The wealthy,,Right to form marriage alliances,,MORE,"The pursuit of wealth or power in connection with matrimony—but why should anyone ever take the trouble to blame it, as though it were worth arguing about?... The fact is, they act on no right theory at all; they seek their ease for the moment; welcoming gladly those who are like themselves.",,,The Stranger describes the contemporary practice of the wealthy and powerful forming marriage bonds based on wealth and influence rather than character traits. This identifies a social convention where access to specific marriage alliances is dictated by the wealth criterion.,,,4,Marriage alliances between elite families involve significant wealth transfer and property.,3,Specific to the domain of matrimonial and family law.,4,A marriage alliance is a long-term structural bond.,3,Wealthy status is a durable but potentially changeable identity.,0,Being wealthy does not definitionally require marrying for wealth.,9,gemini_v20_core_v1,,,,up,"but the ressource is not good, it should be more access to political power"
tlg0086.tlg003.perseus-eng1::46,tlg0086.tlg003.perseus-eng1,Athenian Constitution,Aristotle,-348,,Citizenship,gemini_v20_sample60,0,fact,5,Citizen right to petitioner speech,Citizens,,Right to speak in the Assembly,,MORE,"Another Assembly in each prytany is assigned to the hearing of petitions, and at this meeting any one is free, on depositing the petitioner’s olive-branch, to speak to the people concerning any matter, public or private.",,,"In the context of the Athenian Assembly described by Aristotle, 'anyone' refers to the citizens who constitute the assembly, granting them a specific right to initiate discussion on private or public grievances.",,,3,Right to speak is access to a practice that can produce material outcomes.,4,The right to address the sovereign body is a major political right.,4,A recurring right for any citizen throughout their adult life.,4,Citizenship is structural birth-status.,0,Citizenship does not definitionally include the right to present petitions.,8,gemini_v20_core_v1,,,,up,
tlg0062.tlg034.perseus-eng2::6,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Citizenship|Gender|Education,gemini_v20_sample60,1,fact,5,Public education through drama,Citizens,,Access to public moral education,,MORE,"Furthermore, assembling them in the theatre, we instruct them publicly through comedies and tragedies, in which they behold both the virtues and the vices of the ancients, in order that they may recoil from the vices and emulate the virtues.",,,"Solon outlines the state's use of theater as a formal, public educational tool for the citizenry (specifically young men entering political life) to instill moral values.",,,3,Attendance at theater for education is access to a social practice/medium.,3,Specific to the institution of the theater and state education.,4,Long-term entitlement throughout a citizen's adult life.,4,Citizenship and gender (men) are hard-to-change/immutable traits.,0,Education through drama is not part of the definition of the group.,9,gemini_v20_core_v1,,,,down,
tlg0062.tlg034.perseus-eng2::12,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Age,gemini_v20_sample60,1,fact,4,Youth eligibility for athletic games,Minors,,Eligibility for public athletic honors,,MORE,"We think, Anacharsis, that their zeal for the athletic exercises will be increased if they see those who excel in them receiving honours and having their names proclaimed before the assembled Greeks. For this reason, expecting to appear unclothed before so many people, they try to attain good physical condition so that they may not be ashamed of themselves when they are stripped, and each makes himself as fit to win as he can. Furthermore, the prizes, as I said before, are not trivial—to be praised by the spectators, to become a man of mark, and to be pointed at with the finger as the best of one’s class.",,,"Solon describes the institutionalized system where young men are encouraged to compete in public games (Olympic, Pythian, etc.) to receive material and immaterial honors funded or recognized by the state/society, intended to cultivate military readiness.",,,3,Athletic honors include prizes and tangible social standing.,2,Scoped specifically to the context of athletic competitions.,3,Tied to the specific life stage of youth/military age.,5,Age (at a specific moment) is a biologically fixed fact.,0,Minors are not defined by their participation in games.,9,gemini_v20_core_v1,,,,down,
tlg0059.tlg008.perseus-eng2::32,tlg0059.tlg008.perseus-eng2,Statesman,Plato,-393,,Freedom,gemini_v20_sample60,0,opinion,2,State inclusion for all inhabitants,Slaves,,Protection under state rule,,MORE,"the kingly science has drawn them together by friendship and community of sentiment into a common life, and having perfected the most glorious and the best of all textures, clothes with it all the inhabitants of the state, both slaves and freemen, holds them together by this fabric, and omitting nothing which ought to belong to a happy state, rules and watches over them.",,,"The text describes the end goal of the statesman's art as encompassing all inhabitants, explicitly including slaves alongside freemen under the governance and protection of the state's 'fabric'. This acknowledges that even slaves are considered part of the 'all inhabitants' subject to the ruler's care.",,,5,Protection from the state and inclusion in 'common life' has direct material subsistence effects.,5,Foundational axis of state protection and legal inclusion.,5,Constitutes a lifelong structural framework for the inhabitant.,4,"Slave status is a legal birth-status, very hard to change.",0,Slavery and state protection are not defined by one another.,8,gemini_v20_core_v1,,,,up,
tlg0540.tlg012.perseus-eng2::4,tlg0540.tlg012.perseus-eng2,Against Eratosthenes,Lysias,-409,,Citizenship,gemini_v20_sample60,0,fact,5,Citizen protection from burial denial,Citizens,,Right to burial,,MORE,"For they sent many of the citizens into exile with the enemy; they unjustly put many of them to death, and then deprived them of burial; many who had full civic rights they excluded from the citizenship; and the daughters of many they debarred from in tended marriage.",,,"By listing 'deprivation of burial' as an 'unjust' and 'audacious' offense against citizens, the text implies a standard rule that citizens are normally entitled to burial rights.",,,2,Right to burial is a religious and social entitlement.,3,Specific but fundamental recurring right in Greek life.,5,Burial is a permanent and final state.,4,Citizenship is a structural legal birth-status.,0,Burial rights are not part of the definition of 'citizen'.,9,gemini_v20_core_v1,,,,down,
tlg0062.tlg034.perseus-eng2::14,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Age|Citizenship,gemini_v20_sample60,0,fact,5,Spartan youth ritual flogging,Minors,,Protection from corporal punishment,,LESS,"Above all, do not laugh if you see them getting flogged at the altar and dripping blood while their fathers and mothers stand by and are so far from being distressed by what is going on that they actually threaten to punish them if they should not bear up under the stripes, and beseech them to endure the pain as long as possible and be staunch under the torture. As a matter of fact, many have died in the competition, not deigning to give in before the eyes of their kinsmen while they still had life in them, or even to move a muscle of their bodies; you will see honours paid to their statues, which have been set up at public cost by the state of Sparta.",,,"The text describes a specific Spartan legal/social institution (the Diamastigosis) where young citizens are subjected to severe, sometimes fatal, physical torture at the altar as a form of endurance training, overseen by the state and their families.",,,5,Physical flogging and death are extreme bodily material harms.,2,Tied to a specific ritual (Diamastigosis) at one altar.,3,Limited to the transition from youth to manhood.,5,Age and heritage in the Spartan context are immutable.,0,Being a minor does not inherently mean being flogged.,10,gemini_v20_core_v1,,,,up,
tlg0086.tlg035.perseus-eng2::5,tlg0086.tlg035.perseus-eng2,Politics,Aristotle,-348,,Gender,gemini_v20_sample60,0,fact,4,Male authority over females,Women,,Right to self-governance,,LESS,"Again, as between the sexes, the male is by nature superior and the female inferior, the male ruler and the female subject. And the same must also necessarily apply in the case of mankind as a whole",,,"The text explicitly states that in the social and natural order of Aristotle's time, the male occupies the role of the ruler while the female is the subject, indicating a lack of political/domestic autonomy for women.",,,4,Self-governance entails the concrete legal right to make decisions over one's life and property.,5,Authority vs. subjection is a foundational societal axis affecting all life outcomes.,5,Gender and the resulting social status are lifelong and structural in this context.,5,"Group is defined by sex/gender, which is biologically fixed.",0,Being female does not inherently mean being a 'subject' without a specific social rule.,10,gemini_v20_core_v1,,,,up,
tlg0059.tlg008.perseus-eng2::9,tlg0059.tlg008.perseus-eng2,Statesman,Plato,-393,,Lineage,gemini_v20_sample60,0,opinion,2,Voluntary rule of the king,Kings,,Right to rule voluntary subjects,,MORE,"And if we call the art of those who use compulsion tyrannical or something of the sort and the voluntary care of voluntary bipeds political, may we not declare that he who possesses this latter art of caretaking is really the true king and statesman?",,,"The text defines the 'true king' or 'statesman' specifically by the criterion of voluntary governance. Unlike a tyrant who uses compulsion, the king's rule is founded on the voluntary consent of the governed (voluntary bipeds).",,,4,The right to rule is a foundational political/legal resource.,4,Covers the broad authority of the 'kingly' man.,4,Held for the duration of the royal tenure.,3,The group is defined by possessing 'the art' (knowledge).,1,He defines the 'true king' as the one who rules voluntary subjects.,9,gemini_v20_core_v1,,,,down,The resource is fuzzy
tlg0014.tlg059.perseus-eng2::7,tlg0014.tlg059.perseus-eng2,Apollodorus Against Neaera,Demosthenes,-348,,Gender,gemini_v20_sample60,0,fact,5,Dowry return upon divorce,Wives,,Right to return of dowry,,MORE,"in accordance with the law which enacts that, if a man puts away his wife, he must pay back the marriage portion or else pay interest on it at the rate of nine obols a month for each mina; and that on the woman’s behalf her guardian may sue him for alimony in the Odeum.",,,"This is a standard civil law in Athens: a husband who divorces his wife must return her dowry to her guardian (kurios) or pay a high interest rate, protecting the woman's family's assets.",,,5,Return of the dowry is a direct transfer of major wealth/property.,4,Marriage property rights are broad categories of legal protection.,5,Dowry return provides lifelong subsistence for the divorced woman.,3,Marital status (wives) is a durable identity but changeable.,0,Being a wife does not define the rules of divorce settlement.,10,gemini_v20_core_v1,,,,up,
tlg0007.tlg119.perseus-eng3::0,tlg0007.tlg119.perseus-eng3,"On Monarchy, Democracy, and Oligrachy",Plutarch,75,,Citizenship,gemini_v20_sample60,0,fact,5,Granting of citizenship by state vote,Foreigners,,Right to hold citizenship,,MORE,"Now the word politeia (citizenship) is defined also as having a share of the rights in a State, as we say the Megarians voted Alexander the politeia (citizenship); and when he made fun of their eagerness, they told him that up to that time they had conferred citizenship upon Heracles only and now upon himself.",,,The text describes citizenship (politeia) as a concrete 'share of the rights in a State' that can be granted to individuals (like Alexander) through a formal vote by the existing citizen body (the Megarians). This defines the process for an out-group member to gain the resource of citizenship.,,,4,"Citizenship is a bundle of material rights (property, legal standing).",5,Citizenship is a foundational societal axis.,5,"Once granted, citizenship is typically lifelong.",3,Foreigners can acquire citizenship via state vote (naturalisation).,0,Being a 'foreigner' does not define the mechanism of gaining citizenship.,10,gemini_v20_core_v1,,,,up,but how we know that Alexander was a fireginer ? The reasoning hsould explian more
tlg0086.tlg003.perseus-eng1::51,tlg0086.tlg003.perseus-eng1,Athenian Constitution,Aristotle,-348,,Health|Wealth / Properties,gemini_v20_sample60,0,fact,5,State support for infirm paupers,The infirm poor,,Daily subsistence allowance,,MORE,"The Council also examines infirm paupers; for there is a law which provides that persons possessing less than three minas, who are so crippled as to be unable to do any work, are, after examination by the Council, to receive two obols a day from the state for their support.",,,Aristotle cites a specific law providing a material resource (money) to a group defined by health (crippled) and wealth (less than three minas) criteria.,,,5,Direct cash payment (two obols a day) for physical subsistence.,3,A specific social welfare provision for a niche demographic.,4,Likely lifelong given the criteria of being 'crippled' and 'unable to work'.,5,Defined by permanent physical disability ('crippled').,0,"Receiving a state allowance is a legal resource, not the definition of being crippled.",10,gemini_v20_core_v1,,,,up,
tlg0086.tlg035.perseus-eng2::199,tlg0086.tlg035.perseus-eng2,Politics,Aristotle,-348,,Occupation,gemini_v20_sample60,0,fact,4,Sailor exclusion from citizenship,Common sailors,,Right to citizenship,,LESS,"On the other hand it is not necessary for states to include the teeming population that grows up in connection with common sailors, as there is no need for these to be citizens; for the marines are free men and are a part of the infantry, and it is they who have command and control the crew.",,,"Aristotle notes that common sailors, despite their naval utility, are generally not granted citizenship, contrasting them with the free marines who control the ships.",,,4,Citizenship is a bundle of material rights including court and land access.,5,Citizenship is a foundational societal axis.,5,Exclusion from citizenship is typically a permanent life status for this class.,3,Occupation (sailor) is a durable identity but can be left.,0,Being a sailor does not definitionally exclude one from citizenship.,9,gemini_v20_core_v1,,,,up,
tlg0062.tlg034.perseus-eng2::11,tlg0062.tlg034.perseus-eng2,"Anacharsis, or Athletics",Lucian of Samosata,155,,Gender,gemini_v20_sample60,1,fact,4,Female exclusion from gymnasiums,Women,,Access to the gymnasium,,LESS,"They show no white and ineffective corpulence or pallid leanness, as if they were women’s bodies bleached out in the shade, quivering and streaming with profuse sweat at once and panting beneath the helmet, especially if the sun, as at present, blazes with the heat of noon.",,,"The author contrasts the sun-darkened athletes with women who are 'bleached out in the shade,' implying that women are environmentally restricted from the outdoor physical training (gymnasia) provided to men.",,,3,Access to training facilities is a social practice with physical outcomes.,3,Specific to the institution of the gymnasium.,5,Gender-based exclusion from public life was lifelong.,5,Gender is a biologically fixed/immutable category.,0,Lack of gymnasium access is not the definition of being a woman.,8,gemini_v20_core_v1,,,,up,
tlg0086.tlg035.perseus-eng2::6,tlg0086.tlg035.perseus-eng2,Politics,Aristotle,-348,,FreedomState,gemini_v20_sample60,0,fact,4,Natural slave exclusion from citizenship,Slaves,,Access to a life of citizenship,,LESS,"The intention of nature therefore is to make the bodies also of freemen and of slaves different—the latter strong for necessary service, the former erect and unserviceable for such occupations, but serviceable for a life of citizenship （and that again divides into the employments of war and those of peace）",,,"Aristotle distinguishes the physical and social purpose of free men versus slaves, noting that only free men have the resource of participating in the life of citizenship (war and peace), while slaves are relegated to bodily service.",,,4,Citizenship is a concrete legal status with direct material effects on rights and property.,5,"Citizenship is a foundational axis for participation in war, peace, and law.",5,Slave status and exclusion from citizenship are lifelong structural conditions.,4,"Slave status is a structural legal category, very hard to change (requires manumission).",1,"In the Greek polis, a slave is by definition a non-citizen non-freeman.",9,gemini_v20_core_v1,,,,up,
tlg0032.tlg015.perseus-eng1::14,tlg0032.tlg015.perseus-eng1,Constitution of the Athenians,Xenophon,-394,,Wealth / Properties,gemini_v20_sample60,0,fact,5,Liturgical adjudication requirements,Choragi and Trierarchs,,Right to legal adjudication,,MORE,"adjudication has to be made between the choragi for the Dionysia, the Thargelia, the Panathenaea, year after year... Also as between the trierarchs, four hundred of whom are appointed each year, of these, too, any who choose must have their cases adjudicated on, year after year.",,,Wealthy citizens serving in expensive public roles (liturgies) like choragi or trierarchs have the right/requirement to have their financial and service disputes settled annually by the courts.,,,4,Adjudication of financial service roles (liturgies) has serious economic consequences.,3,Specific to recurring annual liturgical competitions and complaints.,3,Recurring annual procedure tied to a specific life role.,2,Choragi and trierarchs are office-holders during a specific term.,0,Holding the role does not inherently define the right to annual court review.,9,gemini_v20_core_v1,,,,up,
tlg0007.tlg118.perseus-eng3::2,tlg0007.tlg118.perseus-eng3,Precepts of Statecraft,Plutarch,75,,Nobility,gemini_v20_sample60,0,fact,4,Noble access to magistracies,Nobles,,Eligibility for the archonship,,MORE,"Therefore, seeing that the desire has been aroused in you a Speaker of speeches to be, and also a doer of actions in your native State, as befits your noble birth, since you have not time to gain an understanding of a philosopher’s life in the open among affairs of State and public conflicts or to be a spectator of examples worked out in deed, not merely in word, and since you ask for some precepts of statecraft, I think it is not at all fitting that I should refuse",,,"Plutarch addresses Menemachus, stating that public leadership and political action are appropriate specifically due to his 'noble birth', indicating that high lineage grants the right and expectation to participate in statecraft.",,,3,Archonship grants access to social roles with material outcomes.,3,Specific to the role of magistrate or archon in the city.,4,Elite status and eligibility for office are typically lifelong.,5,'Noble birth' is a strictly immutable lineage-based trait.,0,Nobility does not always formally mandate political office in all systems.,9,gemini_v20_core_v1,,,,up,
tlg0062.tlg047.perseus-eng2::0,tlg0062.tlg047.perseus-eng2,The Eunuch,Lucian of Samosata,155,,Occupation|Education,gemini_v20_sample60,0,fact,5,Imperial stipend for philosophy chairs,Philosophers,,Imperial stipend,,MORE,"Well, Pamphilus, the Emperor has established, as you know, an allowance, not inconsiderable, for the philosophers according to sect—the Stoics, I mean, the Platonics, and the Epicureans; also those of the Walk, the same amount for each of these. . . and the prize was not “a shield of hide or a victim,” as the poet has it, but a matter of ten thousand drachmas a year, for instructing boys.",,,"The text describes a formal institution created by Marcus Aurelius where specific stipends (10,000 drachmas) are granted to recognized heads of philosophical sects in Athens.",,,5,"A stipend of 10,000 drachmas is direct wealth/income.",2,Tied to the specific professional chair of a philosophical sect.,4,Typically held for life or the duration of a career.,3,Philosopher is a durable identity acquired through training.,0,Being a philosopher does not automatically mean receiving a stipend.,10,gemini_v20_core_v1,,,,up,

# Accuracy by Category
category,up,down,pending,total,accuracy_pct
Citizenship,15,7,0,22,68.2
Wealth / Properties,7,1,0,8,87.5
Gender,5,3,0,8,62.5
Nobility,4,3,0,7,57.1
Occupation,4,2,0,6,66.7
Age,3,2,0,5,60.0
Freedom,5,0,0,5,100.0
Education,2,2,0,4,50.0
Lineage,2,2,0,4,50.0
Ethnicity,2,1,0,3,66.7
Health,2,1,0,3,66.7
Religion,0,1,0,1,0.0
FreedomState,1,0,0,1,100.0
