rule_uid	file_id	perseus_author	perseus_title	period	criteria	rule	group	resource	directionality	verbatim	reasoning	contemporary	factuality	confidence	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0062.tlg047.perseus-eng2::1	tlg0062.tlg047.perseus-eng2	Lucian of Samosata	The Eunuch	High Roman Empire (135–205 CE)	['Health', 'Gender']	Eunuch exclusion from philosophy chairs	Eunuchs	Eligibility for the archonship	LESS	['Diocles at length said in conclusion that it was not at all permissible for Bagoas to lay claim to philosophy and the rewards of merit in it, since he was a eunuch; such people ought to be excluded, he thought, not simply from all that but even from temples and holy-water bowls and all the places of public assembly, and he declared it an ill-omened, ill-met sight if on first leaving home in the morning, one should set eyes on any such person.']	While the dialogue is satirical, it reflects a real legal/normative dispute over whether eunuchs possessed the physical 'manhood' traditionally required to hold public chairs of philosophy and receive the associated imperial stipend.	1	1.0	9	4	Archonship chairs provide direct material and political status.	3	Relates to eligibility for public office and assembly access.	5	Eunuch status is a lifelong physical condition.	5	Eunuch status was a permanent, non-reversible physical state.	0	Reflects a legal dispute current to the author's world.	3	Verbatim is a speech by an advocate in a judicial dispute.	0	Eunuchs are not defined by exclusion from philosophy.
tlg0062.tlg047.perseus-eng2::2	tlg0062.tlg047.perseus-eng2	Lucian of Samosata	The Eunuch	High Roman Empire (135–205 CE)	['Gender']	Male physical endowment for teaching	Men	Eligibility for governance of boys	MORE	['That was what the judges dwelt upon, and the point thenceforward at issue was whether the seal of approval should be set upon a eunuch who was proposing himself for a career in philosophy and requesting that the governance of boys be committed to him. One said that presence and a fine physical endowment should be among the attributes of a philosopher, and that above all else he should have a long beard that would inspire confidence in those who visited him and sought to become his pupils.']	The judges' debate establishes that the role of instructing boys (the governance of boys) required specific masculine physical traits, specifically a beard and perceived 'manhood,' which were viewed as essential for the authority of the position.	1	1.0	8	3	The governance of boys is a social role involving authority and career.	2	Scoped to the specific profession of teaching boys.	4	Eligibility lasts throughout a male adult's professional life.	5	Sexual/physical gender is biologically fixed.	0	Describes contemporary requirements for philosophical chairs.	3	Describes the arguments used by judges in a trial.	0	Instruction of boys is not part of the definition of 'man'.
tlg0062.tlg047.perseus-eng2::3	tlg0062.tlg047.perseus-eng2	Lucian of Samosata	The Eunuch	High Roman Empire (135–205 CE)	['Health', 'Gender']	Eunuch immunity from adultery charges	Eunuchs	Immunity from adultery prosecution	MORE	['As a matter of fact, gentlemen, if this fellow, so smooth of jowl, effeminate in voice, and otherwise similar to a eunuch, should strip, you would find him very masculine. . . At that time he secured his acquittal by resorting to the name of eunuch and finding sanctuary in it, since the judges on that occasion discredited the accusation from the very look of him.']	The text mentions a specific previous trial where a defendant avoided conviction for adultery by claiming he was a eunuch, implying that the physical incapacity associated with the group legally precluded the possibility of committing the act as defined by the law.	1	1.0	9	4	Immunity from criminal prosecution for adultery.	3	Relates to a specific but common legal offense.	5	Eunuchism is a permanent physical status.	5	Eunuchism is an immutable physical condition.	0	Refers to a recent/relevant court case.	4	Reports a factual legal strategy and outcome from a trial.	1	Adultery usually requires male capacity; exclusion logically follows the definition.
tlg0086.tlg003.perseus-eng1::0	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Debt slavery for tenant farmers	The poor	Protection from enslavement	LESS	['The whole country was in the hands of a few persons, and if the tenants failed to pay their rent they were liable to be haled into slavery, and their children with them. All loans were secured upon the debtor’s person, a custom which prevailed until the time of Solon, who was the first to appear as the champion of the people.']	The text describes a general legal custom in pre-Solonian Athens where failure to pay rent or debts resulted in the loss of personal freedom for the debtor and their family.	0	1.0	10	5	Slavery is the total loss of material and bodily freedom.	5	Bondage is a foundational societal axis.	5	Enslavement for debt was typically permanent without manumission.	3	Economic status (poverty) is changeable but often durable.	1	Aristotle describes a pre-Solonian law from the distant past.	5	Reports historical legal customs as plain facts.	0	Poverty does not inherently define one as a slave.
tlg0086.tlg003.perseus-eng1::1	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Nobility', 'Wealth / Properties']	Elite access to magistracies	The wealthy and noble	Eligibility for the archonship	MORE	['The magistrates were elected according to qualifications of birth and wealth. At first they governed for life, but subsequently for terms of ten years.', 'This was the natural consequence of the facts that the Archons were elected under qualifications of birth and wealth, and that the Areopagus was composed of those who had served as Archons']	The text explicitly states that holding high magisterial office was restricted to those meeting specific criteria of lineage (birth) and economic standing (wealth).	0	1.0	10	4	Right to hold high office involves significant political power.	4	Office-holding is a broad category of social status.	4	Status allows entry into the lifelong Areopagus council.	4	Birth (nobility) and wealth class were structural and hereditary.	1	Aristotle describes the early Athenian constitution.	5	Factual description of constitutional qualifications.	0	Nobility does not mean 'office holder' by definition.
tlg0086.tlg003.perseus-eng1::2	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Property-based franchise eligibility	Owners of military equipment	Right to vote in the Ekklesia	MORE	['The franchise was given to all who could furnish themselves with a military equipment. The nine Archons and the Treasurers were elected by this body from persons possessing an unencumbered property of not less than ten minas']	Under Draco's constitution, political rights (the franchise) were tied to the ability to afford hoplite armor, representing a specific wealth threshold.	0	1.0	9	4	The franchise (vote) has direct political and material impact.	5	The right to vote is a foundational societal right.	4	Depends on maintaining military equipment status.	3	Ability to furnish armor is based on changeable wealth.	1	Describes Draco's constitution from the 7th c. BCE.	5	Relates the specific terms of the franchise factualy.	0	Weapon ownership does not define the act of voting.
tlg0086.tlg003.perseus-eng1::3	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Wealth-based eligibility for high office	Wealthy property owners	Eligibility for the archonship	MORE	['The nine Archons and the Treasurers were elected by this body from persons possessing an unencumbered property of not less than ten minas, the less important officials from those who could furnish themselves with a military equipment, and the generals [Strategi] and commanders of the cavalry [Hipparchi] from those who could show an unencumbered property of not less than a hundred minas']	Draco's ordinances established specific minimum wealth requirements (measured in minas) for different levels of political and military leadership.	0	1.0	10	4	Eligibility for the archonship is a major political right.	4	Office-holding is a broad class of outcomes.	4	Eligibility holds as long as the wealth threshold is met.	3	Wealth ownership (10 minas) is a durable economic status.	1	Describes historical Draconian ordinances.	5	Reports specific financial requirements for office as fact.	0	Owning 10 minas does not mean 'archon' by definition.
tlg0086.tlg003.perseus-eng1::4	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Age']	Age requirement for magistracies	Men over thirty	Eligibility for the archonship	MORE	['Both for this and for the other magistracies the lot was cast among those who were over thirty years of age; and no one might hold office twice until every one else had had his turn']	The text identifies a specific age boundary (30 years) as a mandatory requirement for participating in the lottery for public offices.	0	1.0	10	3	Access to a social role (magistrate) through the lottery.	3	Applies to many offices/magistracies.	4	The eligibility holds for the remainder of adult life.	5	Being 'over thirty' is a birth-fixed temporal fact.	1	Reports historical archaic/classical regulations.	5	States the legal age-limit as a plain fact.	0	Being 30 is not the definition of a magistrate.
tlg0086.tlg003.perseus-eng1::5	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Graduated fines for council absence	The wealthy	Protection from financial penalties	LESS	['If any member of the Council failed to attend when there was a sitting of the Council or of the Assembly, he paid a fine, to the amount of three drachmas if he was a Pentacosiomedimnus, two if he was a Knight, and one if he was a Zeugites.']	The law imposed heavier financial burdens on members of higher property classes for failure to perform civic duties, linking resource loss to wealth status.	0	1.0	9	5	Financial penalties (fines) are direct loss of wealth.	2	Scoped to the specific fine for council absence.	2	Applies to a single procedure/absence.	3	Property classes were durable but potentially changeable.	1	Reports historical Solonian/post-Solonian laws.	5	Lists specific fine amounts for each class as fact.	0	Wealthy status does not define the payment of fines.
tlg0086.tlg003.perseus-eng1::6	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Freedom']	Prohibition of debt slavery	Citizens	Protection from enslavement	MORE	['As soon as he was at the head of affairs, Solon liberated the people once and for all, by prohibiting all loans on the security of the debtor’s person: and in addition he made laws by which he cancelled all debts, public and private.']	Solon's reform (the Seisachtheia) established a new legal rule prohibiting the use of one's person as collateral, thereby protecting the group from being enslaved due to debt.	0	1.0	10	5	Protection from enslavement is a foundational bodily right.	5	Fundamental protection affecting all citizens.	5	A permanent, structural protection in Athenian law.	4	Citizenship is a hard-to-change legal birth-status.	1	Describes historical reforms of Solon.	5	Reports the abolition of debt-slavery as a historical event.	0	Citizenship does not conceptually exclude the possibility of slavery.
tlg0086.tlg003.perseus-eng1::7	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Magistracy restricted to wealthy classes	Thetes	Eligibility for the archonship	LESS	['He divided the population according to property into four classes, namely, Pentacosiomedimni, Knights, Zeugitae, and Thetes. The various magistracies, namely, the nine Archons, the Treasurers, the Commissioners for Public Contracts [Poletae], the Eleven, and the Exchequer Clerks [Colacretae], he assigned to the Pentacosiomedimni, the Knights, and the Zeugitae, giving offices to each class in proportion to the value of their rateable property. To those who ranked among the Thetes he gave nothing but a place in the Assembly and in the juries.', 'Those ranked as Zeugitae who made two hundred measures, liquid or solid; and the rest ranked as Thetes, and were not eligible for any office. Hence it is that even at the present day, when a candidate for any office is asked to what class he belongs, no one would think of saying that he belonged to the Thetes.']	The text explicitly defines the property-based social classes and states that the lowest class, the Thetes, were legally excluded from holding specific named administrative and executive offices (magistracies).	1	1.0	10	4	Exclusion from magistracy/office is a loss of political power.	4	Covers a broad range of administrative and executive roles.	4	Usually lasts as long as one remains in the Thetic class.	3	Property class (Thetes) is durable but not immutable.	1	Refers to Solon's division of the population.	5	States the exclusion from office as a matter of law.	0	Being a Thete does not mean 'office-less' by definition.
tlg0086.tlg003.perseus-eng1::8	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Treasurer eligibility restricted to Pentacosiomedimni	Pentacosiomedimni	Eligibility for the office of Treasurer	MORE	['A proof that Solon regulated the elections to office according to the property classes may be found in the law still in force with regard to the Treasurers, which enacts that they shall be chosen from the Pentacosiomedimni.']	Aristotle identifies a specific law, still active in his own time, that restricts the pool of candidates for the role of Treasurer to the highest property class.	1	1.0	10	4	Holding the office of Treasurer involves significant power.	3	Specific to one highly important administrative office.	4	Eligibility persists as long as one is in the top class.	3	The Pentacosiomedimnus class is a durable wealth bracket.	0	Aristotle explicitly notes the law is 'still in force'.	5	Cites an existing law as absolute proof of the practice.	0	Wealthy status is not defined by being a Treasurer.
tlg0086.tlg003.perseus-eng1::9	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship']	Neutrality in civil strife penalty	Citizens	Right to retain citizenship	LESS	['Further, since he saw the state often engaged in internal disputes, while many of the citizens from sheer indifference accepted whatever might turn up, he made a law with express reference to such persons, enacting that any one who, in a time civil factions, did not take up arms with either party, should lose his rights as a citizen and cease to have any part in the state.']	The law mandates active participation in civil conflicts; failure to choose a side results in the loss of one's legal status as a citizen.	1	1.0	9	4	Loss of rights (atimia) represents a direct loss of legal personhood and material standing.	5	Citizenship is a foundational societal axis covering many outcomes.	5	Loss of citizenship is described as a permanent removal from the state.	4	Citizenship is a legal birth-status, very hard to change or regain once lost.	1	Aristotle describes a law attributed to Solon, centuries before his time.	5	Verbatim cites an enactment of law as an historical fact.	0	Neutrality in war is not part of the definition of a 'Citizen'.
tlg0086.tlg003.perseus-eng1::10	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Freedom']	Prohibition of debt-slavery	Citizens	Protection from enslavement for debt	MORE	['There are three points in the constitution of Solon which appear to be its most democratic features: first and most important, the prohibition of loans on the security of the debtor’s person.', 'And those that here in vilest slavery crouched ‘neath a master’s frown, I set them free.']	The reform explicitly banned the practice of using one's own body as collateral for loans, which previously allowed citizens to be sold into slavery.	1	1.0	10	5	Protection from enslavement concerns bodily freedom and physical property status.	5	Freedom from slavery is a foundational structural axis.	5	A ban on debt-slavery provides a lifelong structural protection.	4	Citizen status is a structural birth-status.	1	Describes the 6th-century BC reforms of Solon.	5	The text identifies this as one of three central democratic facts of the constitution.	0	Being a citizen does not inherently define one as immune to debt-bondage in all systems.
tlg0086.tlg003.perseus-eng1::11	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship']	General right to claim redress	Citizens	Right to legal standing for others	MORE	['secondly, the right of every person who so willed to claim redress on behalf of any one to whom wrong was being done.']	This rule allowed any citizen (not just the victim) to initiate legal action to seek justice for a wrong, expanding access to the legal system.	1	1.0	9	4	Legal standing to sue has direct material consequences for property and justice.	4	Right to claim redress covers a broad category of legal protections.	5	This legal right of standing is a permanent attribute of citizenship.	4	Citizenship is a legal/structural birth-status.	1	Refers to Solonian reforms in the distant past.	5	Reported as one of the established 'points in the constitution'.	0	The right to sue on behalf of others is a specific legal innovation, not a definition.
tlg0086.tlg003.perseus-eng1::12	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship']	Right of appeal to jury-courts	Citizens	Right of appeal to jury-courts	MORE	['thirdly, the institution of the appeal to the jury-courts; and it is to this last, they say, that the masses have owed their strength most of all, since, when the democracy is master of the voting-power, it is master of the constitution.']	The text defines the ability to appeal magistrate decisions to a jury of citizens as a core constitutional right granted to the public.	1	1.0	10	4	Appeal to courts is a concrete legal right that protects property and person.	4	A major category of right spanning all magistrate decisions.	5	The institution of appeal is a lifelong structural feature of the citizen's life.	4	Citizenship is a structural status.	1	Refers to the historical constitution of Solon.	5	Describes the institution of appeal as a factual historical development.	0	The right of appeal is a procedural right, not the definition of a citizen.
tlg0086.tlg003.perseus-eng1::13	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Nobility', 'Occupation']	Archonship reserved for specific classes	Eupatridae	Eligibility for the archonship	MORE	['After this it was agreed, as a compromise, to elect ten Archons, five from the Eupatridae, three from the Agroeci, and two from the Demiurgi, and they ruled for the year following Damasias.']	Following the expulsion of Damasias, a formal rule was established allocating a specific number of Archon seats to specific social/hereditary classes (Eupatridae/Nobles, Agroeci/Farmers, Demiurgi/Artisans), granting the Eupatridae a majority of those reserved seats.	0	1.0	10	4	The Archonship is a high office with significant political power and material reach.	3	Specific to a single high office (Archonship).	5	Eligibility is a lifelong structural attribute of the class.	5	Eupatridae are a hereditary noble lineage.	1	Describes a compromise from the early 6th century BC.	5	Reports a formal agreed compromise as historical fact.	0	Eligibility for this specific office is not the definition of nobility.
tlg0086.tlg003.perseus-eng1::14	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship', 'Lineage']	Citizen-roll revision for pure descent	Those not of pure descent	Right to the franchise	LESS	['A proof of this is seen in the fact that after the tyranny was overthrown a revision was made of the citizen-roll, on the ground that many persons were partaking in the franchise without having a right to it.']	The text describes a systematic revision (diapsephismos) where individuals whose lineage was not considered 'pure' were stripped of their voting rights and status as citizens.	0	1.0	9	4	The franchise (voting) is the primary engine of political power and rights.	5	The franchise is a foundational societal right.	5	Loss of the citizen-roll is a permanent and lifelong change in status.	5	Defined by lineage/descent, which is strictly immutable.	1	Describes a revision after the fall of the Peisistratids.	4	Reports a historical event (revision of rolls) as proof of a claim.	0	Lacking pure descent doesn't automatically mean 'disenfranchised' without this law.
tlg0086.tlg003.perseus-eng1::15	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Agricultural loans for the poor	The poor	Access to agricultural capital	MORE	['Not only was he in every respect humane and mild and ready to forgive those who offended, but, in addition, he advanced money to the poorer people to help them in their labours, so that they might make their living by agriculture.']	Under Pisistratus, a general state policy was implemented to provide loans to the poor specifically to enable them to work in the countryside.	0	1.0	10	5	Direct provision of money/capital for subsistence agriculture.	4	Broad category of access to capital for a large class.	4	Loans have long-term effects on the viability of one's livelihood.	3	The poor are a wealth bracket, changeable through effort or fortune.	1	Describes the tyranny of Pisistratus (6th century BC).	5	Reports a specific administrative practice of the tyrant.	0	Being poor does not define one as a recipient of agricultural loans.
tlg0086.tlg003.perseus-eng1::16	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Tax on agricultural produce	Landowners	Right to retain total harvest	LESS	['At the same time his revenues were increased by the thorough cultivation of the country, since he imposed a tax of one tenth on all the produce.']	The administration established a mandatory land tax requiring one-tenth of all agricultural produce to be paid to the state/tyrant.	0	1.0	10	5	A tax is a direct material seizure of wealth/produce.	4	A broad tax affecting the entire class of producers.	5	Taxes on land/produce are lifelong obligations for owners.	3	Landownership is an economic role, though often stable.	1	Describes historical taxation under Pisistratus.	5	Reports the imposition of a 10% tax as a neutral fact.	1	Landowners, by definition, are the targets of a produce/land tax; less harvest is implicit.
tlg0086.tlg003.perseus-eng1::17	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship']	Local justice for rural citizens	Rural citizens	Access to local judicial proceedings	MORE	['For the same reasons he instituted the local justices, and often made expeditions in person into the country to inspect it and to settle disputes between individuals, that they might not come into the city and neglect their farms.']	The institution of 'local justices' (δικασταὶ κατὰ δήμους) provided a legal resource for people in the countryside, allowing them to settle disputes without traveling to the city.	0	1.0	9	4	Local justice is a concrete legal resource with travel/time savings.	3	Tied to a particular judicial institution/reform.	4	Availability of local courts is a long-term structural feature.	3	Residence (rural vs city) is changeable but usually durable.	1	Describes historical reforms of Pisistratus.	5	Reports the institution of local justices as a historical fact.	0	Living in the country doesn't inherently imply having 'local' justices.
tlg0086.tlg003.perseus-eng1::18	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship']	Athenian anti-tyranny statute	Aspiring tyrants	Right to retain civic rights	LESS	['The law ran as follows: ‘These are the ancestral statutes of the Athenians; if any persons shall make an attempt to establish a tyranny, or if any person shall join in setting up a tyranny, he shall lose his civic rights, both himself and his whole house.’']	The text quotes an ancestral law (atmia) that automatically strips any person and their family of all civic rights if they attempt to establish a tyranny.	0	1.0	10	4	Total loss of civic rights (atimia) for the individual and family.	5	Loss of all civic rights is a foundational punishment.	5	Sentence of atimia was generally permanent for the whole house.	1	Defined by the act of attempting a tyranny; behavioral.	1	Cites 'ancestral statutes' from the archaic period.	5	Verbatim quotes the specific text of the statute.	0	An aspiring tyrant is not, by definition, a person without rights.
tlg0086.tlg003.perseus-eng1::19	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship', 'Lineage']	Family-based exclusion from the city	Athenians of 'polluted' lineage	Right to reside in Attica	LESS	['On this Cleisthenes retired from the country, and Cleomenes, entering Attica with a small force, expelled, as polluted, seven hundred Athenian families.']	The text describes a general application of the religious/political concept of 'pollution' to expel a large group (700 families) rather than a single individual, showing that entire lineages could lose their right to reside in the territory based on ancestral status.	0	1.0	9	5	Expulsion from territory is a total loss of residence and property access.	4	Broad penalty affecting residency and membership.	5	Exile of families was usually perpetual or long-term.	5	Defined by lineage ('polluted families').	1	Describes the Cleisthenic period (late 6th century BC).	5	Reports a massive historical expulsion as fact.	0	Being of a certain lineage doesn't define one as being in exile.
tlg0086.tlg003.perseus-eng1::20	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship']	Democratic identification by deme	Citizens	Official status identification by locality	MORE	['All who lived in any given deme he declared fellow-demesmen, to the end that the new citizens might not be exposed by the habitual use of family names, but that men might be officially described by the names of their demes; and accordingly it is by the names of their demes that the Athenians speak of one another.']	Cleisthenes established a rule where citizenship and official identity were tied to the deme (locality) rather than family names, specifically to protect and integrate new citizens into the franchise.	1	1.0	10	3	Official identity is a social role that grants access to legal/civic rights.	4	The basis for all official identification and civic interaction.	5	Deme membership is a lifelong, hereditary structural status.	4	Citizenship/Deme-status is a legal birth-status.	1	Describes the historical reforms of Cleisthenes.	5	Reports the renaming/reclassification policy as a factual change.	0	Citizens are not defined by 'location-based naming' by default.
tlg0086.tlg003.perseus-eng1::21	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship', 'Lineage']	Maintenance of ancestral religious rites	Noble families and clans	Right to retain family and clan religious rites	MORE	['On the other hand he allowed every one to retain his family and clan and religious rites according to ancestral custom.']	Despite the administrative reforms into tribes and demes, a specific rule was maintained protecting the immaterial resource of ancestral religious and clan traditions for existing groups.	1	1.0	9	2	Religious rites and clan heritage are mostly symbolic/immaterial.	3	Relates to specific family and clan institutions.	5	Ancestral rites are lifelong and trans-generational.	5	Noble families and clans are immutable hereditary groups.	1	Describes the outcome of Cleisthenes' reforms.	5	Reports the retention of rights as a factual compromise.	0	Retention of rites is not part of the definition of a noble family.
tlg0086.tlg003.perseus-eng1::22	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship']	Protection of the state through ostracism	Influential citizens	Right to remain in the city	LESS	['Thus for three years they continued to ostracize the friends of the tyrants, on whose account the law had been passed; but in the following year they began to remove others as well, including any one who seemed to be more powerful than was expedient.']	Ostracism was a formal legal mechanism in Athens allowing the temporary expulsion of citizens who gained 'expedient' power, representing a loss of the right to reside in the city.	1	1.0	10	5	Expulsion from the city is a material loss of land/home access.	4	Loss of residency is a major structural outcome.	4	Ostracism lasted 10 years; a large portion of an adult life.	3	Powerful/influential citizens are a social bracket, often stable.	1	Describes the early 5th-century use of the law.	5	Reports on the implementation of the law as an historical fact.	0	Powerful citizens are not defined by being ostracized.
tlg0086.tlg003.perseus-eng1::23	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship']	Zonal restriction for ostracized persons	Ostracized citizens	Freedom of residence within Greece	LESS	['it was laid down for the future that persons under sentence of ostracism must live between Geraestus and Scyllaeum, on pain of losing their civic rights irrevocably.']	A specific legal amendment defined a geographic boundary for those ostracized; crossing this boundary resulted in the total and permanent loss of citizenship (civic rights).	1	1.0	10	5	Zonal restriction and permanent loss of rights are material penalties.	3	A specific restriction on movement for a subset of exiles.	4	Holds for the duration of the 10-year ostracism period.	2	An episodic status (those under a specific sentence).	1	Describes a 5th-century historical legal amendment.	5	Reports the verbatim conditions of the decree as fact.	0	Ostracized persons are not defined by the specific Geraestus boundary.
tlg0086.tlg003.perseus-eng1::24	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship', 'Occupation']	State maintenance for public service	Citizens in public service	Access to state-funded maintenance	MORE	['Out of the proceeds of the tributes and the taxes and the contributions of the allies more than twenty thousand persons were maintained. There were 6,000 jurymen, 1,600 bowmen, 1,200 Knights, 500 members of the Council, 500 guards of the dockyards, besides fifty guards in the Acropolis.']	The Athenian state established a system where citizens holder specific offices or performing military/judicial duties were entitled to financial support from the imperial revenues.	1	1.0	9	5	State-funded maintenance is direct financial income from tribute/taxes.	4	A broad system of income for thousands across various roles.	4	Maintenance holds during long-term service (e.g., dockyard guards).	2	Role-bound (jurymen, guards) for specific terms.	1	Refers to the mid-5th century Athenian empire.	5	Provides detailed numbers to attest to the factual system.	0	Public service does not always definitionally include financial maintenance.
tlg0086.tlg003.perseus-eng1::25	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Wealth / Properties']	Zeugitae eligibility for Archonship	Zeugitae	Eligibility for the archonship	MORE	['No alteration, however, was made in the method of election of the nine Archons, except that five years after the death of Ephialtes it was decided that the candidates to be submitted to the lot for that office might be selected from the Zeugitae as well as from the higher classes.']	The text explicitly mentions a legislative change (a decision/decree) that expanded the pool of candidates for the high office of Archon to include the Zeugitae (the third property class), who were previously excluded in favor of the Pentacosiomedimni and Knights.	0	1.0	10	4	Access to high political office (Archonship) with material control.	3	Specific to the highest office but recurring.	5	Eligibility is a lifelong structural right for members of that class.	4	Zeugitae are a census/property class; very stable structural status.	1	Describes a specific 5th-century legal decision.	5	Reports the decision to open the lot as fact.	0	The property-class definition doesn't include specific office eligibility.
tlg0086.tlg003.perseus-eng1::26	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Citizenship', 'Lineage']	Double parentage citizenship requirement	Persons of mixed parentage	Right to the franchise	LESS	['two years afterwards, in the archonship of Antidotus, in consequence of the great increase in the number of citizens, it was resolved, on the motion of Pericles, that no one should be admitted to the franchise who was not of citizen birth by both parents.']	The passage describes the Periclean citizenship law which restricted the resource of political franchise specifically to those with two citizen parents, thereby removing it from those with only one citizen parent.	0	1.0	10	4	The franchise provides the direct power to vote and hold status.	5	Foundational societal right for political participation.	5	Determines lifelong status as a citizen or non-citizen.	5	Mixed parentage is a strictly immutable fact of birth.	1	Describes Pericles' citizenship law of 451 BC.	5	Cites the motion and its historical context as fact.	0	Mixed parentage doesn't automatically imply lack of franchise.
tlg0086.tlg003.perseus-eng1::27	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Occupation']	Public pay for jury service	Jurors	Pay for service in law-courts	MORE	['Pericles was also the first to institute pay for service in the law-courts, as a bid for popular favour to counterbalance the wealth of Cimon.', 'and accordingly he instituted pay for the members of the juries.']	The text documents a specific rule change introduced by Pericles providing financial compensation for citizens performing the role of jurors, which is a material resource.	0	1.0	10	5	Direct cash payment (misthos) for jury service.	3	Narrowly scoped to a single role (juror).	2	Pay is episodic, tied to active service sessions.	2	Episodic role based on selection for a trial.	1	Describes the historical innovations of Pericles.	5	Reports the institution of pay as a neutral historical fact.	0	The definition of a juror does not inherently include being paid.
tlg0086.tlg003.perseus-eng1::28	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Age']	Age restriction for constitutional committees	Men under forty	Eligibility for the Committee of Public Safety	LESS	['The popular Assembly was to elect twenty persons, over forty years of age, who, in conjunction with the existing ten members of the Committee of Public Safety, after taking an oath that they would frame such measures as they thought best for the state, should then prepare proposals for the public safety.']	Under the oligarchic reforms of the Four Hundred, a rule was established setting a minimum age of forty for the special committee tasked with framing the state's safety measures.	0	1.0	9	4	Power to frame constitutional measures for the state.	2	Tied to a specific, unique committee (Committee of Public Safety).	2	Brief episode during an emergency/reform period.	5	Age (being under 40) is immutable at that moment.	1	Describes the 411 BC oligarchic coup.	5	Reports the specific rules of the Assembly's election decree.	0	Being under forty does not define one as ineligible for all committees.
tlg0086.tlg003.perseus-eng1::29	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	['Occupation']	Abolition of magistrate pay	Magistrates	Remuneration for public office	LESS	['All magistrates should serve without remuneration for the period of the war, except the nine Archons and the Prytanes for the time being, who should each receive three obols a day.']	The text defines a rule during the Coup of 411 BCE where public officials (magistrates) were deprived of their previous right to receive payment for their service, with limited exceptions.	0	1.0	10	5	Wage/salary (remuneration) is a tangible monetary resource.	3	Specifically concerns compensation for holding a particular public office.	3	Pay is tied to the duration of the term of office.	3	Magistrates hold a social/professional role acquired through selection or election.	1	Describes the temporary measures of the Coup of 411 BCE, roughly 80 years before Aristotle wrote.	5	Verbatim reports a specific historical constitutional decree as fact.	0	Being a magistrate does not inherently include or exclude the right to pay.
