file_id	author	title	pages	author_impact_date	group	group_category	resource	resource_category	rule_category	direction	rule_name	confidence	specificity
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Defendants	Legal standing	Protection from prosecution via illegal 'information'	Legal standing	Access to judicial protection	MORE	Protection from illegal information	9	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Witnesses	Occupation	Protection from punishment for false testimony	Legal standing	Legal procedure	LESS	Perjury liability	10	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Slaves	Freedom status	Right to testify with immunity	Legal standing	Access to judicial protection	MORE	Slave admissibility under immunity	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Resident aliens	Citizenship	Right to state-granted immunity	Legal standing	Access to judicial protection	MORE	Alien legal immunity	9	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Informants	Occupation	Right to financial rewards for testimony	Economic privileges	Grant of economic privilege	MORE	State-funded informant rewards	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Informants	Occupation	Protection from capital punishment	Body integrity	Protection from bodily harm	LESS	Informant liability for falsehood	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Slaves	Freedom status	Protection from judicial torture	Body integrity	Legal standing	LESS	Slave admissibility under torture	9	2
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Prosecutors	Legal standing	Citizenship rights	Citizenship	Disenfranchisement	LESS	Juror disenfranchisement penalty	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Sureties	Legal standing	Protection from vicarious imprisonment/execution	Body integrity	Legal liability	LESS	Surety liability	9	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Slaves	Freedom status	Protection from punishment for self-incrimination	Legal standing	Access to judicial protection	MORE	Witness immunity grant	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Non-initiates	Religious access	Right to attend meetings regarding sacred mysteries	Religious access	Exclusion from sacred spaces	LESS	Religious space exclusion	9	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Resident aliens	Citizenship	Right to state financial rewards for information	Economic privileges	Grant of economic privilege	MORE	Informant reward eligibility	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Informants	Legal standing	Protection from execution	Body integrity	Access to judicial protection	MORE	Judicial immunity for truth	10	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Non-initiates	Religious access	Right to serve as juror in religious trials	Legal standing	Exclusion from judicial office	LESS	Juror religious restriction	9	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Unsuccessful prosecutors	Legal standing	Right to enter sacred spaces and maintain citizenship	Citizenship	Restriction of citizenship rights	LESS	Vexatious litigant sanctions	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizens	Freedom from arbitrary arrest during assembly	Freedom	Restriction of personal freedom	LESS	Council summon arrest signal	9	2
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Slave owners	Wealth	Right to collect slave earnings	Property and inheritance	Access to economic resources	MORE	Slave earnings entitlement	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Informants	Occupation	Financial reward for reporting crimes against the state	Economic privileges	Grant of economic privilege	MORE	Public reward for information	10	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Accused citizens	Citizens	Protection from torture (the wheel)	Body integrity	Denial of judicial protection	LESS	Suspension of legal protections	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Legal sureties	Legal standing	Protection from the penalties of the accused	Legal standing	Legal obligation	LESS	Surety liability	10	7
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizens	Freedom from emergency mobilization	Freedom	Obligation of public duty	LESS	Emergency military muster	9	2
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Convicted criminals (Impiety)	Legal status	Right to retain property	Property and inheritance	Denial of property rights	LESS	Property confiscation for impiety	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Slaves	Freedom status	Right to testify without torture	Legal standing	Denial of judicial immunity	LESS	Slave admissibility under torture	10	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Informants	Legal standing	Protection from execution without trial	Body integrity	Capital punishment for perjury	LESS	Execution for false informing	9	8
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizenship	Right to question the defendant	Legal standing	Access to judicial participation	MORE	Citizen right of inquiry	8	2
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Witnesses	Legal standing	Right to address the court from the platform	Legal standing	Access to court platforms	MORE	Witness address privilege	9	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Individuals admitting impiety	Health	Right to enter temples	Religious access	Restriction of religious access	LESS	Impious temple exclusion	9	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	State debtors	Wealth	Civic rights (atimia)	Citizenship	Denial of citizenship rights	LESS	State debtor disenfranchisement	10	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Descendants of convicts	Lineage	Personal civic rights	Citizenship	Denial of hereditary rights	LESS	Ancestral atimia for bibe-taking	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Soldiers guilty of cowardice	Occupation	Personal civic rights	Citizenship	Denial of political rights	LESS	Military cowardice disenfranchisement	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Soldiers under the Four Hundred	Occupation	Right to speak in Assembly	Political power	Exclusion from political speech	LESS	Oligarchic soldier speech restriction	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Disfranchised citizens	Citizenship	Right to enter the Agora	Freedom	Restriction of personal freedom	LESS	Agora access restriction	9	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizenship	Protection from pre-Eucleides laws	Legal standing	Access to judicial protection	MORE	Non-retroactivity of laws	10	1
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Oligarchic officials	Occupation	Protection from extrajudicial killing	Body integrity	Withdrawal of bodily protection	LESS	Impunity for slaying tyrants	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Male relatives (next-of-kin)	Lineage	Right to marry heiresses (epikleroi)	Marriage and family	Access to family succession	MORE	Next-of-kin marriage right	10	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Ritual participants	Occupation	Protection from capital punishment	Body integrity	Sanction for ritual violation	LESS	Bough placement penalty	9	8
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Impious persons	Origin	Right to enter temples	Religious access	Religious access restriction	LESS	Temple exclusion for impiety	9	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	State debtors	Wealth	Citizenship rights	Citizenship	Denial of civic rights	LESS	State debtor disenfranchisement	10	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Convicted bribe-takers	Lineage	Personal rights for descendants	Citizenship	Hereditary loss of rights	LESS	Corruption based atimia	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Military deserters	Occupation	Personal rights	Citizenship	Denial of personal rights	LESS	Military cowardice atimia	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Abusers of parents	Age	Personal rights	Citizenship	Denial of personal rights	LESS	Elder abuse atimia	10	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Four Hundred supporters	Citizenship	Right to speak in Assembly	Political power	Exclusion from political speech	LESS	Political speech restriction	10	7
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Specifically disfranchised persons	Citizenship	Freedom of movement (maritime)	Freedom	Restriction of personal freedom	LESS	Geographic movement restriction	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizenship	Protection from individualized legislation	Legal standing	Protection from arbitrary law	MORE	General law requirement	10	1
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizenship	Protection from arbitrary prosecution	Legal standing	Access to judicial protection	MORE	Protection from un-inscribed laws	10	1
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Tax farmers	Occupation	Freedom from summary imprisonment	Body integrity	Restriction of personal freedom	LESS	Tax farmer imprisonment	9	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Oligarchic officials	Occupation	Protection from extrajudicial killing	Body integrity	Protection from bodily harm	LESS	Outlawry of anti-democrats	10	8
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizens	Protection from prosecution for homicide	Body integrity	Protection of democratic order	MORE	Tyrannicide immunity and reward	10	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Children of tyrannicides	Lineage	State-funded maintenance and honors	Economic privileges	State-sponsored welfare	MORE	Tyrannicide survivor benefits	9	7
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Defendants	Citizens	Protection from prosecution under obsolete laws	Legal standing	Judicial protection	MORE	Post-Eucleides law validity	9	2
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Democratic loyalists	Citizens	Protection from execution without trial	Body integrity	Political exclusion	LESS	Dissent-based execution	9	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Ritual participants	Citizens	Right to life	Body integrity	Religious legal restriction	LESS	Sanctuary violation penalty	8	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Next of kin	Lineage	Right to marry heiresses (epikleroi)	Marriage and family	Family rights	MORE	Levirate marriage priority	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Exiles	Citizens	Right to return and hold rights	Citizenship	Citizenship recovery	MORE	Exile restoration	10	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Sons	Lineage	Right to be recognized as legitimate	Marriage and family	Access to lineage status	LESS	Paternal recognition of legitimacy	9	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Sons	Lineage	Right to admission to the Ceryces	Religious access	Access to religious/civic groups	MORE	Paternal oath for admission	10	7
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizenship	Right to initiate others and sacrifice	Religious access	Access to sacred rites	MORE	Initiation and ritual participation	9	2
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizenship	Right to serve as Treasurer	Political power	Access to high office	MORE	Eligibility for public treasurership	9	4
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizenship	Right to bid for state tax contracts	Economic privileges	Grant of economic privilege	MORE	Tax farming bidding rights	10	5
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Nobles	Lineage	Right to use ancestral service for legal defense	Legal standing	Access to judicial mercy	MORE	Ancestral merit in sentencing	8	3
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Foreigners	Origin	Right to Athenian citizenship	Citizenship	Grant of citizenship status	MORE	Naturalization of allies	9	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizens	Protection from execution without necessity	Body integrity	Protection from bodily harm	MORE	Citizen protection from execution	9	2
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Foreigners	Foreigners	Right to acquire civic rights	Citizenship	Access to citizenship	MORE	Naturalization of foreigners	10	6
tlg0027.tlg001.perseus-eng2	Andocides	On the Mysteries	74	-500	Citizens	Citizens	Right to tribal advocacy in court	Legal standing	Legal standing	MORE	Judicial support via tribesmen	9	4
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Resident aliens	Citizenship	Right to retain property	Property and inheritance	Protection from asset seizure	LESS	Metic property protection	10	3
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Resident aliens	Citizenship	Right to trial and self-defense	Legal standing	Denial of judicial process	LESS	Metic right to trial	9	3
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Resident aliens	Citizenship	Right to conduct funerals from family homes	Religious access	Restriction of burial customs	LESS	Metic funerary rights	9	4
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Slaves	Freedom status	Protection from state seizure	Body integrity	Asset confiscation	LESS	Admissibility of slave lists	10	2
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Citizens	Citizenship	Protection from arbitrary exile and execution	Body integrity	Political purge	LESS	Citizen exile and execution	9	2
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Resident aliens	Citizenship	Right to attend political councils	Political power	Exclusion from governance	LESS	Metic political exclusion	10	3
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Daughters of citizens	Gender, Age	Right to marry	Marriage and family	Denial of marriage	LESS	Marriage rights restriction	8	5
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Citizens	Citizens	Right to a trial before execution	Legal standing	Access to judicial protection	MORE	Protection from summary execution	10	2
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Citizens	Citizens	Right to cite military service in legal defense	Legal standing	Access to judicial leniency	MORE	Defense through public service	9	3
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Magistrates	Occupation	Obligation to decline extra-legal powers	Political power	Restriction of political authority	LESS	Prohibition of unconstitutional power	8	5
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Political detainees	Citizens	Right to individual sentencing and trial	Body integrity	Denial of judicial protection	LESS	Collective execution of prisoners	9	7
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Exiles	Citizens	Right to reside within the city	Freedom	Denial of housing security	LESS	Exile's loss of residence	9	4
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Citizens	Citizens	Right to vote in the Assembly	Political power	Access to political power	MORE	Assembly voting rights	10	1
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Orators	Occupation	Freedom to oppose legislation in Assembly	Political power	Exclusion from political speech	LESS	Right of political speech	9	6
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Defendants	Legal standing	Right to trial before execution	Legal standing	Access to judicial protection	MORE	Judicial defense right	10	5
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Citizens	Citizenship	Right to conduct customary funerals	Religious access	Protection of religious access	MORE	Funerary rites access	9	2
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Citizens	Citizenship	Right to bear arms	Military	Grant of military privilege	MORE	Arms possession right	9	3
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Exiles	Citizenship	Protection from seizure in foreign cities	Legal standing	Access to judicial protection	LESS	Freedom from extradition	8	4
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Citizens	Citizenship	Safety within temples and altars	Religious access	Access to religious protection	MORE	Sanctuary protection	10	1
tlg0540.tlg012.perseus-eng2	Lysias	Against Eratosthenes	31	-409	Children	Age	Protection from enslavement for petty debts	Freedom	Restriction of personal freedom	LESS	Debt-based enslavement	7	6
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	The sick	Health	Protection from noise and excitement	Legal standing	Protection of patients	MORE	Phrenitic quietude	9	8
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	The sick	Health	Access to friends and family	Marriage and family	Access to social support	MORE	Phrenitic visitation rights	9	7
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Youths	Age	Access to aggressive medical intervention	Body integrity	Medical resource allocation	MORE	Youthful bloodletting preference	8	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Elders	Age	Access to curative treatment for apoplexy	Body integrity	Denial of medical care	LESS	Elderly medical exclusion	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Elders	Age	Access to acute-phase resolution	Body integrity	Chronic disease abandonment	LESS	Post-prime epileptic neglect	7	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Mental health patients	Health	Right to specialized medical environmental control	Economic privileges	Access to medical treatment	MORE	Medical care for Phrenetics	10	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Mental health patients	Health	Access to friends and social contact	Legal standing	Social interaction rights	MORE	Social access to patients	9	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Mental health patients	Health	Protection from prolonged fasting	Body integrity	Access to nutrition	MORE	Exemption from food deprivation	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Youths	Age	Protection from excessive bloodletting	Body integrity	Medical protocol differentiation	LESS	Age-based bloodletting intensity	8	6
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Mental health patients	Health	Freedom of movement within the home	Freedom	Restriction of movement	LESS	Physical restraint/safety protocol	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients	Health	Protection from medical experimentation	Body integrity	Access to judicial protection	LESS	Medical trial and error	9	2
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Lethargics with prior phrenitis	Health	Protection from venesection	Body integrity	Medical protocol	MORE	Post-phrenitis bloodletting prohibition	10	7
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Lethargics	Health	Right to undisturbed rest	Body integrity	Patient management	LESS	Lethargic sensory stimulation	9	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Plethoric lethargics	Health	Protection from corporal incision	Body integrity	Medical protocol	LESS	Plethoric venesection	10	6
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Elderly persons	Age	Right to life-saving medical intervention	Health	Denial of medical care	LESS	Geriatric medical abandonment	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Youths	Age	Right to active medical curative attempts	Health	Access to medical treatment	MORE	Youth-based medical priority	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Children	Age	Protection from adult-strength emetics	Health	Age-based medical adjustment	MORE	Infant therapeutic modification	10	3
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Women	Gender	Right to venesection for tetanus	Legal standing	Access to emergency care	MORE	Post-abortion medical priority	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Youths	Age	Right to aggressive life-saving venesection	Legal standing	Access to healthcare	MORE	Age-based medical intervention	10	3
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients	Health	Protection from unproven tracheotomy	Body integrity	Body integrity	MORE	Protection from surgical experimentation	8	2
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	The sick	Health	Access to specific medical therapies	Economic privileges	Access to medical treatment	MORE	Medical care for diseased	9	3
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients with Pleurisy	Health	Right to immediate venous bloodletting	Legal standing	Access to medical care	MORE	Standard Phlebotomy for Pleurisy	10	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients with Pleurisy	Health	Right to medicinal food (ptisan) and recruitment	Economic privileges	Access to medical care	MORE	Post-Bloodletting Nutritional Support	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients with Pleurisy	Health	Protection from premature cupping	Body integrity	Access to medical care	MORE	Cupping Therapy Timing	9	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients with Pleurisy	Health	Right to topical analgesics (oil) during scarification	Body integrity	Access to medical care	MORE	Pain Management during Cupping	9	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Women	Gender	Right to uterine medicinal injection	Health	Medical procedure differentiation	MORE	Gendered Internal Purging	10	2
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Physicians	Occupation	Protection from social blame for patient death	Legal standing	Protection from social liability	LESS	Medical vulnerability of the vulgar	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Physicians	Occupation	Right to exit a terminal case with credit	Legal standing	Access to professional honor	MORE	Professional reputation protection	8	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Physicians	Occupation	Right to perform euthanasia	Legal standing	Restriction of judicial power	LESS	Prohibition of medically-induced death	10	3
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Convalescent patients	Health	Access to human milk as a medical resource	Economic privileges	Access to biological resources	MORE	Maternal milk provision	9	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Women	Gender	Right to physical health through menstrual regulation	Body integrity	Control of female biology	MORE	Menstrual regulation obligation	8	2
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Physicians	Occupation	Protection from social and legal blame for patient death	Legal standing	Protection from professional liability	MORE	Medical practitioner's liability protection	9	8
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	The wealthy	Wealth	Right to bloodletting therapy	Economic privileges	Access to judicial protection	MORE	Medical venesection eligibility	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	The poor	Wealth	Right to bloodletting therapy	Economic privileges	Denial of medical intervention	LESS	Medical venesection exclusion	9	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	The sick	Health	Right to sensory gratification in medical care	Legal standing	Access to comfortable care	MORE	Patient autonomy in treatment	8	2
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	The sick	Health	Access to specialized and flavored diet	Economic privileges	Grant of economic privilege	MORE	Dietary modification by health	9	3
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients in marasmus	Health	Right to specific human and animal milk for recovery	Economic privileges	Access to medical care	MORE	Dietary recovery milk access	10	8
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Wealthy patients	Wealth	Right to aesthetically pleasing and climate-controlled surroundings	Economic privileges	Access to environmental resources	MORE	Physician-mandated sensory environment	9	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	The poor	Wealth	Access to primary therapeutic environmental sites	Economic privileges	Denial of luxury care	LESS	Economic-based medical substitution	10	3
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients with inflammation	Health	Right to consume wine during illness	Economic privileges	Access to luxury goods	LESS	Selective wine distribution	9	7
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Physicians	Occupation	Right to perform euthanasia for suffering patients	Legal standing	Exclusion from medical assistance in dying	LESS	Physician immunity from euthanasia	10	8
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients	Health	Right to continued medical attendance in terminal states	Legal standing	Withdrawal of medical care	LESS	Medical abandonment of terminal patients	9	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients	Health	Protection from medically induced sleep or anesthesia	Body integrity	Restriction of personal freedom	LESS	Freedom from medically-induced unconsciousness	8	6
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Children or Elders	Age	Access to venesection (bloodletting)	Legal standing	Age-based medical restriction	LESS	Age-based medical exclusion	9	3
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Patients with bladder stones	Health	Right to surgical intervention (lithotomy) to prevent death	Body integrity	Access to emergency surgery	MORE	Surgical stone extraction	10	4
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Women	Gender	Access to menstrual health monitoring	Body integrity	Obligation of healthcare	MORE	Female reproductive health maintenance	9	2
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Ailment-afflicted women	Gender, Health	Freedom of movement (limbs)	Freedom	Restriction of personal freedom	LESS	Medical physical restraint	10	5
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Sick	Health	Access to medical treatment and pharmacological intervention	Economic privileges	Access to healthcare	MORE	Medical care for acute disease	9	3
tlg0719.tlg003.perseus-eng2	Aretaeus of Cappadocia	On the Therapeutics of Acute Diseases	99	135	Sick	Health	Right to consume standard diet (wine and meat)	Economic privileges	Restriction of consumption	LESS	Dietary regulation of patients	9	4
tlg0030.tlg003.perseus-eng2	Hyperides	Against Athenogenes	16	-360	Slave sellers	Occupation	Right to finality of sale without disclosure	Legal standing	Consumer protection in slave trade	LESS	Slave sale health disclosure	10	4
tlg0030.tlg003.perseus-eng2	Hyperides	Against Athenogenes	16	-360	Children	Age	Legitimacy of offspring	Marriage and family	Access to legitimate status	MORE	Marital legitimacy criteria	10	2
tlg0030.tlg003.perseus-eng2	Hyperides	Against Athenogenes	16	-360	Property owners	Wealth	Right to bequeath property	Property and inheritance	Restriction of property disposal	LESS	Testamentary freedom limitations	9	3
tlg0030.tlg003.perseus-eng2	Hyperides	Against Athenogenes	16	-360	Slave owners	Wealth	Protection from liability for others' actions	Legal standing	Legal liability for dependents	LESS	Master's liability for slave crimes	10	3
tlg0030.tlg003.perseus-eng2	Hyperides	Against Athenogenes	16	-360	Citizens	Citizenship	Freedom of movement during war	Freedom	Restriction of personal freedom	LESS	Wartime movement prohibition	9	2
