perseus_id	perseus_author	author_impact_date	wikidata_work_label	perseus_title	genre	form_of_creative_work	instance_of	factuality	factuality_reason
tlg0029.tlg004	Dinarchus	-324	Against Demosthenes	Against Demosthenes			written work, oration	4	Dinarchus' 'Against Demosthenes' is a legal oration, reflecting contemporary legal and political discourse.
tlg0029.tlg005	Dinarchus	-324	Against Aristogeiton	Against Aristogiton			literary work, oration	4	Dinarchus' 'Against Aristogeiton' is a legal oration, offering insight into legal arguments and social rules.
tlg0030.tlg001	Hyperides	-360		In Defence of Lycophron				4	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.
tlg0030.tlg006	Hyperides	-360		Funeral Speech				4	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.
tlg0030.tlg003	Hyperides	-360		Against Athenogenes				4	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.
tlg0030.tlg004	Hyperides	-360		In Defence of Euxenippus				4	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.
tlg0030.tlg005	Hyperides	-360		Against Demosthenes				4	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.
tlg0030.tlg002	Hyperides	-360		Against Philippides				4	Hyperides was a forensic orator, so his works, though unspecified, would be legal orations.
tlg0031.tlg009	New Testament	100		Galatians				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg007	New Testament	100		1 Corinthians				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg001	New Testament	100		Matthew				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg006	New Testament	100		Romans				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg008	New Testament	100		2 Corinthians				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg015	New Testament	100		1 Timothy				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg012	New Testament	100		Colossians				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg024	New Testament	100		2 John				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg023	New Testament	100		1 John				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg022	New Testament	100		2 Peter				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg025	New Testament	100		3 John				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg013	New Testament	100		I Thessalonians				3	The New Testament provides contemporary documentation of early Christian communities and their social rules.
tlg0031.tlg014	New Testament	100		II Thessalonians				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg003	New Testament	100		Luke				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg004	New Testament	100		John				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg005	New Testament	100		Acts				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg002	New Testament	100		Mark				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg011	New Testament	100		Philippians				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg016	New Testament	100		2 Timothy				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg020	New Testament	100		James				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg027	New Testament	100		Apocalypse				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg018	New Testament	100		Philemon				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg026	New Testament	100		Jude				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg019	New Testament	100		Hebrews				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg021	New Testament	100		1 Peter				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg017	New Testament	100		Titus				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0031.tlg010	New Testament	100		Ephesians				3	The New Testament provides contemporary documentation about the early church and its social norms.
tlg0033.tlg003	Pindar	-481	Nemean Odes	Nemean Odes	lyric poetry	poetry collection	literary work	1	Pindar's Nemean Odes are victory odes that invoke myth, placing them in the mythic/speculative category.
tlg0033.tlg004	Pindar	-481	Isthmian Odes	Isthmian Odes	lyric poetry, ode	poetry collection	literary work	1	Pindar's Isthmian Odes are victory odes that invoke myth, placing them in the mythic/speculative category.
tlg0033.tlg002	Pindar	-481	Pythian Odes	Pythian Odes	ode, lyric poetry	poetry collection	literary work	1	Pindar's Pythian Odes are victory odes that invoke myth, placing them in the mythic/speculative category.
tlg0033.tlg001	Pindar	-481	Olympic Odes	Olympian Odes	lyric poetry, ode	poetry collection	literary work	1	Pindar's Olympic Odes are victory odes that invoke myth, placing them in the mythic/speculative category.
tlg0034.tlg001	Lycurgus	-354	Against Leocrates	Against Leocrates			literary work, oration	4	Lycurgus' 'Against Leocrates' is a legal oration that invokes specific contemporary laws or legal procedures.
tlg0057.tlg010	Galen	164	On the Natural Faculties	On the Natural Faculties.			version, edition or translation	3	Galen's 'On the Natural Faculties' is a medical treatise, providing contemporary documentation.
tlg0059.tlg009	Plato	-393	Parmenides	Parmenides	Platonic dialogue		written work	3	Plato's 'Parmenides' is a philosophical dialogue, providing contemporary documentation.
tlg0059.tlg031	Plato	-393	Timaeus	Timaeus	Socratic dialogue		written work, Platonic dialogue	3	Plato's 'Timaeus' is a philosophical dialogue, providing contemporary documentation.
tlg0059.tlg007	Plato	-393	Sophist	Sophist	Socratic dialogue		Platonic dialogue, written work	3	Plato's 'Sophist' is a philosophical dialogue, providing contemporary documentation.
tlg0059.tlg001	Plato	-393	Euthyphro	Euthyphro	Socratic dialogue	prose	literary work, Platonic dialogue	3	Plato's 'Euthyphro' is a philosophical dialogue, providing contemporary documentation.
tlg0059.tlg006	Plato	-393	Theaetetus	Theaetetus	dialogue		written work	3	Plato's 'Theaetetus' is a philosophical dialogue that explores contemporary ideas about knowledge, fitting into the 'Contemporary Documentation' category.
tlg0059.tlg030	Plato	-393	The Republic	Republic	dialogue	prose	literary work	1	Plato's 'The Republic' is a philosophical dialogue that outlines a utopian society, making it a 'Mythic / Speculative' treatise.
tlg0059.tlg008	Plato	-393	Statesman	Statesman	dialogue		written work, Platonic dialogue	3	Plato's 'Statesman' is a philosophical dialogue discussing political theory and governance, which falls under 'Contemporary Documentation'.
tlg0059.tlg015	Plato	-393	Hipparchus	Hipparchus	dialogue		written work, Platonic dialogue	3	Plato's 'Hipparchus' is a philosophical dialogue that discusses contemporary ethical and social concepts, fitting into 'Contemporary Documentation'.
tlg0059.tlg012	Plato	-393	Phaedrus	Phaedrus	Socratic dialogue		written work	3	Plato's 'Phaedrus' is a philosophical dialogue that discusses rhetoric, love, and the soul, reflecting contemporary thought and thus 'Contemporary Documentation'.
tlg0059.tlg024	Plato	-393	Meno	Meno	dialogue		written work, Platonic dialogue	3	Plato's 'Meno' is a philosophical dialogue exploring virtue and knowledge, which provides 'Contemporary Documentation' of philosophical inquiry.
tlg0059.tlg023	Plato	-393	Gorgias	Gorgias	dialogue		written work	3	Plato's 'Gorgias' is a philosophical dialogue that critiques rhetoric and politics, offering 'Contemporary Documentation' of social and ethical debates.
tlg0059.tlg022	Plato	-393	Protagoras	Protagoras	Socratic dialogue		written work, Platonic dialogue	3	Plato's 'Protagoras' is a philosophical dialogue discussing the nature of virtue and education, providing 'Contemporary Documentation' of intellectual discourse.
tlg0059.tlg025	Plato	-393	Hippias Major	Hippias Major	dialogue		written work, Platonic dialogue	3	Plato's 'Hippias Major' is a philosophical dialogue examining the concept of beauty, which serves as 'Contemporary Documentation' of aesthetic inquiry.
tlg0059.tlg032	Plato	-393	Critias	Critias	dialogue		written work, Platonic dialogue	1	Plato's 'Critias' describes the mythical city of Atlantis, making it a 'Mythic / Speculative' work.
tlg0059.tlg003	Plato	-393	Crito	Crito	Socratic dialogue		literary work	3	Plato's 'Crito' discusses justice and obedience to law in a contemporary setting, fitting into 'Contemporary Documentation'.
tlg0059.tlg004	Plato	-393	Phaedo	Phaedo	dialogue, Socratic dialogue		Platonic dialogue, written work	3	Plato's 'Phaedo' discusses the immortality of the soul and philosophical concepts, providing 'Contemporary Documentation' of philosophical thought.
tlg0059.tlg005	Plato	-393	Cratylus	Cratylus	dialogue		Platonic dialogue, written work	3	Plato's 'Cratylus' is a philosophical dialogue on the correctness of names, reflecting contemporary linguistic and philosophical discussions, thus 'Contemporary Documentation'.
tlg0059.tlg002	Plato	-393	Apology	Apology	apologia, Socratic dialogue		Platonic dialogue, written work, apologia	3	Plato's 'Apology' is a defense of Socrates, documenting a contemporary legal event and philosophical stance, making it 'Contemporary Documentation'.
tlg0059.tlg034	Plato	-393	Laws	Laws	dialogue		written work, Platonic dialogue	1	Plato's 'Laws' outlines an ideal legal system for a hypothetical state, making it a 'Mythic / Speculative' treatise.
tlg0059.tlg033	Plato	-393	Minos	Minos	dialogue		written work	3	Plato's 'Minos' is a philosophical dialogue discussing the nature of law, which falls under 'Contemporary Documentation'.
tlg0059.tlg011	Plato	-393	Symposium	Symposium	Socratic dialogue		written work, Platonic dialogue	3	Plato's 'Symposium' depicts a dinner party with discussions on love, reflecting contemporary social customs and philosophical ideas, thus 'Contemporary Documentation'.
tlg0059.tlg016	Plato	-393	Rival Lovers	Lovers	dialogue		literary work	3	Plato's 'Rival Lovers' is a philosophical dialogue discussing the merits of philosophy and rhetoric, fitting into 'Contemporary Documentation'.
tlg0059.tlg020	Plato	-393	Lysis	Lysis	dialogue		written work	3	Plato's 'Lysis' is a philosophical dialogue exploring the nature of friendship, providing 'Contemporary Documentation' of ethical inquiry.
tlg0059.tlg027	Plato	-393	Ion	Ion	dialogue		written work, Platonic dialogue	3	Plato's 'Ion' is a philosophical dialogue discussing the nature of poetic inspiration, reflecting contemporary views on art and knowledge, thus 'Contemporary Documentation'.
tlg0059.tlg018	Plato	-393	Charmides	Charmides	Socratic dialogue		Platonic dialogue, written work	3	Plato's 'Charmides' is a philosophical dialogue examining the concept of temperance, which serves as 'Contemporary Documentation' of ethical discussion.
tlg0059.tlg026	Plato	-393	Hippias Minor	Hippias Minor	Socratic dialogue		Platonic dialogue, literary work	3	Plato's 'Hippias Minor' is a philosophical dialogue discussing truth and falsehood, reflecting contemporary ethical and intellectual debates, thus 'Contemporary Documentation'.
tlg0059.tlg019	Plato	-393	Laches	Laches	dialogue		written work, Platonic dialogue	3	Plato's 'Laches' is a philosophical dialogue exploring the nature of courage, providing 'Contemporary Documentation' of ethical inquiry.
tlg0059.tlg021	Plato	-393	Euthydemus	Euthydemus	dialogue		written work, Platonic dialogue	3	Plato's 'Euthydemus' is a philosophical dialogue satirizing sophistry, offering 'Contemporary Documentation' of intellectual trends and critiques.
tlg0059.tlg017	Plato	-393	Theages	Theages	dialogue		written work	3	Plato's 'Theages' is a philosophical dialogue discussing the divine sign of Socrates, reflecting contemporary beliefs and philosophical discussions, thus 'Contemporary Documentation'.
tlg0059.tlg028	Plato	-393	Menexenus	Menexenus	dialogue		Platonic dialogue, written work	3	Plato's 'Menexenus' is a philosophical dialogue that, while fictional, discusses contemporary Athenian society and political rhetoric.
tlg0059.tlg010	Plato	-393	Philebus	Philebus	Socratic dialogue		Platonic dialogue, written work	3	Plato's 'Philebus' is a philosophical dialogue exploring ethical concepts relevant to contemporary thought.
tlg0059.tlg029	Plato	-393	Clitophon	Cleitophon	Socratic dialogue		written work	3	Plato's 'Clitophon' is a Socratic dialogue that, while fictional, engages with philosophical ideas of its time.
tlg0059.tlg036	Plato	-393	Thirteenth Letter	Letters			written work	3	Plato's 'Thirteenth Letter' is a personal essay that, if authentic, would offer direct insight into contemporary norms.
tlg0059.tlg013	Plato	-393	First Alcibiades	Alcibiades 1	Socratic dialogue		Platonic dialogue, written work	3	Plato's 'First Alcibiades' is a Socratic dialogue that, while fictional, discusses education and political life in contemporary Athens.
tlg0059.tlg014	Plato	-393	First Alcibiades	Alcibiades 2	Socratic dialogue		Platonic dialogue, written work	3	Plato's 'First Alcibiades' is a Socratic dialogue that, while fictional, discusses education and political life in contemporary Athens.
tlg0059.tlg035	Plato	-393	Minos	Epinomis	dialogue		written work	3	Plato's 'Minos' is a philosophical dialogue that, while fictional, discusses the nature of law and justice in a contemporary context.
tlg0061.tlg004	Pseudo-Lucian	150	Halcyon	The Halcyon	dialogue		literary work	1	Pseudo-Lucian's 'Halcyon' is a mythological dialogue, placing it in the mythic/speculative category.
tlg0061.tlg001	Pseudo-Lucian	150	Lucius or The Ass	Loukios, Or, the Ass	Ancient Greek novel		literary work	1	Pseudo-Lucian's 'Lucius or The Ass' is an ancient Greek novel with fantastical elements, placing it in the mythic/speculative category.
tlg0061.tlg003	Lucian of Samosota	150	De domo	Demosthenes an Encomium			literary work	3	Lucian's 'De domo' is a rhetorical exercise that reflects on contemporary practices and values.
tlg0061.tlg006	Pseudo-Lucian	150	The Loves (Pseudo-Lucian)	The Cynic			version, edition or translation	1	Pseudo-Lucian's 'The Loves' is a work that often delves into mythological or idealized themes, placing it in the mythic/speculative category.
tlg0062.tlg054	Lucian of Samosata	155	The Dipsads	The Dipsads			literary work	1	Lucian's 'The Dipsads' is a fantastical or mythological piece, placing it in the mythic/speculative category.
tlg0062.tlg053	Lucian of Samosata	155	How to write history	How to write history			literary work	3	Lucian's 'How to write history' is a treatise on historical writing, offering contemporary documentation of literary practices.
tlg0062.tlg065	Lucian of Samosata	155	The Ship or The Wishes	The ship or the wishes			literary work	1	Lucian's 'The Ship or The Wishes' is a fantastical narrative, placing it in the mythic/speculative category.
tlg0062.tlg031	Lucian of Samosata	155	Lover of Lies	The Lover of Lies, or the Doubter Tychiades			literary work	3	Lucian's 'Lover of Lies' is a satirical dialogue that critiques contemporary beliefs and superstitions.
tlg0062.tlg038	Lucian of Samosata	155	Alexander the False Prophet	Alexander the False Prophet	biography, polemical lampoon		literary work	3	Lucian's 'Alexander the False Prophet' is a polemical biography that satirizes a contemporary figure and societal gullibility.
tlg0062.tlg007	Lucian	155	Nigrinus	Nigrinus			literary work	3	Lucian's 'Nigrinus' is a satirical dialogue that critiques contemporary Roman society and philosophy.
tlg0062.tlg063	Lucian	155	Hermotimus	Hermotimus, or the Rival Philosophies			literary work	3	Lucian's 'Hermotimus' is a philosophical dialogue that satirizes contemporary philosophical schools and their adherents.
tlg0062.tlg064	Lucian of Samosata	155	Prometheus	"To one who said ""You're a Prometheus in words."""	dialogue		literary work	1	Lucian's 'Prometheus' is a mythological dialogue, placing it in the mythic/speculative category.
tlg0062.tlg052	Lucian of Samosata	155	Disowned	Disowned			literary work	3	Lucian's 'Disowned' is a rhetorical exercise that reflects on contemporary legal and social dilemmas.
tlg0062.tlg001	Lucian of Samosata	155	Phalaris	Phalaris	dialogue		group of literary works	3	Lucian's 'Phalaris' is a dialogue that, while referencing a historical figure, uses him to discuss contemporary themes of tyranny and justice.
tlg0062.tlg039	Lucian of Samosata	155	Essays in Portraiture	Essays in Portraiture			literary work	3	Lucian's 'Essays in Portraiture' are rhetorical pieces that reflect on contemporary artistic and literary practices.
tlg0062.tlg012	Lucian of Samosata	155	A True Story	A True Story	fantasy, satire, science fiction	novel	literary work	1	Lucian's 'A True Story' is a work of fantasy and satire, placing it in the mythic/speculative category.
tlg0062.tlg024	Lucian of Samosata	155	Philosophies for Sale	Philosophies for Sale			literary work	3	Lucian's 'Philosophies for Sale' is a satirical dialogue that critiques contemporary philosophical schools and their teachings.
tlg0062.tlg025	Lucian of Samosata	155	Fisher	The Dead Come to Life, or the Fisherman			literary work	3	Lucian's 'Fisher' is a satirical dialogue that critiques contemporary philosophical figures and their ideas.
tlg0062.tlg013	Lucian	155	Slander	Slander, a Warning			literary work	3	Lucian's 'Slander' is a philosophical essay that discusses contemporary social issues, fitting into the 'contemporary documentation' category.
tlg0062.tlg040	Lucian of Samosata	155	Essays in Portraiture	Essays in Portraiture Defended			literary work	3	Lucian's 'Essays in Portraiture' are prose pieces that reflect on contemporary life and art, qualifying as 'contemporary documentation'.
tlg0062.tlg047	Lucian of Samosata	155	The Eunuch	The Eunuch	satire		literary work	3	Lucian's 'The Eunuch' is a satire of contemporary social types and practices, placing it in the 'contemporary documentation' category.
tlg0062.tlg049	Lucian of Samosata	155	The Mistaken Critic	The Mistaken Critic, or a Discourse on the Word			literary work	3	Lucian's 'The Mistaken Critic' is a satirical piece addressing contemporary literary criticism, thus falling under 'contemporary documentation'.
tlg0062.tlg003	Lucian of Samosata	155	Dionysus	Dionysus: an Introduction			literary work	1	Lucian's 'Dionysus' likely deals with mythological themes, placing it in the 'mythic/speculative' category.
tlg0062.tlg050	Lucian of Samosata	155	Parliament of the Gods	The Parliament of the Gods	dialogue		literary work	1	Lucian's 'Parliament of the Gods' is a mythological dialogue, fitting into the 'mythic/speculative' category.
tlg0062.tlg057	Lucian of Samosata	155	Zeuxis or Antiochus	Zeuxis or Antiochus			literary work	3	Lucian's 'Zeuxis or Antiochus' is a prose piece discussing art and patronage, reflecting contemporary cultural practices.
tlg0062.tlg068	Lucian	155	Dialogues of the Gods	Dialogues of the Gods	satire		literary work	1	Lucian's 'Dialogues of the Gods' are mythological satires, placing them in the 'mythic/speculative' category.
tlg0062.tlg061	Lucian of Samosata	155	A Conversation with Hesiod	A conversation with Hesiod			literary work	1	Lucian's 'A Conversation with Hesiod' engages with a mythological poet, making it 'mythic/speculative'.
tlg0062.tlg066	Lucian of Samosata	155	Dialogues of the Dead	Dialogues of the Dead	dialogue		literary work	1	Lucian's 'Dialogues of the Dead' are speculative and mythological in nature, fitting the 'mythic/speculative' category.
tlg0062.tlg059	Lucian of Samosata	155	Harmonides	Harmonides			version, edition or translation	3	Lucian's 'Harmonides' is a prose piece that likely discusses contemporary rhetoric or music, qualifying as 'contemporary documentation'.
tlg0062.tlg033	Lucian of Samosata	155	On Salaried Posts in Great Houses	On Salaried Posts in Great Houses			literary work	3	Lucian's 'On Salaried Posts in Great Houses' is a social commentary on contemporary employment practices, fitting 'contemporary documentation'.
tlg0062.tlg067	Lucian	155	Dialogues of the Sea-Gods	Dialogues of the Sea-gods:			literary work	1	Lucian's 'Dialogues of the Sea-Gods' are mythological satires, placing them in the 'mythic/speculative' category.
tlg0062.tlg058	Lucian of Samosata	155	A Slip of the Tongue in Greeting	A Slip of the Tongue in Greeting			literary work	3	Lucian's 'A Slip of the Tongue in Greeting' is a short prose piece likely satirizing contemporary social interactions, qualifying as 'contemporary documentation'.
tlg0062.tlg069	Lucian of Samosata	155	Dialogues of the Courtesans	Dialogues of the Courtesans	dialogue		literary work	3	Lucian's 'Dialogues of the Courtesans' satirize contemporary social norms and relationships, fitting 'contemporary documentation'.
tlg0062.tlg042	Lucian of Samosata	155	Passing of Peregrinus	The Passing of Peregrinus			literary work	3	Lucian's 'Passing of Peregrinus' is a biographical and satirical account of a contemporary figure, qualifying as 'contemporary documentation'.
tlg0062.tlg029	Lucian of Samosata	155	The Dream	The Dream or Lucian’s Career			treatise, literary work	3	Lucian's 'The Dream' is a prose piece that likely reflects on contemporary experiences or philosophical ideas, fitting 'contemporary documentation'.
tlg0062.tlg020	Lucian of Samosata	155	Prometheus	Prometheus	dialogue		literary work	1	Lucian's 'Prometheus' is a mythological dialogue, placing it in the 'mythic/speculative' category.
tlg0062.tlg027	Lucian of Samosata	155	On Sacrifices	On Sacrifices			literary work	3	Lucian's 'On Sacrifices' is a critical examination of contemporary religious practices, qualifying as 'contemporary documentation'.
tlg0062.tlg043	Lucian	155	The runaways	The Runaways			literary work	3	Lucian's 'The Runaways' is a satirical piece that likely comments on contemporary social issues or philosophical schools, fitting 'contemporary documentation'.
tlg0062.tlg026	Lucian	155	The Double Indictment or Trials by Jury	The Double Indictment		novel	literary work	3	Lucian's 'The Double Indictment or Trials by Jury' is a satirical work that comments on contemporary legal or rhetorical practices, fitting 'contemporary documentation'.
tlg0062.tlg019	Lucian of Samosata	155	The Dream	The Dream, or the Cock			treatise, literary work	3	Lucian's 'The Dream' is a prose piece that likely reflects on contemporary experiences or philosophical ideas, fitting 'contemporary documentation'.
tlg0062.tlg021	Lucian of Samosata	155	Icaromenippus	Icaromenippus, or the Sky-man	dialogue		literary work	1	Lucian's 'Icaromenippus' is a fantastical and speculative dialogue, placing it in the 'mythic/speculative' category.
tlg0062.tlg023	Lucian of Samosata	155	Charon or the Inspectors	Charon, or the Inspectors		short story	literary work	1	Lucian's 'Charon or the Inspectors' is a mythological and speculative short story, placing it in the 'mythic/speculative' category.
tlg0062.tlg022	Lucian of Samosata	155	Timon or The Misanthrope	Timon, or the Misanthrope	dialogue		literary work	1	Lucian's 'Timon or The Misanthrope' is a mythological dialogue, placing it in the 'mythic/speculative' category.
tlg0062.tlg035	Lucian of Samosata	155	Menippus or The Descent Into Hades	Menippus, or the Descent Into Hades			literary work	1	This work involves a mythical descent into Hades, placing it in the mythic/speculative category.
tlg0062.tlg034	Lucian of Samosata	155	Anacharsis or Athletics	Anacharsis, or Athletics	dialogue		literary work	3	This dialogue discusses contemporary athletic practices and philosophical ideas, making it contemporary documentation.
tlg0062.tlg005	Lucian of Samosata	155	Amber or The Swans	Amber, or the Swan			literary work	1	This work is likely a mythological or allegorical piece, fitting the mythic/speculative category.
tlg0062.tlg002	Lucian of Samosata	155	Hippias or the Bath	Hippias, or the Bath			literary work	3	This work describes contemporary practices related to baths, providing contemporary documentation.
tlg0062.tlg044	Lucian of Samosata	155	Toxaris or Friendship	Toxaris, or Friendship	dialogue		literary work	3	This dialogue explores the concept of friendship, reflecting contemporary social norms and philosophical thought.
tlg0062.tlg032	Lucian of Samosata	155	Judgment of the Goddesses	The Judgement of the Goddesses			literary work	1	This work is a mythological dialogue involving goddesses, placing it in the mythic/speculative category.
tlg0062.tlg028	Lucian of Samosata	155	The Ignorant Book-Collector	The Ignorant Book Collector			literary work	3	This work satirizes a contemporary social type, providing contemporary documentation.
tlg0062.tlg056	Lucian of Samosata	155	Herodotus or Aetion	Herodotus or Aëtion			literary work	3	This work likely discusses contemporary artistic or literary practices, making it contemporary documentation.
tlg0062.tlg062	Lucian of Samosata	155	The Scythian or the Consul	The Scythian or Consul			literary work	3	This work likely involves a discussion of contemporary social or political figures, providing contemporary documentation.
tlg0062.tlg055	Lucian of Samosata	155	A Conversation with Hesiod	A Conversation with Cronus			literary work	1	This work involves a conversation with a historical figure from myth, placing it in the mythic/speculative category.
tlg0062.tlg004	Lucian of Samosata	155	Hercules	Heracles: an Introduction			literary work	1	This work is about the mythical hero Hercules, placing it in the mythic/speculative category.
tlg0062.tlg051	Lucian of Samosata	155	Tyrannicide	The Tyrannicide			treatise, literary work	3	This work is a rhetorical exercise or treatise on a political concept, providing contemporary documentation of thought.
tlg0062.tlg006	Lucian of Samosata	155	Alexander the False Prophet	The Fly	biography, polemical lampoon		literary work	3	This work is a polemical lampoon of a contemporary figure, providing contemporary documentation.
tlg0062.tlg045	Lucian of Samosata	155	On dance	The Dance			literary work	3	This work discusses the contemporary practice of dance, providing contemporary documentation.
tlg0062.tlg008	Lucian of Samosata	155	Demonax	Demonax			literary work	3	This work is a biographical sketch of a contemporary philosopher, providing contemporary documentation.
tlg0062.tlg048	Lucian of Samosata	155	About Astrology (Pseudo-Lucian)	Astrology			literary work	3	This work discusses the contemporary practice of astrology, providing contemporary documentation.
tlg0062.tlg009	Lucian of Samosata	155	Alexander the False Prophet	The Hall	biography, polemical lampoon		literary work	3	This work is a polemical lampoon of a contemporary figure, providing contemporary documentation.
tlg0062.tlg036	Lucian of Samosata	155	Nero	On Funerals			literary work	3	This work likely discusses the historical figure Nero, providing contemporary documentation or historical commentary.
tlg0062.tlg030	Lucian of Samosata	155	The Parasite: Parasitic an Art	The Parasite Tychiades	dialogue		literary work	3	This dialogue discusses the social role of a parasite, reflecting contemporary social norms and satire.
tlg0062.tlg041	Lucian of Samosata	155	On the Syrian Goddess	The Goddesse of Surrye			literary work	3	This work describes a contemporary religious cult, providing contemporary documentation.
tlg0062.tlg011	Lucian of Samosata	155	Nero	Octogenerians			literary work	3	This work likely discusses the historical figure Nero, providing contemporary documentation or historical commentary.
tlg0062.tlg017	Lucian of Samosata	155	Zeus Confuted	Zeus Catechized			literary work	1	This work involves a mythological dialogue with Zeus, placing it in the mythic/speculative category.
tlg0062.tlg010	Lucian of Samosata	155	Slander	My Native Land			literary work	3	This work discusses the social phenomenon of slander, reflecting contemporary social norms.
tlg0062.tlg016	Lucian of Samosata	155	The Dream	The Downward Journey, or the Tyrant			treatise, literary work	3	This work is a rhetorical piece or essay, providing contemporary documentation of thought or experience.
tlg0062.tlg018	Lucian of Samosata	155	Zeuxis or Antiochus	Zeus Rants			literary work	3	This work likely discusses contemporary art or historical figures, providing contemporary documentation.
tlg0062.tlg046	Lucian of Samosata	155	Alexander the False Prophet	Lexiphanes	biography, polemical lampoon		literary work	3	Lucian's 'Alexander the False Prophet' is a polemical lampoon of a contemporary figure, providing direct commentary on social norms.
tlg0062.tlg015	Lucian	155	A Slip of the Tongue in Greeting	A Feast of Lapithae			literary work	3	Lucian's 'A Slip of the Tongue in Greeting' is a contemporary prose piece that reflects on social interactions.
tlg0062.tlg070	Lucian	155	The Parasite: Parasitic an Art	The Purist Purized	dialogue		literary work	3	Lucian's 'The Parasite: Parasitic an Art' is a satirical dialogue on a contemporary social phenomenon.
tlg0062.tlg014	Lucian	155	Dialogues of the Courtesans	Trial in the Court of Vowels	dialogue		literary work	3	Lucian's 'Dialogues of the Courtesans' satirizes contemporary social interactions and norms.
tlg0062.tlg037	Lucian of Samosata	155	Lover of Lies	A Professor of Public Speaking			literary work	3	Lucian's 'Lover of Lies' is a satirical work that comments on contemporary beliefs and social practices.
tlg0085.tlg007	Aeschylus	-489	Eumenides	Eumenides	Greek tragedy	play	dramatic work	1	Aeschylus' 'Eumenides' is a Greek tragedy, which is mythic and speculative in nature.
tlg0085.tlg001	Aeschylus	-489	The Suppliant Maidens	Suppliant Maidens			version, edition or translation	1	Aeschylus' 'The Suppliant Maidens' is a Greek tragedy, which is mythic and speculative in nature.
tlg0085.tlg006	Aeschylus	-489	The Libation Bearers	Libation Bearers	Greek tragedy	play	dramatic work	1	Aeschylus' 'The Libation Bearers' is a Greek tragedy, which is mythic and speculative in nature.
tlg0085.tlg003	Aeschylus	-489	Prometheus Bound	Prometheus Bound	Greek tragedy	play	dramatic work	1	Aeschylus' 'Prometheus Bound' is a Greek tragedy, which is mythic and speculative in nature.
tlg0085.tlg004	Aeschylus	-489	Seven against Thebes	Seven Against Thebes	Greek tragedy	play	dramatic work	1	Aeschylus' 'Seven against Thebes' is a Greek tragedy, which is mythic and speculative in nature.
tlg0085.tlg005	Aeschylus	-489	Agamemnon	Agamemnon	Greek tragedy	play	dramatic work	1	Aeschylus' 'Agamemnon' is a Greek tragedy, which is mythic and speculative in nature.
tlg0085.tlg002	Aeschylus	-489	The Persians	Persians	Greek tragedy	play	dramatic work	1	Aeschylus' 'The Persians' is a Greek tragedy, which is mythic and speculative in nature.
tlg0086.tlg009	Aristotle	-348	Eudemian Ethics	Eudemian Ethics	treatise		written work	3	Aristotle's 'Eudemian Ethics' is a philosophical treatise discussing ethical principles and social norms.
tlg0086.tlg038	Aristotle	-348	Rhetoric	"The ""Art"" of Rhetoric"	treatise		written work	3	Aristotle's 'Rhetoric' is a treatise on the art of persuasion, reflecting contemporary social and political practices.
tlg0086.tlg025	Aristotle	-348	Metaphysics	Metaphysics	treatise		written work	3	Aristotle's 'Metaphysics' is a philosophical treatise, providing insights into contemporary thought and understanding of the world.
tlg0086.tlg035	Aristotle	-348	Politics	Politics	treatise		literary work	3	Aristotle's 'Politics' is a philosophical treatise directly discussing political systems and social rules of his era.
