file_id	perseus_id	perseus_author	perseus_title	wikidata_work_id	wikidata_work_label	author_wikidata_id	author_impact_date	cliopatria_polity	genre	form_of_creative_work	instance_of	mentioned_polities_in_work	mentioned_polity_reasoning	mentioned_time_reference	mentioned_time_start_in_work	mentioned_time_end_in_work	mentioned_time_reasoning	main_language	editors	pub_date	n_words	n_characters	n_pages	file_path	selected_english_translation	historian	author_code	languages	wikidata_author_in_db	confidence	description	occupations	birthdate	deathdate	impact_date_precision
tlg0007.tlg034.perseus-eng2	tlg0007.tlg034	Plutarch	Comparison of Lysander and Sulla	Q87778870	Comparison of Lysander and Sulla	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Sparta; Late Roman Republic	Compares the Spartan general Lysander with the Roman dictator Lucius Cornelius Sulla.	past	-454	-78	Spans from the birth of Lysander (~-454) to the death of Sulla in -78.	English	Bernadotte Perrin	1916	1890	10680	8	tlg0007/tlg034/tlg0007.tlg034.perseus-eng2.xml	1	1	tlg0007	eng; grc; lat	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg033.perseus-eng2	tlg0007.tlg033	Plutarch	Sulla	Q12902611	Life of Sulla	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Late Roman Republic	Documents the life and dictatorship of Lucius Cornelius Sulla.	past	-138	-78	Covers Sulla's life from his birth in -138 to his death in -78.	English	Bernadotte Perrin	1916	17853	102179	71	tlg0007/tlg033/tlg0007.tlg033.perseus-eng2.xml	1	1	tlg0007	eng; grc; lat	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg067.perseus-eng3	tlg0007.tlg067	Plutarch	De liberis educandis	Q87193796	De liberis educandis	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire (Hellenic culture)	An educational treatise reflecting the pedagogical values of the high Roman Empire.	contemporary	70	110	Reflects the contemporary educational environment and social norms of Plutarch's own lifetime.	English	Frank Cole Babbitt	1927	19977	112530	80	tlg0007/tlg067/tlg0007.tlg067.perseus-eng3.xml	1	1	tlg0007	eng; grc	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg058.perseus-eng2	tlg0007.tlg058	Plutarch	Antony	Q12902608	Life of Mark Antony	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Late Roman Republic; Ptolemaic Kingdom	The work documents the life of Mark Antony, his role in the Roman Triumvirate, and his alliance with Cleopatra VII of Egypt.	past	-83	-30	Covers Antony's birth in -83 through his suicide in -30 following the Battle of Actium.	English	Bernadotte Perrin	1920	28598	162223	114	tlg0007/tlg058/tlg0007.tlg058.perseus-eng2.xml	1	1	tlg0007	eng; lat	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg060.perseus-eng2	tlg0007.tlg060	Plutarch	Dion	Q110502344	Parallel lives of Dion and Brutus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Syracuse; Classical Greek poleis	Documents the life of Dion of Syracuse and his political struggles against the tyrants Dionysius I and II.	past	-408	-354	Spans Dion's life from approximately -408 to his assassination in -354.	English	Bernadotte Perrin	1918	17621	101536	70	tlg0007/tlg060/tlg0007.tlg060.perseus-eng2.xml	1	1	tlg0007	eng; grc	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg051.perseus-eng1	tlg0007.tlg051	Plutarch	Agis	Q110502341	Parallel lives of Agis and Cleomenes and Tiberius and Gaius Gracchus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Hellenistic Sparta	Focuses on the Spartan king Agis IV and his attempts to reform the Spartan constitution.	past	-265	-241	Covers the life and reign of Agis IV, ending with his execution in -241.	English	Bernadotte Perrin	1921	20386	116267	82	tlg0007/tlg051/tlg0007.tlg051.perseus-eng1.xml	1	1	tlg0007	eng	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg080.perseus-eng3	tlg0007.tlg080	Plutarch	Superstition	Q87195458	De superstitione	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire; Classical Greek poleis	A philosophical essay drawing on various Greek and Roman cultural and religious examples to discuss superstition.	mixed	-600	100	Draws on historical exempla from the Archaic period through to Plutarch's own contemporary era.	English	Frank Cole Babbitt	1928	6812	38375	27	tlg0007/tlg080/tlg0007.tlg080.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg089.perseus-eng3	tlg0007.tlg089	Plutarch	Isis and Osiris	Q12469931	Isis and Osiris	Q41523	75	Roman Empire;(Roman Empire)	essay		literary work	Pharaonic Egypt (religious-mythic); Roman Empire	Discusses Egyptian mythology and its interpretation within the Hellenistic and Roman religious context.	mixed	-2500	100	Spans ancient Egyptian mythic origins to Plutarch's own philosophical reception in the 1st century CE.	English	Frank Cole Babbitt	1936	29584	165728	118	tlg0007/tlg089/tlg0007.tlg089.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg042.perseus-eng2	tlg0007.tlg042	Plutarch	Sertorius	Q87210369	Life of Sertorius	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Late Roman Republic; Lusitania	Documents the life of Quintus Sertorius and his independent regime in Hispania against the Sullan Roman government.	past	-123	-72	Covers Sertorius's life from his birth to his assassination in -72.	English	Bernadotte Perrin	1919	10757	61084	43	tlg0007/tlg042/tlg0007.tlg042.perseus-eng2.xml	1	1	tlg0007	eng; lat	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg045.perseus-eng2	tlg0007.tlg045	Plutarch	Pompey	Q110502338	Parallel lives of Agesilaus and Pompey	Q41523	75	Roman Empire;(Roman Empire)			literary work	Late Roman Republic; Hellenistic East	Narrates the career of Pompey the Great, including his Roman political life and his eastern conquests.	past	-106	-48	Spans Pompey's birth in -106 to his murder in Egypt in -48.	English	Bernadotte Perrin	1917	31640	178909	127	tlg0007/tlg045/tlg0007.tlg045.perseus-eng2.xml	1	1	tlg0007	eng; lat; grc	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg011.perseus-eng2	tlg0007.tlg011	Plutarch	Camillus	Q87210388	Life of Camillus	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Early Roman Republic	Documents the life of Marcus Furius Camillus, the 'Second Founder of Rome', during the Gallic invasions.	past	-446	-365	Covers the traditional dates of Camillus's life and his multiple dictatorships in the 4th century BCE.	English	Bernadotte Perrin	1914	16246	91647	65	tlg0007/tlg011/tlg0007.tlg011.perseus-eng2.xml	1	1	tlg0007	eng; lat	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg029.perseus-eng2	tlg0007.tlg029	Plutarch	Comparison of Philopoemen and Titus	Q87778867	Comparison of Philopoemen and Titus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Achaean League; Roman Republic	Compares the Greek general Philopoemen with the Roman general Titus Flamininus.	past	-253	-174	Covers the overlapping careers of both men during the Roman intervention in Greece, roughly -253 to -174.	English	Bernadotte Perrin	1921	912	5228	4	tlg0007/tlg029/tlg0007.tlg029.perseus-eng2.xml	1	1	tlg0007	eng	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg020.perseus-eng2	tlg0007.tlg020	Plutarch	Comparison of Timoleon and Aemilius	Q87778856	Comparison of Timoleon and Aemilius	Q41523	75	Roman Empire;(Roman Empire)			literary work	Syracuse; Roman Republic	Compares the Greek liberator Timoleon with the Roman general Aemilius Paullus.	past	-411	-160	Spans from the birth of Timoleon to the death of Aemilius Paullus in -160.	English	Bernadotte Perrin	1918	757	4452	3	tlg0007/tlg020/tlg0007.tlg020.perseus-eng2.xml	1	1	tlg0007	eng; lat; grc	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg027.perseus-eng2	tlg0007.tlg027	Plutarch	Philopoemen	Q110502332	Parallel lives of Philopoemen and Titus Flamininus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Achaean League	Documents the life of Philopoemen, the 'Last of the Greeks', and his leadership of the Achaean League.	past	-253	-183	Covers Philopoemen's life from -253 to his death by poisoning in -183.	English	Bernadotte Perrin	1921	8974	52275	36	tlg0007/tlg027/tlg0007.tlg027.perseus-eng2.xml	1	1	tlg0007	eng	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg018.perseus-eng2	tlg0007.tlg018	Plutarch	Timoleon	Q110502329	Parallel lives of Timoleon and Aemilius	Q41523	75	Roman Empire;(Roman Empire)			literary work	Syracuse; Corinth	Narrates Timoleon's expedition from Corinth to liberate Syracuse from tyrants and Carthaginians.	past	-411	-337	Covers Timoleon's life and his Sicilian campaign, ending with his death in -337.	English	Bernadotte Perrin	1918	13799	79983	55	tlg0007/tlg018/tlg0007.tlg018.perseus-eng2.xml	1	1	tlg0007	eng; lat; grc	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg044.perseus-eng2	tlg0007.tlg044	Plutarch	Agesilaus	Q110502338	Parallel lives of Agesilaus and Pompey	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Sparta	Documents the life and reign of the Spartan king Agesilaus II during Sparta's period of hegemony.	past	-444	-360	Spans the long life of Agesilaus II from approximately -444 to -360.	English	Bernadotte Perrin	1917	16894	96621	68	tlg0007/tlg044/tlg0007.tlg044.perseus-eng2.xml	1	1	tlg0007	eng	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg043.perseus-eng2	tlg0007.tlg043	Plutarch	Comparison of Sertorius and Eumenes	Q87778880	Comparison of Eumenes and Sertorius	Q41523	75	Roman Empire;(Roman Empire)			literary work	Late Roman Republic; Macedonian Empire (Successors)	Compares the Roman rebel Sertorius with the Greek Diadochus Eumenes of Cardia.	past	-362	-72	Spans from the birth of Eumenes (~-362) to the death of Sertorius (-72).	English	Bernadotte Perrin	1919	627	3550	3	tlg0007/tlg043/tlg0007.tlg043.perseus-eng2.xml	1	1	tlg0007	eng	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg021.perseus-eng2	tlg0007.tlg021	Plutarch	Pelopidas	Q110502330	Parallel lives of Pelopidas and Marcellus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Thebes	Documents the life of the Theban general Pelopidas and his role in the liberation of Thebes and the Sacred Band.	past	-410	-364	Covers Pelopidas's career from the late 5th century to his death at the Battle of Cynoscephalae in -364.	English	Bernadotte Perrin	1917	13795	79749	55	tlg0007/tlg021/tlg0007.tlg021.perseus-eng2.xml	1	1	tlg0007	eng; lat; grc	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg017.perseus-eng2	tlg0007.tlg017	Plutarch	Comparison of Alcibiades and Coriolanus	Q87778854	Comparison of Alcibiades and Coriolanus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Athens; Early Roman Republic	The work compares the Athenian statesman Alcibiades with the Roman general Coriolanus.	past	-500	-404	Covers the lifetimes of Coriolanus (early 5th c. BCE) and Alcibiades (late 5th c. BCE).	English	Bernadotte Perrin	1916	1764	10189	7	tlg0007/tlg017/tlg0007.tlg017.perseus-eng2.xml	1	1	tlg0007	eng; lat; grc	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg028.perseus-eng2	tlg0007.tlg028	Plutarch	Titus Flamininus	Q110502332	Parallel lives of Philopoemen and Titus Flamininus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Middle Roman Republic; Macedonian kingdom	Documents the life of the Roman general who defeated Philip V of Macedon.	past	-229	-174	Covers the lifetime of Titus Quinctius Flamininus from birth to death.	English	Bernadotte Perrin	1921	9434	53711	38	tlg0007/tlg028/tlg0007.tlg028.perseus-eng2.xml	1	1	tlg0007	eng	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg010.perseus-eng2	tlg0007.tlg010	Plutarch	Themistocles	Q110502326	Parallel lives of Themistocles and Camillus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Athens; Achaemenid Empire	Narrates the life of the Athenian leader during the Persian Wars and his later exile in Persia.	past	-524	-459	Covers the lifetime of Themistocles, including the Battle of Salamis (-480).	English	Bernadotte Perrin	1914	12216	70482	49	tlg0007/tlg010/tlg0007.tlg010.perseus-eng2.xml	1	1	tlg0007	eng; grc	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg082a.perseus-eng2	tlg0007.tlg082a	Plutarch	Instituta Laconica	Q87196159	Instituta Laconica	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Sparta	An antiquarian collection of Spartan customs, laws, and educational practices.	past	-800	-200	Documents traditional Spartan institutions from the Lycurgan horizon through the Hellenistic era.	English	Frank Cole Babbitt	1931	3688	21208	15	tlg0007/tlg082a/tlg0007.tlg082a.perseus-eng2.xml	1	1	tlg0007	grc; eng; lat	Plutarch	100	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg052.perseus-eng1	tlg0007.tlg052	Plutarch	Tiberius and Caius Gracchus	Q110502341	Parallel lives of Agis and Cleomenes and Tiberius and Gaius Gracchus	Q41523	75	Roman Empire;(Roman Empire)			literary work	Late Roman Republic	Documents the political careers and land reforms of the Gracchi brothers in Rome.	past	-163	-121	Covers the period from the birth of Tiberius Gracchus to the death of Gaius Gracchus.	English	Bernadotte Perrin	1921	14426	82074	58	tlg0007/tlg052/tlg0007.tlg052.perseus-eng1.xml	1	1	tlg0007	eng; lat; grc	Plutarch	97	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg090.perseus-eng3	tlg0007.tlg090	Plutarch	The Ε at Delphi	Q5393672	On the E at Delphi	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire (Greece)	A philosophical dialogue set at the Temple of Apollo in Delphi during Plutarch's own time.	contemporary	60	100	The dialogue features Plutarch and his contemporaries discussing Delphic mysteries in the late 1st century CE.	English	Frank Cole Babbitt	1936	9193	51515	37	tlg0007/tlg090/tlg0007.tlg090.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu; fre	Plutarch	95	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg026.perseus-eng2	tlg0007.tlg026	Plutarch	Comparison of Aristides and Marcus Cato	Q87778864	Comparison of Aristides and Cato	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Athens; Middle Roman Republic	Compares the Athenian statesman Aristides with the Roman censor Cato the Elder.	past	-530	-149	Spans from the birth of Aristides (c. -530) to the death of Cato the Elder (-149).	English	Bernadotte Perrin	1914	2188	12585	9	tlg0007/tlg026/tlg0007.tlg026.perseus-eng2.xml	1	1	tlg0007	eng; lat; grc	Plutarch	95	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg019.perseus-eng2	tlg0007.tlg019	Plutarch	Aemilius Paulus	Q87211095	Life of Aemilius Paullus	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Middle Roman Republic; Macedonian kingdom	Documents the life of the Roman general who conquered Macedon at the Battle of Pydna.	past	-229	-160	Covers the lifetime of Lucius Aemilius Paullus Macedonicus.	English	Bernadotte Perrin	1918	14723	84340	59	tlg0007/tlg019/tlg0007.tlg019.perseus-eng2.xml	1	1	tlg0007	eng; lat; grc	Plutarch	95	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg053.perseus-eng2	tlg0007.tlg053	Plutarch	Comparison of Agis and Cleomenes and the Gracchi	Q87778888	Agis and Cleomenes and the Gracchi Compared	Q41523	75	Roman Empire;(Roman Empire)			literary work	Hellenistic Sparta; Late Roman Republic	The work compares the Spartan kings Agis IV and Cleomenes III with the Roman reformers Tiberius and Gaius Gracchus.	past	-245	-121	Covers the reigns of Agis and Cleomenes (starting c. -245) through the death of Gaius Gracchus in -121.	English	Bernadotte Perrin	1921	1591	9310	6	tlg0007/tlg053/tlg0007.tlg053.perseus-eng2.xml	1	1	tlg0007	eng	Plutarch	93	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg133.perseus-eng2	tlg0007.tlg133	Plutarch	Plutarch's Platonic questions	Q11888372	Platonicae quaestiones	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Athens; Greek philosophical tradition (pan-Hellenic)	The work analyzes the philosophical doctrines and texts of Plato, set in the context of Classical Athenian thought.	past	-427	-347	Focuses on the life and writings of Plato, spanning his lifetime from approximately -427 to -347.	English	William W. Goodwin; R. Brown	1874	7939	44942	32	tlg0007/tlg133/tlg0007.tlg133.perseus-eng2.xml	1	1	tlg0007	eng; grc; lat	Plutarch	93	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg056.perseus-eng2	tlg0007.tlg056	Plutarch	Comparison of Demosthenes with Cicero	Q87778891	Comparison of Demosthenes and Cicero	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Athens; Late Roman Republic	This comparison pairs the Athenian orator Demosthenes with the Roman statesman and orator Cicero.	past	-384	-43	Spans from the birth of Demosthenes (-384) to the death of Cicero (-43).	English	Bernadotte Perrin	1919	1561	9306	6	tlg0007/tlg056/tlg0007.tlg056.perseus-eng2.xml	1	1	tlg0007	eng; lat	Plutarch	93	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg084a.perseus-eng3	tlg0007.tlg084a	Plutarch	The Roman Questions	Q28942560	Quaestiones Romanae	Q41523	75	Roman Empire;(Roman Empire)	essay		literary work	Rome (antiquarian)	An antiquarian investigation into the origins of Roman customs, rituals, and social institutions.	past	-753	100	Traces Roman customs from the traditional founding of the city (-753) up to Plutarch's own era (c. 100).	English	Frank Cole Babbitt	1936	25170	140914	101	tlg0007/tlg084a/tlg0007.tlg084a.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	89	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg111.perseus-eng2	tlg0007.tlg111	Plutarch	Plutarch's Consolatory Letter to His Wife	Q136085326	Plutarch's Lives	Q41523	75	Roman Empire;(Roman Empire)			version, edition or translation	Roman Empire	A personal letter written by Plutarch to his wife Timoxena regarding the death of their daughter.	contemporary	90	110	Reflects a specific personal event during Plutarch's mature life in the Roman Empire, roughly around 90-110 CE.	English	William W. Goodwin; Thomas Creech	1874	2857	15933	11	tlg0007/tlg111/tlg0007.tlg111.perseus-eng2.xml	1	1	tlg0007	eng; grc; lat	Plutarch	87	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg125.perseus-eng2	tlg0007.tlg125	Plutarch	Plutarch's Natural Questions	Q136085326	Plutarch's Lives	Q41523	75	Roman Empire;(Roman Empire)			version, edition or translation	Roman Empire; Greek philosophical tradition (pan-Hellenic)	A collection of scientific and natural inquiries reflecting the intellectual culture of the High Roman Empire.	contemporary	70	120	Documents natural phenomena and scientific theories as understood and discussed during Plutarch's lifetime.	English	William W. Goodwin; R. Brown	1874	6310	35584	25	tlg0007/tlg125/tlg0007.tlg125.perseus-eng2.xml	1	1	tlg0007	grc; lat; eng	Plutarch	87	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg031.perseus-eng2	tlg0007.tlg031	Plutarch	Caius Marius	Q11889950	Amatorius	Q41523	75	Roman Empire;(Roman Empire)			literary work	Late Roman Republic	A biography of the Roman general and seven-time consul Gaius Marius.	past	-157	-86	Covers the lifetime of Gaius Marius, from his birth in -157 to his death in -86.	English	Bernadotte Perrin	1920	19929	112296	80	tlg0007/tlg031/tlg0007.tlg031.perseus-eng2.xml	1	1	tlg0007	eng; lat	Plutarch	86	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg087.perseus-eng3	tlg0007.tlg087	Plutarch	On the Fortune or the Virtue of Alexander I and II	Q87195455	De fortuna	Q41523	75	Roman Empire;(Roman Empire)			literary work	Macedonian Empire; Achaemenid Empire	These orations discuss the character and conquests of Alexander the Great across the Macedonian and Persian realms.	past	-356	-323	The work focuses on the career and lifespan of Alexander the Great (-356 to -323).	English	Frank Cole Babbitt	1936	16227	93488	65	tlg0007/tlg087/tlg0007.tlg087.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat	Plutarch	86	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg086.perseus-eng3	tlg0007.tlg086	Plutarch	On the Fortune of the Romans	Q87195455	De fortuna	Q41523	75	Roman Empire;(Roman Empire)			literary work	Early Roman Kingdom; Roman Republic; Roman Empire	Plutarch surveys the rise of Rome from its mythic origins through the early Principate to argue for the role of Fortune.	past	-753	96	Covers the span from Rome's traditional founding (-753) to the end of the Flavian dynasty (96 CE).	English	Frank Cole Babbitt	1936	8743	50120	35	tlg0007/tlg086/tlg0007.tlg086.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	86	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg123.perseus-eng2	tlg0007.tlg123	Plutarch	Of Herodotus’s Malice.	Q5475847	On the Malice of Herodotus	Q41523	75	Roman Empire;(Roman Empire)	literary criticism		literary work	Classical Greek poleis; Achaidmenid Empire	Plutarch critiques Herodotus's account of the Persian Wars and the Greek city-states involved.	past	-560	-479	The critique focuses on Herodotus's narrative of the 6th and 5th centuries BCE, specifically the Persian Wars.	English	William W. Goodwin; A. G.	1874	13208	76682	53	tlg0007/tlg123/tlg0007.tlg123.perseus-eng2.xml	1	1	tlg0007	eng; grc	Plutarch	85	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg139.perseus-eng2	tlg0007.tlg139	Plutarch	That it is Not Possible to Live Pleasurably According to the Doctrine of Epicurus	Q135447113	Lycurgus	Q41523	75	Roman Empire;(Roman Empire)	historical fiction, biographical novel	prose, novel	translated work, literary work	Hellenistic Greek philosophical schools	A polemic against Epicureanism, documenting the doctrines and lives of Epicurus and his followers in Athens.	past	-341	100	Spans from the birth of Epicurus (-341) to the contemporary philosophical debates in Plutarch's time.	English	William W. Goodwin; William Baxter	1874	15779	87973	63	tlg0007/tlg139/tlg0007.tlg139.perseus-eng2.xml	1	1	tlg0007	eng; grc	Plutarch	84	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg132.perseus-eng3	tlg0007.tlg132	Plutarch	On the eating of flesh II	Q5393672	On the E at Delphi	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire; Classical Greek poleis	A philosophical treatise drawing on Pythagorean traditions and Greek/Roman dietary customs.	mixed	-570	100	References Pythagorean origins (-570) and continues through to Plutarch's contemporary ethical context.	English	Harold Cherniss; William C. Helmbold	1957	2440	13869	10	tlg0007/tlg132/tlg0007.tlg132.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu	Plutarch	83	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg016.perseus-eng2	tlg0007.tlg016	Plutarch	Caius Marcius Coriolanus	Q87210378	Life of Coriolanus	Q41523	75	Roman Empire;(Roman Empire)	biography		literary work	Early Roman Republic; Volscians	Documents the life of the Roman general Coriolanus and his conflict with the Roman plebs and alliance with the Volscians.	past	-527	-488	Covers the traditional dates of Coriolanus's life and the secession of the plebs in the early 5th century BCE.	English	Bernadotte Perrin	1916	15025	85732	60	tlg0007/tlg016/tlg0007.tlg016.perseus-eng2.xml	1	1	tlg0007	eng; grc	Plutarch	83	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg131.perseus-eng3	tlg0007.tlg131	Plutarch	On the eating of flesh I	Q5393672	On the E at Delphi	Q41523	75	Roman Empire;(Roman Empire)			literary work	Roman Empire; Classical Greek poleis	A philosophical treatise drawing on Pythagorean traditions and Greek/Roman dietary customs.	mixed	-570	100	References Pythagorean origins (-570) and continues through to Plutarch's contemporary ethical context.	English	Harold Cherniss; William C. Helmbold	1957	3813	21491	15	tlg0007/tlg131/tlg0007.tlg131.perseus-eng3.xml	1	1	tlg0007	eng; grc; lat; deu; fre	Plutarch	83	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
tlg0007.tlg109.perseus-eng2	tlg0007.tlg109	Plutarch	A Discourse Concerning Socrates's Daemon	Q110253754	Isocrates	Q41523	75	Roman Empire;(Roman Empire)			literary work	Classical Thebes	A dialogue set during the liberation of Thebes in 379 BCE, discussing Socrates's 'daemon'.	past	-399	-379	The dialogue is set in -379 but centers on the legacy of Socrates (died -399).	English	William W. Goodwin; Thomas Creech	1874	15481	87143	62	tlg0007/tlg109/tlg0007.tlg109.perseus-eng2.xml	1	1	tlg0007	eng; grc; eng	Pseudo-Plutarch	83	Greek philosopher and historian (c. AD 46 – after AD 119)	essayist; historian; writer; priest; magistrate; philosopher; biographer	40	120	year
