file_id	perseus_id	perseus_author	perseus_title	wikidata_work_id	wikidata_work_label	author_wikidata_id	author_impact_date	year	period	genre	form_of_creative_work	instance_of	factuality	factuality_reason	main_language	languages	editors	pub_date	n_characters	n_words	n_pages	file_path	work_factuality
tlg0540.tlg018.perseus-eng2	tlg0540.tlg018	Lysias	On The Property Of The Brother Of Nicias: Peroration	Q87740741	On The Property Of Eraton	Q310164	-409	-409	Classical (500–360 BCE)			literary work, oration	4.0	Lysias was a forensic orator, and his works, including 'On The Property Of Eraton', are legal orations that invoke specific contemporary laws or legal procedures.	English	eng; grc	W.R.M. Lamb	1930	11126	2003	8	tlg0540/tlg018/tlg0540.tlg018.perseus-eng2.xml	B_oration
tlg0540.tlg024.perseus-eng2	tlg0540.tlg024	Lysias	On The Refusal Of A Pension	Q15715298	On the Refusal of a Pension	Q310164	-409	-409	Classical (500–360 BCE)			oration, literary work	4.0	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.	English	eng; grc	W.R.M. Lamb	1930	11808	2252	9	tlg0540/tlg024/tlg0540.tlg024.perseus-eng2.xml	B_oration
tlg0540.tlg001.perseus-eng2	tlg0540.tlg001	Lysias	On the Murder of Eratosthenes	Q3899542	On the Murder of Eratosthenes	Q310164	-409	-409	Classical (500–360 BCE)			literary work, oration	4.0	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.	English	eng; grc	W.R.M. Lamb	1930	18700	3476	14	tlg0540/tlg001/tlg0540.tlg001.perseus-eng2.xml	B_oration
tlg0540.tlg019.perseus-eng2	tlg0540.tlg019	Lysias	On the Property of Aristophanes	Q16331827	On the Property of Aristophanes	Q310164	-409	-409	Classical (500–360 BCE)			literary work, oration	4.0	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.	English	eng; grc	W.R.M. Lamb	1930	27753	4970	20	tlg0540/tlg019/tlg0540.tlg019.perseus-eng2.xml	B_oration
tlg0540.tlg026.perseus-eng2	tlg0540.tlg026	Lysias	On the Scrutiny of Evandros	Q87778213	On the Scrutiny of Evandros	Q310164	-409	-409	Classical (500–360 BCE)			oration, literary work	4.0	This is a forensic oration by Lysias, directly invoking contemporary laws and legal procedures.	English	eng; grc	W.R.M. Lamb	1930	12238	2224	9	tlg0540/tlg026/tlg0540.tlg026.perseus-eng2.xml	B_oration
tlg0010.tlg006.perseus-eng2	tlg0010.tlg006	Isocrates	Aegineticus	Q16329966	Aegineticus	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates' 'Aegineticus' is a forensic oration, which invokes specific contemporary laws or legal procedures.	English	eng; grc	Larue Van Hook	1945	27730	4352	17	tlg0010/tlg006/tlg0010.tlg006.perseus-eng2.xml	B_oration
tlg0010.tlg002.perseus-eng2	tlg0010.tlg002	Isocrates	Against Callimachus	Q87746367	Against Callimachus	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	40697	6375	26	tlg0010/tlg002/tlg0010.tlg002.perseus-eng2.xml	B_oration
tlg0010.tlg001.perseus-eng2	tlg0010.tlg001	Isocrates	Against Euthynus	Q110734275	Against Euthynus	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates' 'Against Euthynus' is a forensic oration, which invokes specific contemporary laws or legal procedures.	English	eng; grc	Larue Van Hook	1945	10753	1821	7	tlg0010/tlg001/tlg0010.tlg001.perseus-eng2.xml	B_oration
tlg0010.tlg003.perseus-eng2	tlg0010.tlg003	Isocrates	Against Lochites	Q110734258	Against Lochites	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	11743	1835	7	tlg0010/tlg003/tlg0010.tlg003.perseus-eng2.xml	B_oration
tlg0010.tlg008.perseus-eng2	tlg0010.tlg008	Isocrates	Against the Sophists	Q4691094	Against the Sophists	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc; lat	George Norlin	1928	15194	2554	10	tlg0010/tlg008/tlg0010.tlg008.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg019.perseus-eng2	tlg0010.tlg019	Isocrates	Antidosis	Q4774689	Antidosis	Q221182	-400	-400	Classical (500–360 BCE)			oration, literary work	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	George Norlin	1928	162891	29306	117	tlg0010/tlg019/tlg0010.tlg019.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg016.perseus-eng2	tlg0010.tlg016	Isocrates	Archidamus	Q87746379	Archidamus	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	George Norlin	1928	69261	10689	43	tlg0010/tlg016/tlg0010.tlg016.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg018.perseus-eng2	tlg0010.tlg018	Isocrates	Areopagiticus	Q87746381	Areopagiticus	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	George Norlin	1928	61579	9153	37	tlg0010/tlg018/tlg0010.tlg018.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg010.perseus-eng2	tlg0010.tlg010	Isocrates	Busiris	Q87746372	Busiris	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	28528	4315	17	tlg0010/tlg010/tlg0010.tlg010.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg004.perseus-eng2	tlg0010.tlg004	Isocrates	Concerning the Team of Horses	Q87746368	On the Team of Horses	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	33243	5106	20	tlg0010/tlg004/tlg0010.tlg004.perseus-eng2.xml	B_oration
tlg0010.tlg015.perseus-eng2	tlg0010.tlg015	Isocrates	Evagoras	Q87746377	Evagoras	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	45921	6972	28	tlg0010/tlg015/tlg0010.tlg015.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg009.perseus-eng2	tlg0010.tlg009	Isocrates	Helen	Q87746371	Helen	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates' 'Helen' is a forensic oration, which invokes specific contemporary laws or legal procedures.	English	eng; grc	Larue Van Hook	1945	38099	5824	23	tlg0010/tlg009/tlg0010.tlg009.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg022.perseus-eng2	tlg0010.tlg022	Isocrates	Letter 1. To Dionysius	Q110734158	To Dionysius	Q221182	-400	-400	Classical (500–360 BCE)			letter, literary work	3.0	As a letter, this work provides contemporary documentation of social rules through its direct address and content.	English	eng; grc	Larue Van Hook	1945	5629	986	4	tlg0010/tlg022/tlg0010.tlg022.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg027.perseus-eng2	tlg0010.tlg027	Isocrates	Letter 2. To Philip, I	Q87746383	Philip	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	11197	2023	8	tlg0010/tlg027/tlg0010.tlg027.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg030.perseus-eng2	tlg0010.tlg030	Isocrates	Letter 3. To Philip, II	Q87746383	Philip	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates' 'Philip' is a forensic oration, which invokes specific contemporary laws or legal procedures.	English	eng; grc	Larue Van Hook	1945	4086	732	3	tlg0010/tlg030/tlg0010.tlg030.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg029.perseus-eng2	tlg0010.tlg029	Isocrates	Letter 4. To Antipater	Q110734162	To Antipater	Q221182	-400	-400	Classical (500–360 BCE)			letter, literary work	3.0	As a letter, this work provides contemporary documentation of social rules through its direct address and content.	English	eng; grc	Larue Van Hook	1945	7491	1314	5	tlg0010/tlg029/tlg0010.tlg029.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg028.perseus-eng2	tlg0010.tlg028	Isocrates	Letter 5. To Alexander	Q110734164	To Alexander	Q221182	-400	-400	Classical (500–360 BCE)			letter, literary work	3.0	As a letter, this work provides contemporary documentation of social rules through its direct address and content.	English	eng; grc	Larue Van Hook	1945	2752	480	2	tlg0010/tlg028/tlg0010.tlg028.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg023.perseus-eng2	tlg0010.tlg023	Isocrates	Letter 6. To the Children of Jason	Q110734166	To the sons of Jason	Q221182	-400	-400	Classical (500–360 BCE)			letter, literary work	3.0	As a letter, this work provides contemporary documentation of social rules through its direct address and content.	English	eng; grc	Larue Van Hook	1945	7613	1354	5	tlg0010/tlg023/tlg0010.tlg023.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg026.perseus-eng3	tlg0010.tlg026	Isocrates	Letter 7. To Timotheus	Q110734167	To Timotheus	Q221182	-400	-400	Classical (500–360 BCE)			letter, literary work	3.0	As a letter, this work provides contemporary documentation of social rules through its direct address and content.	English	eng; grc	Larue Van Hook	1945	5918	1032	4	tlg0010/tlg026/tlg0010.tlg026.perseus-eng3.xml	D_contemporary_treatise
tlg0010.tlg025.perseus-eng2	tlg0010.tlg025	Isocrates	Letter 8. To the Rulers of the Mytilenaeans	Q110734170	To the kings of the Mytilenians	Q221182	-400	-400	Classical (500–360 BCE)			letter, literary work	3.0	As a letter, this work provides contemporary documentation of social rules through its direct address and content.	English	eng; grc	Larue Van Hook	1945	5840	1012	4	tlg0010/tlg025/tlg0010.tlg025.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg024.perseus-eng2	tlg0010.tlg024	Isocrates	Letter 9. To Archidamus	Q87746379	Archidamus	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	10614	1831	7	tlg0010/tlg024/tlg0010.tlg024.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg014.perseus-eng2	tlg0010.tlg014	Isocrates	Nicocles or the Cyprians	Q135656420	Nicocles	Q221182	-400	-400	Classical (500–360 BCE)	treatise	prose	translated work, literary work	3.0	As a treatise, this work provides contemporary documentation of social rules.	English	eng; grc; lat	George Norlin	1928	37019	5806	23	tlg0010/tlg014/tlg0010.tlg014.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg017.perseus-eng2	tlg0010.tlg017	Isocrates	On the Peace	Q87746382	On the peace	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	George Norlin	1928	104976	15997	64	tlg0010/tlg017/tlg0010.tlg017.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg021.perseus-eng2	tlg0010.tlg021	Isocrates	Panathenaicus	Q87746403	Panathenaicus	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	George Norlin	1928	179924	27655	111	tlg0010/tlg021/tlg0010.tlg021.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg011.perseus-eng2	tlg0010.tlg011	Isocrates	Panegyricus	Q3893205	Panegyricus	Q221182	-400	-400	Classical (500–360 BCE)	panegyric		literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	George Norlin	1928	138820	21059	84	tlg0010/tlg011/tlg0010.tlg011.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg012.perseus-eng2	tlg0010.tlg012	Isocrates	Plataicus	Q87746374	Plataicus	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	34741	5351	21	tlg0010/tlg012/tlg0010.tlg012.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg007.perseus-eng2	tlg0010.tlg007	Isocrates	To Demonicus	Q110733998	To Demonicus	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates' 'To Demonicus' is a forensic oration, which invokes specific contemporary laws or legal procedures.	English	eng; grc	George Norlin	1928	29588	5046	20	tlg0010/tlg007/tlg0010.tlg007.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg013.perseus-eng2	tlg0010.tlg013	Isocrates	To Nicocles	Q110733890	To Nicocles	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc; lat	George Norlin	1928	30856	4819	19	tlg0010/tlg013/tlg0010.tlg013.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg020.perseus-eng2	tlg0010.tlg020	Isocrates	To Philip	Q87746383	Philip	Q221182	-400	-400	Classical (500–360 BCE)			literary work	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	George Norlin	1928	98175	15269	61	tlg0010/tlg020/tlg0010.tlg020.perseus-eng2.xml	D_contemporary_treatise
tlg0010.tlg005.perseus-eng2	tlg0010.tlg005	Isocrates	Trapeziticus	Q87746370	Trapeziticus	Q221182	-400	-400	Classical (500–360 BCE)			literary work, oration	4.0	Isocrates was a forensic orator, and his orations, even if not strictly legal, invoke contemporary social and legal norms.	English	eng; grc	Larue Van Hook	1945	34720	5540	22	tlg0010/tlg005/tlg0010.tlg005.perseus-eng2.xml	B_oration
tlg0059.tlg013.perseus-eng2	tlg0059.tlg013	Plato	Alcibiades 1	Q1153509	First Alcibiades	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		Platonic dialogue, written work	3.0	Plato's 'First Alcibiades' is a Socratic dialogue that, while fictional, discusses education and political life in contemporary Athens.	English	eng; grc	Walter Rangeley Maitland Lamb	1927	83593	15731	63	tlg0059/tlg013/tlg0059.tlg013.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg014.perseus-eng2	tlg0059.tlg014	Plato	Alcibiades 2	Q1153509	First Alcibiades	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		Platonic dialogue, written work	3.0	Plato's 'First Alcibiades' is a Socratic dialogue that, while fictional, discusses education and political life in contemporary Athens.	English	eng; grc	Walter Rangeley Maitland Lamb	1927	33827	6300	25	tlg0059/tlg014/tlg0059.tlg014.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg002.perseus-eng2	tlg0059.tlg002	Plato	Apology	Q273668	Apology	Q859	-393	-393	Classical (500–360 BCE)	apologia, Socratic dialogue		Platonic dialogue, written work, apologia	3.0	Plato's 'Apology' is a defense of Socrates, documenting a contemporary legal event and philosophical stance, making it 'Contemporary Documentation'.	English	eng; grc	Harold North Fowler; Walter Rangeley Maitland Lamb	1914	62114	11710	47	tlg0059/tlg002/tlg0059.tlg002.perseus-eng2.xml	B_oration
tlg0059.tlg018.perseus-eng2	tlg0059.tlg018	Plato	Charmides	Q781206	Charmides	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		Platonic dialogue, written work	3.0	Plato's 'Charmides' is a philosophical dialogue examining the concept of temperance, which serves as 'Contemporary Documentation' of ethical discussion.	English	eng; grc	Walter Rangeley Maitland Lamb	1927	61469	11476	46	tlg0059/tlg018/tlg0059.tlg018.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg029.perseus-eng2	tlg0059.tlg029	Plato	Cleitophon	Q1653767	Clitophon	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		written work	3.0	Plato's 'Clitophon' is a Socratic dialogue that, while fictional, engages with philosophical ideas of its time.	English	eng; grc	Robert Gregg Bury	1929	13164	2466	10	tlg0059/tlg029/tlg0059.tlg029.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg005.perseus-eng2	tlg0059.tlg005	Plato	Cratylus	Q1347394	Cratylus	Q859	-393	-393	Classical (500–360 BCE)	dialogue		Platonic dialogue, written work	3.0	Plato's 'Cratylus' is a philosophical dialogue on the correctness of names, reflecting contemporary linguistic and philosophical discussions, thus 'Contemporary Documentation'.	English	eng; grc	Harold North Fowler; Walter Rangeley Maitland Lamb	1926	138791	24349	97	tlg0059/tlg005/tlg0059.tlg005.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg003.perseus-eng2	tlg0059.tlg003	Plato	Crito	Q267634	Crito	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		literary work	3.0	Plato's 'Crito' discusses justice and obedience to law in a contemporary setting, fitting into 'Contemporary Documentation'.	English	eng; grc	Harold North Fowler; Walter Rangeley Maitland Lamb	1914	30196	5707	23	tlg0059/tlg003/tlg0059.tlg003.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg035.perseus-eng2	tlg0059.tlg035	Plato	Epinomis	Q241668	Minos	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work	3.0	Plato's 'Minos' is a philosophical dialogue that, while fictional, discusses the nature of law and justice in a contemporary context.	English	eng; grc	Walter Rangeley Maitland Lamb	1927	56233	10336	41	tlg0059/tlg035/tlg0059.tlg035.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg021.perseus-eng2	tlg0059.tlg021	Plato	Euthydemus	Q6499786	Euthydemus	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work, Platonic dialogue	3.0	Plato's 'Euthydemus' is a philosophical dialogue satirizing sophistry, offering 'Contemporary Documentation' of intellectual trends and critiques.	English	eng; grc	Walter Rangeley Maitland Lamb	1924	95979	17674	71	tlg0059/tlg021/tlg0059.tlg021.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg001.perseus-eng2	tlg0059.tlg001	Plato	Euthyphro	Q648889	Euthyphro	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue	prose	literary work, Platonic dialogue	3.0	Plato's 'Euthyphro' is a philosophical dialogue, providing contemporary documentation.	English	eng; grc; lat	Harold North Fowler; Walter Rangeley Maitland Lamb	1914	38739	7066	28	tlg0059/tlg001/tlg0059.tlg001.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg023.perseus-eng2	tlg0059.tlg023	Plato	Gorgias	Q264241	Gorgias	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work	3.0	Plato's 'Gorgias' is a philosophical dialogue that critiques rhetoric and politics, offering 'Contemporary Documentation' of social and ethical debates.	English	eng; grc	Walter Rangeley Maitland Lamb	1925	210551	39042	156	tlg0059/tlg023/tlg0059.tlg023.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg015.perseus-eng2	tlg0059.tlg015	Plato	Hipparchus	Q1619950	Hipparchus	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work, Platonic dialogue	3.0	Plato's 'Hipparchus' is a philosophical dialogue that discusses contemporary ethical and social concepts, fitting into 'Contemporary Documentation'.	English	eng; grc	Walter Rangeley Maitland Lamb	1927	17738	3389	14	tlg0059/tlg015/tlg0059.tlg015.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg025.perseus-eng2	tlg0059.tlg025	Plato	Hippias Major	Q634846	Hippias Major	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work, Platonic dialogue	3.0	Plato's 'Hippias Major' is a philosophical dialogue examining the concept of beauty, which serves as 'Contemporary Documentation' of aesthetic inquiry.	English	eng; grc	Harold North Fowler; Walter Rangeley Maitland Lamb	1926	65610	12103	48	tlg0059/tlg025/tlg0059.tlg025.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg026.perseus-eng2	tlg0059.tlg026	Plato	Hippias Minor	Q614640	Hippias Minor	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		Platonic dialogue, literary work	3.0	Plato's 'Hippias Minor' is a philosophical dialogue discussing truth and falsehood, reflecting contemporary ethical and intellectual debates, thus 'Contemporary Documentation'.	English	eng; grc	Harold North Fowler; Walter Rangeley Maitland Lamb	1926	32407	5965	24	tlg0059/tlg026/tlg0059.tlg026.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg027.perseus-eng2	tlg0059.tlg027	Plato	Ion	Q1426781	Ion	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work, Platonic dialogue	3.0	Plato's 'Ion' is a philosophical dialogue discussing the nature of poetic inspiration, reflecting contemporary views on art and knowledge, thus 'Contemporary Documentation'.	English	eng; grc	William Rangeley Maitland Lamb	1925	34930	5821	23	tlg0059/tlg027/tlg0059.tlg027.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg019.perseus-eng2	tlg0059.tlg019	Plato	Laches	Q1243625	Laches	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work, Platonic dialogue	3.0	Plato's 'Laches' is a philosophical dialogue exploring the nature of courage, providing 'Contemporary Documentation' of ethical inquiry.	English	eng; grc	Walter Rangeley Maitland Lamb	1924	60363	11275	45	tlg0059/tlg019/tlg0059.tlg019.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg036.perseus-eng2	tlg0059.tlg036	Plato	Letters	Q17996006	Thirteenth Letter	Q859	-393	-393	Classical (500–360 BCE)			written work	3.0	Plato's 'Thirteenth Letter' is a personal essay that, if authentic, would offer direct insight into contemporary norms.	English	eng; grc	R. G. Bury; Robert Gregg Bury	1929	156218	28191	113	tlg0059/tlg036/tlg0059.tlg036.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg016.perseus-eng2	tlg0059.tlg016	Plato	Lovers	Q572073	Rival Lovers	Q859	-393	-393	Classical (500–360 BCE)	dialogue		literary work	3.0	Plato's 'Rival Lovers' is a philosophical dialogue discussing the merits of philosophy and rhetoric, fitting into 'Contemporary Documentation'.	English	eng; grc	Walter Rangeley Maitland Lamb	1927	19623	3591	14	tlg0059/tlg016/tlg0059.tlg016.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg020.perseus-eng2	tlg0059.tlg020	Plato	Lysis	Q924977	Lysis	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work	3.0	Plato's 'Lysis' is a philosophical dialogue exploring the nature of friendship, providing 'Contemporary Documentation' of ethical inquiry.	English	eng; grc	Walter Rangeley Maitland Lamb	1925	52507	9970	40	tlg0059/tlg020/tlg0059.tlg020.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg028.perseus-eng2	tlg0059.tlg028	Plato	Menexenus	Q1474843	Menexenus	Q859	-393	-393	Classical (500–360 BCE)	dialogue		Platonic dialogue, written work	3.0	Plato's 'Menexenus' is a philosophical dialogue that, while fictional, discusses contemporary Athenian society and political rhetoric.	English	eng; grc	Robert Gregg Bury	1929	42922	7732	31	tlg0059/tlg028/tlg0059.tlg028.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg024.perseus-eng2	tlg0059.tlg024	Plato	Meno	Q746253	Meno	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work, Platonic dialogue	3.0	Plato's 'Meno' is a philosophical dialogue exploring virtue and knowledge, which provides 'Contemporary Documentation' of philosophical inquiry.	English	eng; grc	Walter Rangeley Maitland Lamb	1924	74234	14061	56	tlg0059/tlg024/tlg0059.tlg024.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg033.perseus-eng2	tlg0059.tlg033	Plato	Minos	Q241668	Minos	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work	3.0	Plato's 'Minos' is a philosophical dialogue discussing the nature of law, which falls under 'Contemporary Documentation'.	English	eng; grc	Walter Rangeley Maitland Lamb	1927	23495	4335	17	tlg0059/tlg033/tlg0059.tlg033.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg009.perseus-eng2	tlg0059.tlg009	Plato	Parmenides	Q1130762	Parmenides	Q859	-393	-393	Classical (500–360 BCE)	Platonic dialogue		written work	3.0	Plato's 'Parmenides' is a philosophical dialogue, providing contemporary documentation.	English	eng; grc	Harold North Fowler; Walter Rangeley Maitland Lamb	1926	105343	19701	79	tlg0059/tlg009/tlg0059.tlg009.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg004.perseus-eng2	tlg0059.tlg004	Plato	Phaedo	Q244161	Phaedo	Q859	-393	-393	Classical (500–360 BCE)	dialogue, Socratic dialogue		Platonic dialogue, written work	3.0	Plato's 'Phaedo' discusses the immortality of the soul and philosophical concepts, providing 'Contemporary Documentation' of philosophical thought.	English	eng; grc	Harold North Fowler; Walter Rangeley Maitland Lamb	1914	204128	27415	110	tlg0059/tlg004/tlg0059.tlg004.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg012.perseus-eng2	tlg0059.tlg012	Plato	Phaedrus	Q555862	Phaedrus	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		written work	3.0	Plato's 'Phaedrus' is a philosophical dialogue that discusses rhetoric, love, and the soul, reflecting contemporary thought and thus 'Contemporary Documentation'.	English	eng; grc	Harold North Fowler; Walter Rangeley Maitland Lamb	1914	130334	23525	94	tlg0059/tlg012/tlg0059.tlg012.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg010.perseus-eng2	tlg0059.tlg010	Plato	Philebus	Q220972	Philebus	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		Platonic dialogue, written work	3.0	Plato's 'Philebus' is a philosophical dialogue exploring ethical concepts relevant to contemporary thought.	English	eng; grc	Harold North Fowler	1925	132032	24161	97	tlg0059/tlg010/tlg0059.tlg010.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg022.perseus-eng2	tlg0059.tlg022	Plato	Protagoras	Q520328	Protagoras	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		written work, Platonic dialogue	3.0	Plato's 'Protagoras' is a philosophical dialogue discussing the nature of virtue and education, providing 'Contemporary Documentation' of intellectual discourse.	English	eng; grc	Walter Rangeley Maitland Lamb	1924	136423	23984	96	tlg0059/tlg022/tlg0059.tlg022.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg007.perseus-eng2	tlg0059.tlg007	Plato	Sophist	Q471715	Sophist	Q859	-393	-393	Classical (500–360 BCE)	Socratic dialogue		Platonic dialogue, written work	3.0	Plato's 'Sophist' is a philosophical dialogue, providing contemporary documentation.	English	eng; grc	Harold North Fowler	1921	136516	24634	99	tlg0059/tlg007/tlg0059.tlg007.perseus-eng2.xml	D_contemporary_treatise
tlg0059.tlg008.perseus-eng2	tlg0059.tlg008	Plato	Statesman	Q669911	Statesman	Q859	-393	-393	Classical (500–360 BCE)	dialogue		written work, Platonic dialogue	3.0	Plato's 'Statesman' is a philosophical dialogue discussing political theory and governance, which falls under 'Contemporary Documentation'.	English	eng; grc; lat	Harold North Fowler	1925	146823	26676	107	tlg0059/tlg008/tlg0059.tlg008.perseus-eng2.xml	D_contemporary_treatise
