cell_sig	resource_meta	LESS	MORE	net	n_total	period3
*/Adult/Free/*/*/High	Right to retain property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/*/Middle	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/*/Middle	Right to own property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/*/Middle	Right to retain property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Exemption from compulsory public financing	6.0	1.0	-5.0	7.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Eligibility for public office	1.0	4.0	3.0	5.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Exemption from taxes	5.0	0.0	-5.0	5.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Right to retain property	2.0	2.0	0.0	4.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Political power	1.0	2.0	1.0	3.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Protection from capital punishment	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Access to public honors	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Exemption from manual labor	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Right to inherit property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Right to own land	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Right to retain own earnings	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/Low	Eligibility for public office	6.0	0.0	-6.0	6.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/Low	Political power	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/Middle	Eligibility for public office	2.0	2.0	0.0	4.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/Middle	Right to a legal trial	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Foreign/Resident/*	Right to a legal trial	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Foreign/Resident/*	Protection from capital punishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Foreign/Resident/*	Right to own land	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/*	Exemption from legal audit	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Low	Access to religious rites	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Low	Access to the gymnasium	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Low	Political power	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Low	Protection from enslavement	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Low	Right to bear arms	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Low	Right to reside in the city	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Middle	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Middle	Political power	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Elder/*/*/*/*	Right to speak first in assembly	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/*/*/Resident/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/*/Resident/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Access to public honors	1.0	2.0	1.0	3.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Eligibility for public office	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Exemption from taxes	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Protection from legal prosecution	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Political power	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Protection from corporal punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Right to citizenship	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/Low	Right to bear arms	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Political power	3.0	0.0	-3.0	3.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Right to bodily autonomy	2.0	1.0	-1.0	3.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Right to a dowry	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Protection from public libel	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Right to a legal trial	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Right to inherit property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Right to own property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/Resident/*	Right to dispose of property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/Native/Resident/*	Access to religious rites	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/Native/Resident/*	Right to inherit property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/Native/Resident/High	Right to a legal trial	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/Resident/*	Right to a dowry	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/Resident/High	Right to bodily autonomy	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/Native/Resident/*	Right to bodily autonomy	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/Native/Resident/*	Right to inherit property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/Native/Resident/High	Right to marry	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/Free/Native/Resident/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Access to religious rites	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Exemption from legal audit	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Political power	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Right to address the assembly	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/Low	Protection from corporal punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/Resident/Low	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Protection from public libel	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Right to a legal trial	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Right to retain property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Right to valid professional opinion	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Mixed/Resident/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Eligibility for public office	3.0	13.0	10.0	16.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to address the assembly	7.0	6.0	-1.0	13.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Political power	0.0	9.0	9.0	9.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to a legal trial	0.0	8.0	8.0	8.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to vote in the Ekklesia	0.0	8.0	8.0	8.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to remuneration for office	0.0	7.0	7.0	7.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Access to public honors	3.0	1.0	-2.0	4.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Access to religious rites	3.0	1.0	-2.0	4.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to bear arms	1.0	3.0	2.0	4.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to citizenship	3.0	1.0	-2.0	4.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to reside in the city	2.0	2.0	0.0	4.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Protection from capital punishment	2.0	1.0	-1.0	3.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Protection from enslavement	0.0	3.0	3.0	3.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Protection from arbitrary banishment	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to freedom of movement	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Exemption from compulsory public financing	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Exemption from legal audit	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Exemption from manual labor	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Protection from corporal punishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Protection from legal prosecution	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to burial	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to free speech	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to inherit property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to own land	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to own property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to retain property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Eligibility for public office	0.0	8.0	8.0	8.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Exemption from compulsory public financing	4.0	0.0	-4.0	4.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Protection from arbitrary banishment	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Access to public honors	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Access to the gymnasium	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Exemption from legal audit	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Exemption from manual labor	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Protection from capital punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Right to own property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Right to reside in the city	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/High	Right to retain property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/Low	Eligibility for public office	3.0	2.0	-1.0	5.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/Low	Right to remuneration for office	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/Low	Political power	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/Low	Right to vote in the Ekklesia	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/Middle	Eligibility for public office	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/Middle	Political power	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/Middle	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Elder/Free/Native/Resident/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Elder/Free/Native/Resident/*	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Elder/Free/Native/Resident/*	Exemption from manual labor	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to citizenship	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to inherit divine covenant	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/Low	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Non resident/*	Protection from corporal punishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Resident/Low	Right to professional judgement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Political power	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Right to a legal trial	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Right to citizenship	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/Resident/*	Right to own land	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Right to drink wine	3.0	0.0	-3.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Access to religious rites	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Political power	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Access to religious rites	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Exemption from taxes	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Political power	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Right to free speech	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/Resident/Low	Protection from corporal punishment	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/Resident/Low	Right to drink wine	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/Resident/Low	Right to retain own earnings	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/Resident/Low	Access to religious rites	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/Resident/Low	Right to bear arms	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/Resident/Low	Right to bodily autonomy	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/Foreign/Resident/Low	Protection from enslavement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/Native/Resident/Low	Protection from corporal punishment	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/Native/Resident/Low	Exemption from manual labor	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/Native/Resident/Low	Right to retain own earnings	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Protection from legal prosecution	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Protection from public libel	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/*	Right to retain own earnings	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/*/High	Right to a dowry	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/*	Protection from enslavement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/Low	Protection from enslavement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/Low	Right to a legal trial	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/Low	Right to own land	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/*/Resident/Low	Right to retain property	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/*/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Right to citizenship	0.0	4.0	4.0	4.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Right to own land	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Access to religious rites	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Foreign/Resident/*	Right to retain property	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Right to inherit property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/*/*	Right to marry	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Eligibility for public office	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Right to bear arms	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Access to public honors	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Access to the gymnasium	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Right to a legal trial	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/*	Right to remuneration for office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/High	Eligibility for public office	1.0	2.0	1.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/High	Political power	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/High	Protection from arbitrary banishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Free/Native/Resident/High	Right to dispose of property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/*/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/*/*/*/Low	Right to retain own earnings	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/*/*/Resident/*	Access to public honors	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/*/*/Resident/Low	Exemption from manual labor	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/*/*/Resident/Low	Right to valid professional opinion	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/*/*/Resident/Middle	Exemption from manual labor	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/*/High	Exemption from taxes	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/*/High	Right to retain property	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/*/High	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/*/High	Right to address the assembly	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/*	Access to public honors	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/*	Right to retain property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/High	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/High	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/High	Protection from capital punishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/High	Right to own land	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/High	Right to retain property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/Low	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/*/Resident/Low	Protection from legal prosecution	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Foreign/Resident/*	Political power	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Foreign/Resident/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Foreign/Resident/*	Exemption from taxes	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Foreign/Resident/*	Right to address the assembly	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Foreign/Resident/*	Right to citizenship	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Native/*/High	Eligibility for public office	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Native/*/High	Protection from corporal punishment	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Native/Resident/High	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Native/Resident/Low	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Adult/Free/Native/Resident/Low	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Elder/*/*/*/*	Access to public honors	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/*/*/*/*	Eligibility for public office	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/*/*/*/*	Access to education	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/*/*/*/*	Access to religious rites	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/Minor/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
