cell_sig	resource_meta	LESS	MORE	net	n_total	period3
*/*/*/Foreign/*/*	Right to inherit property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/*/*	Right to own property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/*/*	Right to retain own earnings	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/Resident/*	Exemption from taxes	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/Resident/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/Resident/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/*	Eligibility for public office	2.0	4.0	2.0	6.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/*	Political power	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/High	Access to public honors	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/High	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/Native/*/Low	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Protection from corporal punishment	6.0	0.0	-6.0	6.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Political power	3.0	0.0	-3.0	3.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Protection from enslavement	2.0	1.0	-1.0	3.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Right to own property	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Right to valid professional opinion	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Protection from capital punishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Right to a legal trial	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Right to bear arms	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Right to free speech	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Right to retain own earnings	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/*	Right to vote in the Ekklesia	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/*/Low	Protection from enslavement	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/Foreign/*/*	Protection from enslavement	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Enslaved/Foreign/*/*	Right to own land	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Eligibility for public office	0.0	6.0	6.0	6.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to remuneration for office	0.0	4.0	4.0	4.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Political power	0.0	3.0	3.0	3.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Exemption from legal audit	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Protection from capital punishment	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Protection from enslavement	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to vote in the Ekklesia	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Exemption from manual labor	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Protection from legal prosecution	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to a legal trial	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to own property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Right to retain property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/High	Eligibility for public office	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/High	Exemption from compulsory public financing	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/High	Exemption from manual labor	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/High	Political power	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/High	Protection from capital punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/High	Right to remuneration for office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Low	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Low	Exemption from compulsory public financing	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Low	Exemption from manual labor	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Low	Political power	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Low	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Middle	Political power	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Middle	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/Middle	Right to vote in the Ekklesia	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/Non resident/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/*	Political power	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/*	Right to citizenship	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/*	Right to reside in the city	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Foreign/Resident/*	Right to a legal trial	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/Foreign/Resident/*	Protection from capital punishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Mixed/*/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Eligibility for public office	3.0	2.0	-1.0	5.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Right to citizenship	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Right to vote in the Ekklesia	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Access to public honors	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Political power	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Protection from enslavement	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Right to a legal trial	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/*	Right to retain own earnings	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/*/High	Right to own land	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Resident/*	Right to bear arms	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Resident/*	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Resident/*	Right to free speech	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Resident/*	Right to reside in the city	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/*/*/*/*	Eligibility for public office	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
*/Adult/*/*/*/Low	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/*/Native/*/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Foreign/*/*	Right to marry	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/*/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Elder/*/*/*/*	Exemption from legal audit	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Elder/*/*/*/*	Exemption from manual labor	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Elder/Free/*/*/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Elder/Free/Native/*/*	Right to speak first in assembly	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/*/*/*/*	Access to public honors	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/Minor/*/*/*/*	Protection from legal prosecution	0.0	2.0	2.0	2.0	P2: Late Classical (354–165 BCE)
*/Minor/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/*/*/*/*	Exemption from taxes	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/*/*/*/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/*/*/*	Access to public honors	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/*/*/*	Political power	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/*/*/*	Protection from corporal punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
*/Minor/Free/*/*/*	Right to citizenship	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/*/*	Political power	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/*/High	Protection from public libel	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/*/High	Right to inherit property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/*/Foreign/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Enslaved/*/*/*	Protection from corporal punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to a legal trial	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to inherit property	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Protection from enslavement	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to a dowry	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to marry	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/*	Right to own property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/High	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/*/Free/*/*/Low	Right to a dowry	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/*/*	Access to religious rites	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/*/*	Political power	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/*/*	Right to a dowry	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/*/*	Right to bodily autonomy	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Female/Adult/Free/*/*/High	Right to bodily autonomy	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to address the assembly	5.0	1.0	-4.0	6.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Access to religious rites	2.0	1.0	-1.0	3.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Eligibility for public office	2.0	1.0	-1.0	3.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Access to public honors	2.0	0.0	-2.0	2.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to a legal trial	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Protection from capital punishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Protection from enslavement	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to bodily autonomy	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to retain property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/*	Right to valid professional opinion	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/High	Political power	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/*/Low	Right to address the assembly	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/Non resident/*	Protection from arbitrary banishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/Non resident/*	Protection from capital punishment	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/Non resident/*	Protection from enslavement	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/*/Resident/High	Protection from arbitrary banishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/*/Foreign/*/*	Access to public honors	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/Enslaved/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/Free/*/*/*	Right to citizenship	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/Free/*/*/*	Right to dispose of property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/Free/*/*/*	Right to freedom of movement	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/*/Free/*/*/High	Exemption from compulsory public financing	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
Male/*/Free/*/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Exemption from taxes	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Protection from public libel	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Right to dispose of property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/*	Right to remuneration for office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/*/High	Right to address the assembly	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/*/*/Resident/*	Exemption from manual labor	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Exemption from legal audit	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Political power	1.0	1.0	0.0	2.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Access to religious rites	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Eligibility for public office	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Right to burial	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Right to inherit property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/*	Right to retain property	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/High	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/*/Low	Right to retain property	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Right to address the assembly	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/*/Resident/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Foreign/*/*	Exemption from taxes	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Elder/*/*/*/*	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Elder/Free/*/*/*	Eligibility for public office	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Minor/*/*/*/*	Access to the gymnasium	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
Male/Minor/Free/Native/*/*	Right to bear arms	0.0	1.0	1.0	1.0	P2: Late Classical (354–165 BCE)
*/*/*/*/*/*	Eligibility for public office	2.0	5.0	3.0	7.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Political power	2.0	5.0	3.0	7.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Access to public honors	0.0	5.0	5.0	5.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to a legal trial	0.0	4.0	4.0	4.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Access to the gymnasium	1.0	2.0	1.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Exemption from manual labor	2.0	1.0	-1.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to bear arms	3.0	0.0	-3.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Access to religious rites	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Protection from corporal punishment	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Protection from enslavement	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Protection from legal prosecution	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to citizenship	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to freedom of movement	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to retain property	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Protection from capital punishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Protection from public libel	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to bodily autonomy	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to drink wine	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to free speech	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to inherit divine covenant	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to military protection	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to own land	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to own property	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to professional judgement	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to remuneration for office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/*	Right to retain own earnings	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/High	Right to retain property	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/High	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/High	Exemption from compulsory public financing	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/High	Protection from arbitrary banishment	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/High	Right to dispose of property	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/High	Right to own land	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/Low	Right to a legal trial	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/*/Low	Right to retain property	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Resident/*	Access to religious rites	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Resident/*	Protection from enslavement	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Resident/*	Right to reside in the city	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/*/Resident/High	Eligibility for public office	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Political power	1.0	1.0	0.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Right to a legal trial	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Right to address the assembly	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Right to own land	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Right to reside in the city	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/*/*	Right to vote in the Ekklesia	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/Non resident/*	Right to citizenship	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/Resident/*	Right to citizenship	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Foreign/Resident/*	Exemption from taxes	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Eligibility for public office	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Access to public honors	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Political power	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Right to free speech	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/*/*	Right to marry	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Right to drink wine	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Access to religious rites	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/*/Native/Resident/*	Exemption from taxes	0.0	1.0	1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Protection from corporal punishment	2.0	1.0	-1.0	3.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Right to drink wine	2.0	0.0	-2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Right to retain own earnings	0.0	2.0	2.0	2.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
*/*/Enslaved/*/*/*	Access to religious rites	1.0	0.0	-1.0	1.0	P3: Hellenistic & Roman (165 BCE – 205 CE)
