rule_id	perseus_author	perseus_title	period	source_type	source_type_description	rule	verbatim	reasoning	directionality	llm_confidence_in_answer	group	group_meta	resource	resource_meta	resource_type	rule_polity	rule_polity_reasoning	rule_date	rule_date_reasoning	resource_materiality	materiality_reasoning	resource_generality	generality_reasoning	resource_persistence	persistence_reasoning	group_immutability	immutability_reasoning	rule_contemporarity	contemporarity_reasoning	opinion_vs_fact	opinion_vs_fact_reasoning	tautology	tautology_reasoning
tlg0059.tlg008.perseus-eng2::31	Plato	Statesman	Classical (500–360 BCE)	contemporary_treatise	Contemporary philosophical / political treatise implying the rule exists	Marriage ties based on wealth	['The pursuit of wealth or power in connection with matrimony—but why should anyone ever take the trouble to blame it, as though it were worth arguing about?... The fact is, they act on no right theory at all; they seek their ease for the moment; welcoming gladly those who are like themselves.']	The Stranger describes the contemporary practice of the wealthy and powerful forming marriage bonds based on wealth and influence rather than character traits. This identifies a social convention where access to specific marriage alliances is dictated by the wealth criterion.	MORE	9.0	The wealthy	The wealthy	Right to form marriage alliances	Right to citizenship	Legal Standing; Political Power	Classical Athens	The practice of forming marriage alliances for wealth and power is described as a contemporary social habit of the Athenian elite.	-367	Recorded by Plato as an observation of his own society's marriage customs at the time of writing (-367).	4	Marriage alliances between elite families involve significant wealth transfer and property.	3	Specific to the domain of matrimonial and family law.	4	A marriage alliance is a long-term structural bond.	3	Wealthy status is a durable but potentially changeable identity.	1	Reports on the actual social practices of the wealthy in Athens.	5	The text describes an observed social reality ('the fact is...').	0	Being wealthy does not definitionally require marrying for wealth.
tlg0062.tlg034.perseus-eng2::1	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Official supervision of athletic contests	['But even the official there does not separate them and break up the fight—I assume from his purple cloak that he is one of the officials; on the contrary, he urges them on and praises the one who struck the blow.']	The passage identifies a specific class of officials (recognized by their purple cloaks) who have the authority to supervise, regulate, and encourage athletic combat, representing the state's oversight of these activities.	MORE	10.0	Magistrates	Magistrates	Political power	Political power	Political Power	Archaic Athens (Solonic)	The official in the purple cloak overseeing athletes is part of Lucian's depiction of Solon-era Athenian state regulation.	-594	Dated to Solon's archonship (-594), as Lucian frames this as a historic institution described by Solon himself.	4	The authority of an official to regulate public conduct is a concrete legal power.	3	Specific to the oversight of athletic contests.	4	Power holds during the magistrate's term of office.	3	Magistrate is a role-bound office holder, an episodic but stable status.	0	Lucian is setting the dialogue in the archaic past (Solon's time).	4	Reports on the identifiable role of the 'official in the purple cloak'.	0	Managing sports is not the primary definition of a magistrate.
tlg0062.tlg034.perseus-eng2::3	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Protection from physical assault	['With us Scythians, Solon, if anyone strikes a citizen, or assaults him and throws him down, or tears his clothing, the elders impose severe penalties upon him, even if the offence takes place before just a few witnesses, not to speak of such great assemblies as that at the Isthmus and that at Olympia which you describe.']	Anacharsis contrasts Greek athletics with Scythian law, noting that in his society, citizens are legally protected from physical assault and battery, with the state (elders) punishing violators.	MORE	10.0	Citizens	Citizens	Protection from corporal punishment	Protection from corporal punishment	Bodily Autonomy	Scythia	The speaker, Anacharsis, is explicitly contrasting the Athenian gymnastic violence with the laws of his own Scythian society.	-589	Dated to the arrival of Anacharsis in Athens (-589), when he would have been describing his native laws.	5	Protection from physical assault is a core bodily entitlement.	5	Bodily integrity is a foundational societal right.	5	Right persists throughout the individual's life as a citizen.	4	Citizenship is a legal birth-status.	0	Anacharsis describes Scythian laws in an archaic/legendary setting.	4	Reports legal penalties for assault as a matter of fact.	0	Citizen status does not inherently include protection from battery.
tlg0062.tlg034.perseus-eng2::4	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Citizen right to legal counsel	['Whenever it goes up to the Areopagus and holds a sitting to judge a case of manslaughter or premeditated wounding or arson, an opportunity to be heard is given to each party to the case, and the plaintiff and defendant plead in turn, either in person or through professional speakers whom they bring to the bar to plead in their behalf.']	Solon describes the standard operating procedure of the Areopagus court, where litigants have the established right to be represented by professional speakers (rhetoricians) rather than just representing themselves.	MORE	10.0	Citizens	Citizens	Right to professional legal representation	Right to a legal trial	Legal Standing	Archaic Athens (Solonic)	Lucian has Solon describe the procedures of the Areopagus, which was the central judicial body of early Athens.	-594	Dated to Solon's floruit (-594); the rule represents the 'ancestral' judicial customs attributed to him.	4	Legal representation is a concrete right with direct effects on material outcomes (trials).	3	Specific to the procedure of the Areopagus court.	4	Persistent right available in any relevant legal case.	4	Citizenship status determines legal standing; hard to change.	0	Solon explains his contemporary (archaic) laws in the dialogue.	5	Describes an established legal procedure of a known historical court.	0	The definition of citizen does not automatically include legal counsel.
tlg0062.tlg034.perseus-eng2::5	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Areopagus restriction on rhetorical introductions	['As long as they speak about the case, the court tolerates them and listens in silence; but if anyone prefaces his speech with an introduction in order to make the court more favourable, or brings emotion or exaggeration into the case— tricks that are often devised by the disciples of rhetoric to influence the judges,—then the crier appears and silences them at once, preventing them from talking nonsense to the court and from tricking the case out in words, in order that the Areopagites may see the facts bare.']	The text describes a specific procedural rule in the Athenian murder court (Areopagus) that forbids emotional or irrelevant introductions, ensuring litigants are judged on facts rather than rhetorical skill.	MORE	9.0	Citizens	Citizens	Protection from biased legal pleading	Right to a legal trial	Legal Standing	Archaic Athens (Solonic)	The specific prohibition of rhetoric in the Areopagus is a famous legal tradition of the ancient Athenian murder court.	-594	Dated to -594, as Lucian presents this as a core feature of the Solonic legal reform.	4	Fair trial procedures represent a concrete legal right with life/death consequences.	3	Refers to specific procedural technicalities in a murder trial.	2	Protections are bounded to the episode of a single trial.	4	Citizenship is a structural birth-status.	0	Dialogue set in the historical past of Solon.	5	States the well-attested procedural bans of the Areopagus as plain fact.	0	Silence of the crier is not part of the definition of citizenship.
tlg0062.tlg034.perseus-eng2::6	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Public education through drama	['Furthermore, assembling them in the theatre, we instruct them publicly through comedies and tragedies, in which they behold both the virtues and the vices of the ancients, in order that they may recoil from the vices and emulate the virtues.']	Solon outlines the state's use of theater as a formal, public educational tool for the citizenry (specifically young men entering political life) to instill moral values.	MORE	9.0	Citizens	Citizens	Access to public moral education	Access to the gymnasium	Education	Classical Athens	Although spoken by Solon, the use of theatre (comedy and tragedy) for public education is a hallmark of the 5th and 4th-c. Athenian polis.	165	Lucian’s description of theatre as state education reflects the enduring Classical Athenian institution as understood in his own time (165).	3	Attendance at theater for education is access to a social practice/medium.	3	Specific to the institution of the theater and state education.	4	Long-term entitlement throughout a citizen's adult life.	4	Citizenship and gender (men) are hard-to-change/immutable traits.	0	Solon describes the role of theater in archaic/classical Athens.	5	Describes the attested historical function of the Dionysia and theater.	0	Education through drama is not part of the definition of the group.
tlg0062.tlg034.perseus-eng2::8	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Citizen training in communal laws	['We harmonize their minds by causing them to learn by heart the laws of the community, which are exposed in public for everyone to read, written in large letters, and tell what one should do and what one should refrain from doing']	The Athenian state requires its youth/prospective citizens to memorize the public laws, which are displayed openly to ensure the population is regulated and educated correctly.	MORE	10.0	Citizens	Citizens	Access to legal education	Access to the gymnasium	Education	Archaic Athens (Solonic)	The public display of laws on 'kyrbeis' or pillars for citizens to read is a foundational act of Solon's constitutional reforms.	-594	Dated to the enactment of Solon's laws (-594), which first established the principle of publicly accessible written law in Athens.	3	Access to legal education/texts provides knowledge of rights and duties.	3	Specifically focused on education regarding the communal laws.	4	Memorized laws provide lifelong orientation for the citizen.	4	Citizenship/youth status at the time of education.	0	Solon describes the public inscription of laws in archaic Athens.	5	Reports the factual historical practice of publicly displaying written laws.	0	Learning laws by heart is not how a citizen is defined.
tlg0062.tlg034.perseus-eng2::9	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Citizen cavalry service obligation	['But you would see it, Anacharsis, if you should stop with us longer, and also arms for every man in great quantity, which we use when it is necessary, and crests and trappings and horses, and cavalrymen amounting to nearly a fourth of our citizens.']	Solon describes the military organization of the Athenian state, noting that a significant portion of the citizenry (the fourth part) serves as cavalrymen, indicating this as a structured resource/role for the citizen group.	MORE	9.0	Citizens	Citizens	Eligibility for the cavalry	Eligibility for public office	Political Power	Classical Athens	Lucian uses a dialogue between Solon and Anacharsis to describe the civic and military norms of Classical Athens.	165	Dated to the mid-2nd century CE (c. 165) during Lucian's floruit, as he uses the classical setting to reflect on contemporary Greek cultural identity.	3	Cavalry eligibility implies access to specific social roles and military equipment.	3	Specific to military organization and class-based service.	4	Service eligibility lasts as long as one's age and wealth status permit.	4	Citizenship is a structural birth-status in the Athenian context.	0	Lucian (2nd c. CE) writes a dialogue set in the time of Solon (6th c. BCE).	4	Reported as a factual description of the state's military composition.	0	Cavalry service is a specific civic role, not the definition of citizenship.
tlg0062.tlg034.perseus-eng2::10	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Public weapon prohibition	['But to bear arms always and carry a dirk at one’s belt is, we think, superfluous in time of peace; in fact, there is a penalty prescribed for anyone who carries weapons unnecessarily within the city limits or brings armour out into a public place.']	The text explicitly mentions a legal penalty for individuals who carry weapons or armor in public spaces during peacetime, demonstrating a regulated restriction on this resource within the city.	LESS	10.0	Citizens	Citizens	Right to bear arms in public	Right to bear arms	Political Power; Bodily Autonomy	Classical Athens	The text describes specific Athenian municipal penalties regarding the bearing of arms in public places.	165	Dated to the author's floruit (c. 165) as the dialogue presents these customs as defining features of the Athenian civic identity known to the author.	4	Right to bear arms affects physical capabilities and carries legal penalties.	4	A broad legal prohibition affecting all citizens in public spaces.	4	The prohibition is a permanent feature of peacetime civil law.	4	Citizenship is a hard-to-change legal status.	0	Refers to archaic/classical Athenian laws from a later Roman era perspective.	5	Explicitly cites a prescribed penalty in the law.	0	Being a citizen does not inherently mean one cannot carry a weapon.
tlg0062.tlg034.perseus-eng2::11	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Female exclusion from gymnasiums	['They show no white and ineffective corpulence or pallid leanness, as if they were women’s bodies bleached out in the shade, quivering and streaming with profuse sweat at once and panting beneath the helmet, especially if the sun, as at present, blazes with the heat of noon.']	The author contrasts the sun-darkened athletes with women who are 'bleached out in the shade,' implying that women are environmentally restricted from the outdoor physical training (gymnasia) provided to men.	LESS	8.0	Women	Women	Access to the gymnasium	Access to the gymnasium	Education	Classical Athens	The rule describes the exclusion of women from the male-dominated public gymnasium spaces of Athens.	165	Dated to the author's floruit (c. 165); the gendered division of public space was a contemporary reality for Lucian.	3	Access to training facilities is a social practice with physical outcomes.	3	Specific to the institution of the gymnasium.	5	Gender-based exclusion from public life was lifelong.	5	Gender is a biologically fixed/immutable category.	0	Characters in the dialogue discuss classical Athenian customs.	4	Inferred from a factual contrast between male and female physical states.	0	Lack of gymnasium access is not the definition of being a woman.
tlg0062.tlg034.perseus-eng2::13	Lucian of Samosata	Anacharsis, or Athletics	High Roman Empire (135–205 CE)	entertainment	Entertainment text — drama, satire, fiction; mixes commentary with artistic license	Exemption from lethal combat training	['As for testing them under arms, and watching them get wounded—no! It is bestial and terribly cruel and, more than that, unprofitable to kill off the most efficient men who can be used to better advantage against the enemy.']	Solon explicitly states that Athenian law/custom forbids testing young men (those of military age) with lethal weapons during peace-time training to preserve their lives for actual warfare, contrasting this with the brutal physical training they do undergo.	MORE	9.0	Soldiers	Soldiers	Right to personal safety in training	Access to the gymnasium	Education	Classical Athens	Describes the Athenian practice of prioritizing safety and fitness over lethal combat in peace-time training.	165	Dated to the author's floruit (c. 165); Lucian contrasts Athenian 'civilized' training with more brutal methods known in his time.	5	Right to personal safety and preservation of life is a tangible bodily entitlement.	4	Addresses a broad protection from lethal violence in training.	3	Resource is attached to the phase of military service/training.	2	Soldiers are people in a specific role/active duty stage.	0	Depicts Solon's era laws from a Roman period perspective.	4	Solon reports this as a rationale within the legal framework.	0	Soldiers are not defined by protection from lethal training.
tlg0086.tlg003.perseus-eng1::0	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Debt slavery for tenant farmers	['The whole country was in the hands of a few persons, and if the tenants failed to pay their rent they were liable to be haled into slavery, and their children with them. All loans were secured upon the debtor’s person, a custom which prevailed until the time of Solon, who was the first to appear as the champion of the people.']	The text describes a general legal custom in pre-Solonian Athens where failure to pay rent or debts resulted in the loss of personal freedom for the debtor and their family.	LESS	10.0	The poor	The poor	Protection from enslavement	Protection from enslavement	Bodily Autonomy	Archaic Athens (Pre-Solonic)	Aristotle specifically describes a state of affairs that existed before the reforms of Solon.	-600	Describes the legal condition of debt slavery existing around the turn of the 6th century BCE before it was abolished.	5	Slavery is the total loss of material and bodily freedom.	5	Bondage is a foundational societal axis.	5	Enslavement for debt was typically permanent without manumission.	3	Economic status (poverty) is changeable but often durable.	0	Aristotle describes a pre-Solonian law from the distant past.	5	Reports historical legal customs as plain facts.	0	Poverty does not inherently define one as a slave.
tlg0086.tlg003.perseus-eng1::1	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Elite access to magistracies	['The magistrates were elected according to qualifications of birth and wealth. At first they governed for life, but subsequently for terms of ten years.', 'This was the natural consequence of the facts that the Archons were elected under qualifications of birth and wealth, and that the Areopagus was composed of those who had served as Archons']	The text explicitly states that holding high magisterial office was restricted to those meeting specific criteria of lineage (birth) and economic standing (wealth).	MORE	10.0	The wealthy and noble	The wealthy;Nobles	Eligibility for the archonship	Eligibility for public office	Political Power	Archaic Athens (Pre-Solonic)	Describes the early aristocratic qualifications for the Athenian archonship prior to later democratic reforms.	-632	Refers to the period of the Eupatrid monopoly on power in the 7th century BCE.	4	Right to hold high office involves significant political power.	4	Office-holding is a broad category of social status.	4	Status allows entry into the lifelong Areopagus council.	4	Birth (nobility) and wealth class were structural and hereditary.	0	Aristotle describes the early Athenian constitution.	5	Factual description of constitutional qualifications.	0	Nobility does not mean 'office holder' by definition.
tlg0086.tlg003.perseus-eng1::2	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Property-based franchise eligibility	['The franchise was given to all who could furnish themselves with a military equipment. The nine Archons and the Treasurers were elected by this body from persons possessing an unencumbered property of not less than ten minas']	Under Draco's constitution, political rights (the franchise) were tied to the ability to afford hoplite armor, representing a specific wealth threshold.	MORE	9.0	Owners of military equipment	Soldiers	Right to vote in the Ekklesia	Right to vote in the Ekklesia	Political Power	Archaic Athens (Draconian)	Aristotle is explicitly detailing the constitutional arrangements attributed to the lawgiver Draco.	-621	Draco's constitution is traditionally dated to his legislation in -621.	4	The franchise (vote) has direct political and material impact.	5	The right to vote is a foundational societal right.	4	Depends on maintaining military equipment status.	3	Ability to furnish armor is based on changeable wealth.	0	Describes Draco's constitution from the 7th c. BCE.	5	Relates the specific terms of the franchise factualy.	0	Weapon ownership does not define the act of voting.
tlg0086.tlg003.perseus-eng1::3	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Wealth-based eligibility for high office	['The nine Archons and the Treasurers were elected by this body from persons possessing an unencumbered property of not less than ten minas, the less important officials from those who could furnish themselves with a military equipment, and the generals [Strategi] and commanders of the cavalry [Hipparchi] from those who could show an unencumbered property of not less than a hundred minas']	Draco's ordinances established specific minimum wealth requirements (measured in minas) for different levels of political and military leadership.	MORE	10.0	Wealthy property owners	The wealthy	Eligibility for the archonship	Eligibility for public office	Political Power	Archaic Athens (Draconian)	Describes specific wealth-based office requirements attributed to the reforms of Draco.	-621	Draco's legislation is historically fixed at approximately -621.	4	Eligibility for the archonship is a major political right.	4	Office-holding is a broad class of outcomes.	4	Eligibility holds as long as the wealth threshold is met.	3	Wealth ownership (10 minas) is a durable economic status.	0	Describes historical Draconian ordinances.	5	Reports specific financial requirements for office as fact.	0	Owning 10 minas does not mean 'archon' by definition.
tlg0086.tlg003.perseus-eng1::4	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Age requirement for magistracies	['Both for this and for the other magistracies the lot was cast among those who were over thirty years of age; and no one might hold office twice until every one else had had his turn']	The text identifies a specific age boundary (30 years) as a mandatory requirement for participating in the lottery for public offices.	MORE	10.0	Men over thirty	Men;Elders	Eligibility for the archonship	Eligibility for public office	Political Power	Classical Athens	Describes the age requirement for magistrates, which remained a standard feature of the Athenian constitution in Aristotle's time.	-330	Aristotle wrote the Athenian Constitution during his later floruit, approximately -330.	3	Access to a social role (magistrate) through the lottery.	3	Applies to many offices/magistracies.	4	The eligibility holds for the remainder of adult life.	5	Being 'over thirty' is a birth-fixed temporal fact.	0	Reports historical archaic/classical regulations.	5	States the legal age-limit as a plain fact.	0	Being 30 is not the definition of a magistrate.
tlg0086.tlg003.perseus-eng1::6	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Prohibition of debt slavery	['As soon as he was at the head of affairs, Solon liberated the people once and for all, by prohibiting all loans on the security of the debtor’s person: and in addition he made laws by which he cancelled all debts, public and private.']	Solon's reform (the Seisachtheia) established a new legal rule prohibiting the use of one's person as collateral, thereby protecting the group from being enslaved due to debt.	MORE	10.0	Citizens	Citizens	Protection from enslavement	Protection from enslavement	Bodily Autonomy	Classical Athens (Solonic)	Describes the pivotal legal reforms (Seisachtheia) enacted by Solon in Athens.	-594	Solon's archonship and associated reforms are traditionally dated to -594.	5	Protection from enslavement is a foundational bodily right.	5	Fundamental protection affecting all citizens.	5	A permanent, structural protection in Athenian law.	4	Citizenship is a hard-to-change legal birth-status.	0	Describes historical reforms of Solon.	5	Reports the abolition of debt-slavery as a historical event.	0	Citizenship does not conceptually exclude the possibility of slavery.
tlg0086.tlg003.perseus-eng1::7	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Magistracy restricted to wealthy classes	['He divided the population according to property into four classes, namely, Pentacosiomedimni, Knights, Zeugitae, and Thetes. The various magistracies, namely, the nine Archons, the Treasurers, the Commissioners for Public Contracts [Poletae], the Eleven, and the Exchequer Clerks [Colacretae], he assigned to the Pentacosiomedimni, the Knights, and the Zeugitae, giving offices to each class in proportion to the value of their rateable property. To those who ranked among the Thetes he gave nothing but a place in the Assembly and in the juries.', 'Those ranked as Zeugitae who made two hundred measures, liquid or solid; and the rest ranked as Thetes, and were not eligible for any office. Hence it is that even at the present day, when a candidate for any office is asked to what class he belongs, no one would think of saying that he belonged to the Thetes.']	The text explicitly defines the property-based social classes and states that the lowest class, the Thetes, were legally excluded from holding specific named administrative and executive offices (magistracies).	LESS	10.0	Thetes	The poor	Eligibility for the archonship	Eligibility for public office	Political Power	Classical Athens	Aristotle describes the property classes and notes that the exclusion of Thetes from office is 'still the case' in his day.	-330	Aristotle explicitly links these historical classes to the contemporary nomenclature of his own time (c. -330).	4	Exclusion from magistracy/office is a loss of political power.	4	Covers a broad range of administrative and executive roles.	4	Usually lasts as long as one remains in the Thetic class.	3	Property class (Thetes) is durable but not immutable.	0	Refers to Solon's division of the population.	5	States the exclusion from office as a matter of law.	0	Being a Thete does not mean 'office-less' by definition.
tlg0086.tlg003.perseus-eng1::8	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Treasurer eligibility restricted to Pentacosiomedimni	['A proof that Solon regulated the elections to office according to the property classes may be found in the law still in force with regard to the Treasurers, which enacts that they shall be chosen from the Pentacosiomedimni.']	Aristotle identifies a specific law, still active in his own time, that restricts the pool of candidates for the role of Treasurer to the highest property class.	MORE	10.0	Pentacosiomedimni	The wealthy	Eligibility for the office of Treasurer	Eligibility for public office	Political Power	Classical Athens	Aristotle cites a law 'still in force' regarding the restriction of the office of Treasurer to the highest property class.	-330	Dated to Aristotle's floruit (c. -330) as he identifies this as an active, contemporary legal rule.	4	Holding the office of Treasurer involves significant power.	3	Specific to one highly important administrative office.	4	Eligibility persists as long as one is in the top class.	3	The Pentacosiomedimnus class is a durable wealth bracket.	1	Aristotle explicitly notes the law is 'still in force'.	5	Cites an existing law as absolute proof of the practice.	0	Wealthy status is not defined by being a Treasurer.
tlg0086.tlg003.perseus-eng1::9	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Neutrality in civil strife penalty	['Further, since he saw the state often engaged in internal disputes, while many of the citizens from sheer indifference accepted whatever might turn up, he made a law with express reference to such persons, enacting that any one who, in a time civil factions, did not take up arms with either party, should lose his rights as a citizen and cease to have any part in the state.']	The law mandates active participation in civil conflicts; failure to choose a side results in the loss of one's legal status as a citizen.	LESS	9.0	Citizens	Citizens	Right to retain citizenship	Right to citizenship	Legal Standing; Political Power	Archaic Athens (Solonic)	Aristotle describes a specific law enacted by Solon for the Athenian state.	-594	Solon's legislation is traditionally dated to his archonship in -594.	4	Loss of rights (atimia) represents a direct loss of legal personhood and material standing.	5	Citizenship is a foundational societal axis covering many outcomes.	5	Loss of citizenship is described as a permanent removal from the state.	4	Citizenship is a legal birth-status, very hard to change or regain once lost.	0	Aristotle describes a law attributed to Solon, centuries before his time.	5	Verbatim cites an enactment of law as an historical fact.	0	Neutrality in war is not part of the definition of a 'Citizen'.
tlg0086.tlg003.perseus-eng1::10	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Prohibition of debt-slavery	['There are three points in the constitution of Solon which appear to be its most democratic features: first and most important, the prohibition of loans on the security of the debtor’s person.', 'And those that here in vilest slavery crouched ‘neath a master’s frown, I set them free.']	The reform explicitly banned the practice of using one's own body as collateral for loans, which previously allowed citizens to be sold into slavery.	MORE	10.0	Citizens	Citizens	Protection from enslavement for debt	Protection from enslavement	Bodily Autonomy	Archaic Athens (Solonic)	The text identifies this as one of the democratic features of the constitution of Solon.	-594	This reform was a core part of Solon's legislative program in -594.	5	Protection from enslavement concerns bodily freedom and physical property status.	5	Freedom from slavery is a foundational structural axis.	5	A ban on debt-slavery provides a lifelong structural protection.	4	Citizen status is a structural birth-status.	0	Describes the 6th-century BC reforms of Solon.	5	The text identifies this as one of three central democratic facts of the constitution.	0	Being a citizen does not inherently define one as immune to debt-bondage in all systems.
tlg0086.tlg003.perseus-eng1::11	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	General right to claim redress	['secondly, the right of every person who so willed to claim redress on behalf of any one to whom wrong was being done.']	This rule allowed any citizen (not just the victim) to initiate legal action to seek justice for a wrong, expanding access to the legal system.	MORE	9.0	Citizens	Citizens	Right to legal standing for others	Right to a legal trial	Legal Standing	Archaic Athens (Solonic)	Aristotle attributes the right to claim redress for others to the constitutional reforms of Solon.	-594	This legal innovation is dated to Solon's archonship in -594.	4	Legal standing to sue has direct material consequences for property and justice.	4	Right to claim redress covers a broad category of legal protections.	5	This legal right of standing is a permanent attribute of citizenship.	4	Citizenship is a legal/structural birth-status.	0	Refers to Solonian reforms in the distant past.	5	Reported as one of the established 'points in the constitution'.	0	The right to sue on behalf of others is a specific legal innovation, not a definition.
tlg0086.tlg003.perseus-eng1::12	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Right of appeal to jury-courts	['thirdly, the institution of the appeal to the jury-courts; and it is to this last, they say, that the masses have owed their strength most of all, since, when the democracy is master of the voting-power, it is master of the constitution.']	The text defines the ability to appeal magistrate decisions to a jury of citizens as a core constitutional right granted to the public.	MORE	10.0	Citizens	Citizens	Right of appeal to jury-courts	Right to a legal trial	Legal Standing	Archaic Athens (Solonic)	The provision for appealing to jury-courts is cited as a pillar of Solon's Athenian constitution.	-594	The institution of appeal was established by Solon in -594.	4	Appeal to courts is a concrete legal right that protects property and person.	4	A major category of right spanning all magistrate decisions.	5	The institution of appeal is a lifelong structural feature of the citizen's life.	4	Citizenship is a structural status.	0	Refers to the historical constitution of Solon.	5	Describes the institution of appeal as a factual historical development.	0	The right of appeal is a procedural right, not the definition of a citizen.
tlg0086.tlg003.perseus-eng1::13	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Archonship reserved for specific classes	['After this it was agreed, as a compromise, to elect ten Archons, five from the Eupatridae, three from the Agroeci, and two from the Demiurgi, and they ruled for the year following Damasias.']	Following the expulsion of Damasias, a formal rule was established allocating a specific number of Archon seats to specific social/hereditary classes (Eupatridae/Nobles, Agroeci/Farmers, Demiurgi/Artisans), granting the Eupatridae a majority of those reserved seats.	MORE	10.0	Eupatridae	Nobles	Eligibility for the archonship	Eligibility for public office	Political Power	Archaic Athens	Aristotle describes an Athenian compromise following the expulsion of the archon Damasias.	-580	The fall of Damasias and the subsequent board of ten archons occurred around -580.	4	The Archonship is a high office with significant political power and material reach.	3	Specific to a single high office (Archonship).	5	Eligibility is a lifelong structural attribute of the class.	5	Eupatridae are a hereditary noble lineage.	0	Describes a compromise from the early 6th century BC.	5	Reports a formal agreed compromise as historical fact.	0	Eligibility for this specific office is not the definition of nobility.
tlg0086.tlg003.perseus-eng1::14	Aristotle	Athenian Constitution	Late Classical (354–165 BCE)	legal_constitutional	Original legal text, statute, or constitutional clause quoted verbatim	Citizen-roll revision for pure descent	['A proof of this is seen in the fact that after the tyranny was overthrown a revision was made of the citizen-roll, on the ground that many persons were partaking in the franchise without having a right to it.']	The text describes a systematic revision (diapsephismos) where individuals whose lineage was not considered 'pure' were stripped of their voting rights and status as citizens.	LESS	9.0	Those not of pure descent	Foreigners	Right to the franchise	Right to vote in the Ekklesia	Political Power	Archaic Athens	The revision of the citizen-roll occurred in Athens immediately following the fall of the Peisistratid tyranny.	-510	The tyranny of Hippias was overthrown in -510, leading to the immediate revision of the rolls.	4	The franchise (voting) is the primary engine of political power and rights.	5	The franchise is a foundational societal right.	5	Loss of the citizen-roll is a permanent and lifelong change in status.	5	Defined by lineage/descent, which is strictly immutable.	0	Describes a revision after the fall of the Peisistratids.	4	Reports a historical event (revision of rolls) as proof of a claim.	0	Lacking pure descent doesn't automatically mean 'disenfranchised' without this law.
