rule_uid	file_id	perseus_id	criteria	rule	group	resource	directionality	verbatim	reasoning	confidence	rule_polity	rule_polity_reasoning	rule_time_reference	rule_time_reasoning	contemporary	factuality	factuality_work	is_historical	group_specificity	group_immutability	immutability_reasoning	resource_materiality	materiality_reasoning	resource_generality	resource_generality_reasoning	resource_persistence	persistence_reasoning	tautological	tautology_reasoning	secondary_reasoning	author	wikidata_id	wikidata_name	cliopatria_polity	impact_year	impact_date	impact_date_precision	birthdate	deathdate	occupations	description	work_title	perseus_title	wikidata_work_id	wikidata_work_label	period	genre	form_of_creative_work	instance_of	main_language	editors	pub_date	n_words	n_characters	n_pages
tlg0014.tlg019.perseus-eng2#43	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Wealth / Properties	Wealthy citizen liturgy obligations	Wealthy citizens	Exemption from public financing	LESS	[§250] Their reckless greed, insatiate of delight, Knows not to taste the frugal feast aright; Th’ unbridled lust of gold, their only care, Nor public wealth nor wealth divine will spare.	Solon's verses, used as a moral/legal framework by the author, establish that private wealth is expected to support public and divine needs, framing greed as a violation of the rule regarding shared resources.	7.0	Classical Athens	The rule discusses 'public wealth' and 'divine wealth' in a context of citizen obligations, which aligns with the Athenian system of liturgies.	contemporary	Demosthenes is speaking about the current financial obligations and behaviors of wealthy citizens in his own polity.	1	0	4	1	4	3	Wealth is a changeable status, acquired over time, but a durable social identity.	4	Exemption from public financing is a concrete legal right with direct material effect.	4	Exemption from public financing is a broad category of financial relief.	4	Exemption from public financing is a long-term status, but can be revoked or changed by law.	0	Exemption from public financing is a specific legal/social obligation, not inherent in the definition of 'wealthy citizens'.	The group 'wealthy citizens' is broad; the rule is attributed to Solon, well before Demosthenes' time.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#44	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Citizenship	Political proposer liability	Citizens	Freedom of speech without capital risk	LESS	[§247] When Salamis had revolted, and the Athenian people had forbidden under penalty of death any proposal for its recovery, Solon, accepting the risk of death, composed and recited an elegiac poem.	The text describes a specific legal constraint where the exercise of the right to propose policy (speech/political rights) was restricted by the threat of execution.	10.0	Classical Athens	The rule explicitly mentions Solon and the Athenian people, referring to a historical event in Athens.	past	The rule describes an event involving Solon, who lived centuries before Demosthenes, making it a past event for the author.	0	1	4	1	5	4	Citizenship is a legal status, very hard to change, requiring naturalisation or exile.	5	Freedom of speech without capital risk is protection from execution, a bodily entitlement.	5	Freedom of speech without capital risk is a foundational aspect of political power and bodily integrity.	4	Freedom of speech is a long-term right, but can be revoked or restricted by specific laws.	0	Freedom of speech without capital risk is a specific legal right, not inherent in the definition of 'citizens'.	The group 'citizens' is canonical; the rule is attributed to Solon, well before Demosthenes' time.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#45	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Occupation	Ambassadorial accountability for bribes	Ambassadors	Protection from capital punishment	LESS	[§268] I am sure you have all heard the story of their treatment of Callias, son of Hipponicus, who negotiated the celebrated peace... At the inquiry into his conduct they came near to putting him to death, and mulcted him in fifty talents, because he was said to have taken bribes on embassy.	The text establishes that men serving as ambassadors are subject to the death penalty or heavy fines if they are found to have accepted bribes during their mission.	10.0	Classical Athens	The rule refers to Callias, son of Hipponicus, and a specific peace negotiation, which are historical figures and events in Classical Athens.	past	The event described, involving Callias and his inquiry, occurred in the past relative to Demosthenes' floruit.	0	1	4	0	3	2	Ambassador is an office-holder during a term, a role-bound status.	5	Protection from capital punishment is a fundamental bodily entitlement.	5	Protection from capital punishment is a foundational aspect of bodily integrity and legal standing.	4	Protection from capital punishment is long-term but revocable, especially for serious offenses like bribery.	0	Protection from capital punishment is a specific legal right, not inherent in the definition of 'ambassadors'.	The group 'ambassadors' is a specific profession; the author describes contemporary legal consequences for bribery.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#46	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Occupation	Ambassadorial adherence to instructions	Ambassadors	Right to personal liberty	LESS	[§272-273] By the terms of this decree, men of Athens, you condemned to death the ambassadors named... Look at the decree: Whereas the said ambassadors have disobeyed their instructions. That is the first charge alleged.	The passage cites a specific legal decree where ambassadors were sentenced to death for failing to follow the specific instructions provided by the state.	10.0	Classical Athens	The rule discusses a decree and ambassadors being condemned to death, which reflects legal practices in Classical Athens.	contemporary	Demosthenes is referencing a decree and legal precedent that would be relevant to his contemporary Athenian audience regarding ambassadorial conduct.	1	1	4	0	3	2	Ambassador is an office-holder during a term, a role-bound status.	5	Right to personal liberty is a fundamental bodily entitlement, including freedom from execution.	5	The right to personal liberty is a foundational societal good.	4	The right to personal liberty is long-term but revocable, especially for severe breaches of duty.	0	The right to personal liberty is a specific legal right, not inherent in the definition of 'ambassadors'.	The group 'ambassadors' is a specific profession; the author cites a contemporary legal decree.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#47	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Occupation	Ambassadorial honesty in reporting	Ambassadors	Right to life	LESS	[§274] Whereas, says the old decree, certain of them are convicted of making untruthful reports to the Council. Why, these men are convicted of making untruthful reports even to the Assembly... and of sending untruthful dispatches.	Providing false reports or dispatches to the governing bodies (Council or Assembly) while on an embassy is a punishable offense leading to potential execution.	10.0	Classical Athens	The rule refers to reports made to the Council and Assembly, which are institutions of Classical Athens.	contemporary	Demosthenes is discussing the accountability of ambassadors in his contemporary Athenian political system.	1	1	4	0	3	2	Ambassador is an office-holder during a term, a role-bound status.	5	Right to life is a fundamental bodily entitlement, protection from execution.	5	The right to life is a foundational societal good.	4	The right to life is long-term but revocable, especially for severe offenses like untruthful reports.	0	The right to life is a specific legal right, not inherent in the definition of 'ambassadors'.	The group 'ambassadors' is a specific profession; the author describes contemporary legal consequences for false reports.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#48	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Citizenship	Citizen protection from arbitrary execution	Citizens	Right to a formal trial	MORE	[1§291] Let no man be delivered, and let no man be destroyed, merely because this man or that so desires; let him who is delivered or destroyed by the evidence of facts be entitled to receive from this court the verdict that is his due. That is the democratic principle.	Demosthenes outlines the 'democratic principle' that citizens are protected from being 'destroyed' (executed/punished) based on personal whims, requiring instead a trial based on factual evidence.	9.0	Classical Athens	The rule explicitly states 'That is the democratic principle,' referring to the legal principles of Classical Athenian democracy.	contemporary	Demosthenes is articulating a fundamental democratic principle that he expects to be upheld in his contemporary Athens.	1	0	4	0	5	4	Citizenship is a legal status, very hard to change, requiring naturalisation or exile.	4	Right to a formal trial is a concrete legal right with direct material effect on freedom and life.	5	The right to a formal trial is a foundational aspect of legal standing and due process.	4	The right to a formal trial is a long-term legal protection, applicable throughout a citizen's life.	0	The right to a formal trial is a specific legal right, not inherent in the definition of 'citizens'.	The group 'citizens' is a canonical societal group; the author describes a contemporary democratic principle.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#49	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Wealth / Properties	Wealthy citizen liturgy obligations	Wealthy citizens	Exemption from public service financing	LESS	[§277] Has the state ever had to thank any one of them in the whole course of his life for so much as a horse, or a war-galley, or a military expedition, or a chorus, or any public service, assessed contribution, or free gift...?	The text lists the various material contributions (liturgies) expected of those with means, such as providing war-galleys (trierarchy) or choruses.	9.0	Classical Athens	The rule lists specific public services (horse, war-galley, chorus) that were part of the liturgy system in Classical Athens.	contemporary	Demosthenes is discussing the current expectations and contributions of wealthy citizens in his contemporary Athenian society.	1	1	4	0	4	3	Wealth is a changeable status, acquired over time, but a durable social identity.	4	Exemption from public service financing is a concrete legal right with direct material effect.	4	Exemption from public service financing is a broad category of financial relief.	4	Exemption from public service financing is a long-term status, but can be revoked or changed by law.	0	Exemption from public service financing is a specific legal/social obligation, not inherent in the definition of 'wealthy citizens'.	The group 'wealthy citizens' is a broad societal class; the author describes contemporary expected contributions.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#50	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Lineage	Religious honors for tyrant-slayers	Descendants of Harmodius	Access to public libations and worship	MORE	[§275] ...even a descendant of Harmodius and of the greatest of all your benefactors, the men to whom, in requital of their glorious deeds, you have allotted by statute a share of your libations and drink-offerings in every temple and at every public service, whom, in hymns and in worship, you treat as the equals of gods and demigods.	Statutory rules grant specific lineage groups (descendants of significant benefactors like Harmodius) the right to participate in or be honored during religious public services.	10.0	Classical Athens	The rule mentions Harmodius and the practice of granting honors to benefactors, which is specific to Athenian historical tradition.	past	The rule refers to historical figures (Harmodius) and established practices of honoring them, which originated in the past.	1	1	4	1	2	5	Descendants are defined by lineage, a strictly immutable birth-fixed trait.	2	Access to public libations and worship is a role-based access with weak material payoff.	2	Access to public libations and worship is tied to specific rituals and institutions.	5	Access to public libations is a lifelong, inherited right, persisting across generations.	0	Access to public libations and worship is a specific honor, not inherent in the definition of 'descendants of Harmodius'.	The group is a named sub-group; the rule concerns historical figures and their descendants.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#51	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Occupation	Accountability for financial misappropriation	Public officials	Protection from legal indictment	LESS	[§288] Why did you prosecute Moerocles, because he had extorted twenty drachmas apiece from the lessees of the silver-mines; why did you indict Cephisophon for misappropriating sacred funds, because he was three days late in paying seven minas into the bank...?	Public officials or those handling public/sacred funds are subject to prosecution for even minor financial irregularities or delays in payment.	9.0	Classical Athens	The rule mentions specific officials (Moerocles, Cephisophon) and institutions (silver-mines, sacred funds, bank) relevant to Athenian public finance.	contemporary	Demosthenes is citing contemporary examples of legal indictments for financial misappropriation within the Athenian system.	1	1	4	0	3	3	Public official is an occupation acquired through training, changeable with effort.	4	Protection from legal indictment is a concrete legal right with direct material effect.	4	Protection from legal indictment is a broad category of legal protection.	4	Protection from legal indictment is long-term but revocable, especially for financial misconduct.	0	Protection from legal indictment is a specific legal right, not inherent in the definition of 'public officials'.	The group 'public officials' is a specific profession; the author describes contemporary legal accountability.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#52	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Occupation	Clerk access to high office	Clerks	Political consideration	LESS	[§309] Before he did all that mischief to the commonwealth, he used to admit that he had been a clerk; he was grateful to you for his appointments; his demeanor was quite modest. | [§309] If a man speaks of Aeschines, the man who was once a clerk, he makes a private quarrel of it, and talks of defamation of character.	The text implies that being identified as a clerk is considered a lower social status (humble/modest) compared to high political roles, and being reminded of it is seen as a social slight or defamation.	8.0	Classical Athens	The rule discusses the social mobility and political consideration of clerks, which reflects social dynamics in Classical Athens.	contemporary	Demosthenes is commenting on the contemporary social standing and political aspirations of individuals like Aeschines in Athens.	1	1	4	0	3	3	Clerk is an occupation acquired through training, changeable with effort.	1	Political consideration is primarily symbolic and abstract, with weak material payoff.	3	Political consideration is specific but broadly applicable to civic participation.	3	Political consideration is tied to social status, which can change over life stages or with career advancement.	0	Political consideration is a social status, not inherent in the definition of 'clerks'.	The group 'clerks' is a specific profession; the author describes a contemporary social perception of status.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#53	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Citizenship	Metic participation in domestic affairs	Metics / Foreigners	Right to consult on domestic policy	LESS	[§302] As for the people who recommended you to consult the Greeks on the terms of peace with Philip, he was amazed at the suggestion that it was necessary that any foreigner should be convinced when the questions were purely domestic.	The passage describes an argument (attributed to Aeschines) that foreigners have no standing or right to be consulted or convinced when the Athenian assembly is deciding on domestic treaties or peace.	9.0	Classical Athens	The rule discusses 'Greeks' and 'foreigners' in the context of Athenian domestic policy, indicating the specific political structure of Athens.	contemporary	Demosthenes is addressing a contemporary debate about foreign involvement in Athenian domestic affairs.	1	1	4	0	5	3	Foreign residency (metic) is changeable with effort, but a durable social identity.	3	Consulting on policy is a social role with tangible outcomes for the group.	3	Consultation on domestic policy is a specific but recurring political right.	3	The right to consult on policy is tied to specific political discussions or periods.	1	Foreigners by definition lack the right to participate in domestic affairs of a foreign state.	Canonical societal group; the author describes a contemporary political debate.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#54	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Freedom	Captive protection from enslavement	Captives (war)	Protection from enslavement	LESS	[§300] On his journey home he had met Atrestidas travelling from Philip’s court with some thirty women and children in his train. | [§301] and when he was told that they were Olynthian captives whom Atrestidas was bringing away with him as a present from Philip...	The description of war captives being given as 'presents' shows that those captured in war (specifically Olynthians) lost the resource of freedom and became chattel property.	10.0	Macedonian Kingdom	The rule explicitly mentions Philip and Olynthian captives, indicating the actions of the Macedonian Kingdom.	contemporary	Demosthenes is describing a recent event involving Philip of Macedon and Olynthian captives, which is contemporary to his political concerns.	1	1	4	0	4	4	Enslaved status is a legal/structural birth-status, very hard to change.	5	Protection from enslavement is a fundamental bodily entitlement and freedom.	5	Protection from enslavement is a foundational societal good and bodily integrity.	5	Enslavement is a lifelong status, fundamentally altering an individual's legal standing.	1	Being a captive in war inherently means a loss of freedom and protection from enslavement.	Broad societal group defined by status; the author describes a contemporary event.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#55	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Citizenship	Citizen immunity from bribery	Citizens	Protection from political corruption	LESS	[§294] It is the business of foes to give bribes, of traitors to take bribes, and to rescue those who have taken them. | [§295] you will find that it was by buying treachery from willing sellers, and by corrupting leading politicians and stimulating their ambition.	While presented as an accusation of treachery, it outlines the societal rule that politicians (citizens in power) lose their integrity and the 'resource' of uncorrupted judgment through bribery, which the law aims to punish.	7.0	Classical Athens	The rule discusses bribery and political corruption within the context of 'foes' and 'traitors' in a citizen-based polity.	contemporary	Demosthenes is addressing the contemporary issue of political corruption and bribery within the Athenian citizenry.	1	0	4	0	5	5	Citizenship is a legal status, but here it refers to the inherent status of being a citizen.	3	Protection from corruption affects the integrity of a social role with tangible outcomes.	3	Protection from political corruption is a specific but broadly applicable legal protection.	4	Protection from corruption lasts as long as one holds office, but can be lost through actions.	0	Protection from corruption is a legal/ethical standard, not an inherent part of being a citizen.	Canonical societal group; the author discusses contemporary political corruption.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#56	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Citizenship	Macedonian exclusion from Amphictyonic Council	Macedonians	Right to hold office in the Amphictyonic Council	LESS	[§322] [327] Instead of the re-establishment of ancient rites in the Temple of Apollo, and the restitution of treasure to the god, men who were once Amphictyons are fugitives and exiles, and men who never in all former time were members of it, Macedonians and barbarians, are now forcing their way into the Amphictyonic Council.	The text describes the inclusion of Macedonians as a violation of traditional rules where they were previously excluded ('never in all former time were members') from this specific religious-political body.	9.0	Amphictyonic League	The rule explicitly refers to the 'Amphictyonic Council' and the exclusion of 'Macedonians and barbarians' from it.	contemporary	Demosthenes is discussing a contemporary political issue regarding the composition and control of the Amphictyonic Council.	1	1	4	0	5	5	Macedonians are defined by their ethnicity/origin, a birth-fixed trait.	3	Holding office in a council is a social role with tangible outcomes.	2	Holding office in a specific council is tied to a particular institution.	4	The right to hold office in a council is long-term but can be revoked or changed.	0	Exclusion from a specific council is a political rule, not inherent to being Macedonian.	Canonical societal group; the author describes a contemporary political change.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#57	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Citizenship	Athenian precedence in Oracular consultation	Citizens	Right of precedence in consulting the Oracle	MORE	[§322] [327] If anyone says a word about the sacred treasure, he is thrown down the precipice; and Athens is robbed of her precedence in the consultation of the Oracle.	Demosthenes identifies 'precedence in the consultation of the Oracle' as a specific right or resource belonging to the Athenian state (and its citizens) which is currently being lost, implying its status as an established legal or religious privilege.	9.0	Amphictyonic League	The rule mentions the 'Amphictyonic Council' and 'Oracle', and Athens' 'precedence' in consulting it, referring to a specific inter-state religious body.	contemporary	Demosthenes is addressing a contemporary concern about Athens' diminished status and rights within the Amphictyonic League.	1	1	4	0	5	5	Citizenship is a legal status, but here it refers to the inherent status of being a citizen.	2	Precedence in consulting an Oracle is a status access with weak material payoff.	2	Precedence in consulting a specific Oracle is a narrowly scoped privilege.	4	Precedence in consulting an oracle is a long-term privilege, but can be lost.	0	Precedence in oracular consultation is a specific privilege, not inherent to being a citizen.	Canonical societal group; the author discusses a contemporary loss of privilege.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#58	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Occupation	Public maintenance for ambassadors	Ambassadors	Right to free maintenance in the Town Hall	MORE	[§325] [330] Gentlemen of the jury, would you set up in the market-place a statue of any of the ambassadors whom Philip sent? Or would you give to them free maintenance in the Town Hall, or any of the other privileges with which you reward your benefactors?	The author refers to specific rewards (statues and sitesis/maintenance in the Prytaneum) traditionally granted to those serving the state in an official capacity (ambassadors/benefactors), framing them as standard societal resources for those roles.	10.0	Classical Athens	The verbatim explicitly mentions 'free maintenance in the Town Hall' and 'privileges with which you reward your benefactors,' which are specific practices of Classical Athens.	contemporary	Demosthenes is addressing a jury in Athens about contemporary Athenian practices regarding public maintenance and rewards.	1	1	4	0	3	2	Ambassador is a role-bound status, tied to a specific procedure or temporary condition.	4	Free maintenance in Town Hall is a concrete legal right with direct material effect.	2	Free maintenance in the Town Hall is a specific civic award/privilege.	3	Free maintenance is tied to the duration of one's service or role as a benefactor.	0	Free maintenance is a specific privilege, not inherent to being an ambassador.	Specific professional role; the author refers to contemporary customary rewards.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#59	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Citizenship	Statutory investigation of public conduct	Citizens	Protection through statutory investigation of conduct	MORE	[§330] [335] If Demosthenes committed any crime, why bring it up now? Why did you not lay your complaint at the statutory investigation of his conduct?	The text references a formal legal rule (the euthynai or statutory investigation) where the conduct of public individuals must be challenged at a specific time, serving as a procedural protection.	9.0	Classical Athens	The rule discusses 'statutory investigation of his conduct,' which refers to the Athenian legal process of euthynai, a review of public officials' conduct.	contemporary	Demosthenes is speaking in a contemporary Athenian legal context, referring to existing Athenian laws and procedures.	1	1	4	0	5	5	Citizenship is a legal status, but here it refers to the inherent status of being a citizen.	4	Statutory investigation provides concrete legal protection with direct material effect.	3	Statutory investigation of conduct is a specific but broadly applicable legal protection.	2	Statutory investigation is a procedural right tied to a specific period of review.	0	Statutory investigation is a legal procedure, not inherent to being a citizen.	Canonical societal group; the author references a contemporary legal procedure.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0014.tlg019.perseus-eng2#60	tlg0014.tlg019.perseus-eng2	tlg0014.tlg019	Occupation	Speaker's dependence on audience attention	Public speakers	Ability to exercise oratorical influence	LESS	[§335] [340] Now other forms of ability are almost wholly independent of conditions; but the ability of the speaker is paralyzed by the recalcitrance of his audience. Listen to him, then, as to a knave and a bribe-taker, who will have no truthful word to utter.	While presented as an observation, it describes a normative convention in Athenian courts where the audience/jury has the power to effectively 'paralyze' or strip a speaker of their primary resource (persuasion) by refusing to listen.	7.0	Generic / abstract (no specific polity)	The rule describes a universal principle of communication, where a speaker's effectiveness depends on the audience's receptiveness, not a specific polity's law or custom.	timeless	The principle that a speaker's ability is affected by the audience is a timeless observation about human interaction, not bound to a specific historical period.	1	0	4	0	3	3	Public speaker is an occupation/profession acquired through training, a durable social identity.	3	Oratorical influence is a social role with tangible outcomes in legal proceedings.	3	Oratorical influence is a specific but recurring social and political resource.	2	Oratorical influence is momentary, dependent on each audience and speech.	1	A speaker's influence is inherently dependent on the audience's willingness to listen.	Specific professional role; the author makes a contemporary observation about rhetoric.	Demosthenes	Q117253	Demosthenes	Second Athenian League	-348	-348	year	-383.0	-321.0	orator; diplomat; writer; politician	classical Athenian statesman and orator (384–322 BC)	On the False Embassy	On the Embassy	Q7091351	On the False Embassy	Late Classical (354–165 BCE)			oration, literary work	English	Charles Anthony Vince; James Herbert Vince	1926	33333	191594	133
tlg0017.tlg003.perseus-eng2#0	tlg0017.tlg003.perseus-eng2	tlg0017.tlg003	Lineage	Illegitimate child inheritance restriction	Illegitimate children	Right to inherit property	LESS	[§13] [12] You, too, when you have heard the actual depositions, will understand that the defendant has obviously borne false witness, and that those who judged the case gave a proper and a legal sentence when they decided that the estate could not pass to a woman of irregular birth.	The text describes a court ruling that has already taken place, confirming that children of 'irregular birth' (illegitimate) are legally barred from inheriting an estate.	10.0	Classical Athens	The rule concerns inheritance law and the status of 'women of irregular birth' in a legal context, consistent with Athenian legal practices regarding legitimacy and inheritance.	contemporary	Isaeus is arguing a contemporary legal case in Athens, referring to current Athenian laws and judicial decisions regarding inheritance.	1	1	4	0	4	4	Illegitimate status is a legal/structural birth-status, very hard to change.	5	Right to inherit property is a tangible wealth entitlement.	5	The right to inherit property is a foundational societal good related to wealth.	5	The inability to inherit property due to illegitimacy is a lifelong legal status.	1	Illegitimate children, by definition, lack the legal legitimacy for certain rights like inheritance.	Broad societal group defined by status; the author discusses a contemporary court ruling.	Isaeus	Q365097	Isaeus	Peloponnesian League	-384	-384	year	-419.0	-339.0	orator; speechwriter	4th-century BC Greek orator	On the Estate of Pyrrhos	On The Estate Of Pyrrhus	Q87779663	On the Estate of Pyrrhos	Classical (500–360 BCE)			oration, literary work	English	Edward Seymour Forster	1962	6944	39610	28
tlg0017.tlg003.perseus-eng2#1	tlg0017.tlg003.perseus-eng2	tlg0017.tlg003	Gender	Married women's exclusion from banquets	Women	Right to feast with strangers	LESS	[§15] [14] Yet no one, I presume, would dare to serenade a married woman, nor do married women accompany their husbands to banquets or think of feasting in the company of strangers, especially mere chance comers.	The author cites social norms and conventions as proof of marital status, indicating that respectable married women were socially restricted from participating in public banquets or feasting with strangers.	9.0	Classical Athens	The rule describes social customs regarding married women's participation in banquets, which reflects the social norms of Classical Athens.	contemporary	Isaeus is referencing contemporary Athenian social customs and expectations for married women in his legal argument.	1	1	4	0	5	3	Married status is changeable with effort but still a durable social identity.	2	Feasting with strangers is a social practice with weak material payoff.	3	Feasting with strangers is a specific but recurring social activity.	3	The restriction on feasting with strangers is tied to the duration of marriage.	0	Social restrictions on feasting are cultural norms, not inherent to being a woman.	Canonical societal group; the author describes contemporary social norms for women.	Isaeus	Q365097	Isaeus	Peloponnesian League	-384	-384	year	-419.0	-339.0	orator; speechwriter	4th-century BC Greek orator	On the Estate of Pyrrhos	On The Estate Of Pyrrhus	Q87779663	On the Estate of Pyrrhos	Classical (500–360 BCE)			oration, literary work	English	Edward Seymour Forster	1962	6944	39610	28
